cat,lcat,along,x,y,elev
1,28,0,223641.914264755,5189972.86476756,277.0353
2,28,0.99850041206883,223642.898812273,5189972.69842678,277.0368
3,28,1.99700082413766,223643.883359791,5189972.53208599,277.0355
4,28,2.99550123620649,223644.867907309,5189972.3657452,277.029
5,28,3.99400164827532,223645.852454827,5189972.19940441,277.0177
6,28,4.99250206034415,223646.837002345,5189972.03306362,277.0464
7,28,5.99100247241298,223647.821549863,5189971.86672284,277.0809
8,28,6.98950288448181,223648.80609738,5189971.70038205,277.1208
9,28,7.98800329655064,223649.790644898,5189971.53404126,277.1253
10,28,8.98650370861947,223650.775192416,5189971.36770047,277.0896
11,28,9.9850041206883,223651.716066961,5189971.09390999,277.0245
12,28,10.9835045327571,223652.537484158,5189970.52621565,277.022
13,28,11.982004944826,223653.358901356,5189969.95852132,277.0483
14,28,12.9805053568948,223654.180318553,5189969.39082698,277.0664
15,28,13.9790057689636,223655.001735751,5189968.82313264,277.1187
16,28,14.9775061810325,223655.823152948,5189968.2554383,277.1187
17,28,15.9760065931013,223656.644570145,5189967.68774397,277.1667
18,28,16.9745070051701,223657.465987343,5189967.12004963,277.19
19,28,17.9730074172389,223658.28740454,5189966.55235529,277.2119
20,28,18.9715078293078,223659.108821738,5189965.98466096,277.1906
21,28,19.9700082413766,223659.930238935,5189965.41696662,277.1906
22,28,20.9685086534454,223660.783146639,5189964.90225612,277.3449
23,28,21.9670090655143,223661.674389187,5189964.45204529,277.2136
24,28,22.9655094775831,223662.565631735,5189964.00183445,277.127
25,28,23.9640098896519,223663.456874283,5189963.55162362,277.2191
26,28,24.9625103017208,223664.348116831,5189963.10141279,277.0804
27,28,25.9610107137896,223665.239359379,5189962.65120196,276.9892
28,28,26.9595111258584,223666.130601928,5189962.20099113,276.9431
29,28,27.9580115379272,223667.021844476,5189961.75078029,276.9278
30,28,28.9565119499961,223667.913087024,5189961.30056946,276.9278
31,28,29.9550123620649,223668.888412076,5189961.08736286,276.9302
32,28,30.9535127741337,223669.864118793,5189960.87523206,276.9409
33,28,31.9520131862026,223670.83982551,5189960.66310127,276.9449
34,28,32.9505135982714,223671.815532227,5189960.45097047,276.9445
35,28,33.9490140103402,223672.791238944,5189960.23883967,276.9389
36,28,34.9475144224091,223673.766945661,5189960.02670887,276.9339
37,28,35.9460148344779,223674.742652378,5189959.81457808,276.9288
38,28,36.9445152465467,223675.718359095,5189959.60244728,276.9756
39,28,37.9430156586155,223676.694065812,5189959.39031648,277.0051
40,28,38.9415160706844,223677.669772529,5189959.17818568,277.0154
41,28,39.9400164827532,223678.638450301,5189958.93721701,277.0256
42,28,40.938516894822,223679.60233688,5189958.67659134,277.0581
43,28,41.9370173068909,223680.566223459,5189958.41596568,277.1018
44,28,42.9355177189597,223681.530110037,5189958.15534002,277.1498
45,28,43.9340181310285,223682.493996616,5189957.89471435,277.1679
46,28,44.9325185430974,223683.457883195,5189957.63408869,277.1663
47,28,45.9310189551662,223684.421769773,5189957.37346303,277.147
48,28,46.929519367235,223685.385656352,5189957.11283736,277.1075
49,28,47.9280197793038,223686.349542931,5189956.8522117,277.0435
50,28,48.9265201913727,223687.270322454,5189956.78775992,276.9985
51,28,49.9250206034415,223688.036150127,5189957.42847128,276.9438
52,28,50.9235210155103,223688.801977799,5189958.06918264,276.9317
53,28,51.9220214275792,223689.567805472,5189958.70989401,276.9105
54,28,52.920521839648,223690.333633145,5189959.35060537,276.9512
55,28,53.9190222517168,223691.099460817,5189959.99131673,276.9369
56,28,54.9175226637857,223691.86528849,5189960.63202809,276.9544
57,28,55.9160230758545,223692.631116163,5189961.27273945,276.9392
58,28,56.9145234879233,223693.396943835,5189961.91345081,276.9546
59,28,57.9130238999921,223694.162771508,5189962.55416217,276.9592
60,28,58.911524312061,223694.928599181,5189963.19487354,276.9441
61,28,59.9100247241298,223695.910114573,5189963.29572662,277.0046
62,28,60.9085251361986,223696.90660142,5189963.35910672,277.0369
63,28,61.9070255482675,223697.903088267,5189963.42248681,277.0325
64,28,62.9055259603363,223698.899575114,5189963.48586691,277.0038
65,28,63.9040263724051,223699.896061961,5189963.549247,277.0201
66,28,64.902526784474,223700.892548808,5189963.6126271,277.0754
67,28,65.9010271965428,223701.889035655,5189963.67600719,277.1398
68,28,66.8995276086116,223702.885522503,5189963.73938729,277.1318
69,28,67.8980280206804,223703.88200935,5189963.80276738,277.0705
70,28,68.8965284327493,223704.878496197,5189963.86614748,277.0302
71,28,69.8950288448181,223705.872173438,5189963.95137105,277.0998
72,28,70.8935292568869,223706.852263744,5189964.14222719,277.2688
73,28,71.8920296689558,223707.832354051,5189964.33308332,277.3586
74,28,72.8905300810246,223708.812444358,5189964.52393945,277.4199
75,28,73.8890304930934,223709.792534664,5189964.71479559,277.3944
76,28,74.8875309051623,223710.772624971,5189964.90565172,277.2334
77,28,75.8860313172311,223711.752715278,5189965.09650785,277.0634
78,28,76.8845317292999,223712.732805584,5189965.28736399,276.9583
79,28,77.8830321413687,223713.712895891,5189965.47822012,276.9124
80,28,78.8815325534376,223714.692986198,5189965.66907625,276.9574
81,28,79.8800329655064,223715.679657653,5189965.82173073,276.9789
82,28,80.8785333775752,223716.667113597,5189965.96983148,276.9553
83,28,81.8770337896441,223717.654569541,5189966.11793223,276.9802
84,28,82.8755342017129,223718.642025485,5189966.26603298,276.988
85,28,83.8740346137817,223719.629481429,5189966.41413372,276.9865
86,28,84.8725350258506,223720.616937373,5189966.56223447,276.971
87,28,85.8710354379194,223721.604393317,5189966.71033522,276.9525
88,28,86.8695358499882,223722.591849261,5189966.85843597,276.9489
89,28,87.868036262057,223723.579305205,5189967.00653672,276.9385
90,28,88.8665366741259,223724.566761149,5189967.15463747,276.9763
91,28,89.8650370861947,223725.554217093,5189967.30273821,277.0371
92,28,90.8635374982635,223726.414672685,5189966.92024401,277.1515
93,28,91.8620379103324,223727.228059987,5189966.34110312,277.1864
94,28,92.8605383224012,223728.041447289,5189965.76196223,277.3812
95,28,93.85903873447,223728.854834591,5189965.18282134,277.3812
96,28,94.8575391465389,223729.668221893,5189964.60368045,277.4558
97,28,95.8560395586077,223730.481609195,5189964.02453956,277.5349
98,28,96.8545399706765,223731.294996497,5189963.44539867,277.6627
99,28,97.8530403827453,223732.108383799,5189962.86625778,277.7729
100,28,98.8515407948142,223732.921771101,5189962.28711689,277.7729
101,28,99.850041206883,223733.735158403,5189961.707976,277.7375
102,28,100.848541618952,223734.548545705,5189961.12883511,277.4467
103,28,101.847042031021,223735.361933007,5189960.54969422,277.2269
104,28,102.845542443089,223736.175320309,5189959.97055333,277.2174
105,28,103.844042855158,223736.98870761,5189959.39141244,277.2174
106,28,104.842543267227,223737.802094912,5189958.81227155,277.153
107,28,105.841043679296,223738.615482214,5189958.23313066,277.0228
108,28,106.839544091365,223739.428869516,5189957.65398978,277.0028
109,28,107.838044503434,223739.310557138,5189956.98513532,277.0162
110,28,108.836544915502,223738.622621027,5189956.26143166,277.292
111,28,109.835045327571,223737.934684916,5189955.53772801,277.403
112,28,110.83354573964,223737.246748806,5189954.81402435,277.2853
113,28,111.832046151709,223736.558812695,5189954.0903207,277.4667
114,28,112.830546563778,223735.870876584,5189953.36661704,277.5486
115,28,113.829046975847,223735.182940473,5189952.64291339,277.3987
116,28,114.827547387915,223734.495004362,5189951.91920973,277.312
117,28,115.826047799984,223733.807068251,5189951.19550608,277.2162
118,28,116.824548212053,223733.11913214,5189950.47180242,277.1528
119,28,117.823048624122,223732.431196029,5189949.74809877,277.1017
120,28,118.821549036191,223731.743259918,5189949.02439511,277.0727
121,28,119.82004944826,223731.055323807,5189948.30069146,277.071
122,28,120.818549860328,223730.367387697,5189947.5769878,277.0422
123,28,121.817050272397,223729.859220156,5189946.73992801,277.1674
124,28,122.815550684466,223729.502695028,5189945.80724752,277.2028
125,28,123.814051096535,223729.146169901,5189944.87456702,277.228
126,28,124.812551508604,223728.789644774,5189943.94188653,277.3194
127,28,125.811051920673,223728.433119647,5189943.00920603,277.3194
128,28,126.809552332741,223728.07659452,5189942.07652554,277.3295
129,28,127.80805274481,223727.720069392,5189941.14384504,277.4018
130,28,128.806553156879,223727.363544265,5189940.21116454,277.3855
131,28,129.805053568948,223727.007019138,5189939.27848405,277.3669
132,28,130.803553981017,223726.650494011,5189938.34580355,277.3427
133,28,131.802054393086,223726.512355448,5189937.37721817,277.2953
134,28,132.800554805154,223726.551501724,5189936.37948542,277.2657
