from_cat,cat,dist,to_x,to_y
54,54,0,229885.8059,5154038.2303
54,55,0,229906.973,5154445.9909
54,55,0,229885.8059,5154038.2303
54,56,0.0275792031855011,229885.813351105,5154038.2037464
54,438,3.45822380121934,229887.303561228,5154035.11319835
54,441,0,229906.973,5154445.9909
55,53,3.45810280054867,229887.303546339,5154035.11332544
55,54,0,229906.973,5154445.9909
55,54,0,229885.8059,5154038.2303
55,55,0,229885.8059,5154038.2303
55,55,0,229906.973,5154445.9909
55,56,0.0275792031855011,229885.813351105,5154038.2037464
55,438,3.45822380121934,229887.303561228,5154035.11319835
55,441,0,229906.973,5154445.9909
56,53,3.43094499839613,229887.303546339,5154035.11332544
56,53,0.0345070450228574,229887.303546339,5154035.11332544
56,54,0.0275792031855011,229885.8059,5154038.2303
56,54,3.4357619395264,229885.8059,5154038.2303
56,55,3.4357619395264,229885.8059,5154038.2303
56,55,0.0275792031855011,229885.8059,5154038.2303
56,56,0,229885.813351105,5154038.2037464
56,56,0,229887.2702,5154035.1222
56,438,3.43106594092136,229887.303561228,5154035.11319835
56,438,0.0345543227560775,229887.303561228,5154035.11319835
57,57,0,230033.239205613,5157203.53980791
57,57,0,230032.6523,5157200.4192
57,58,0,230033.239205613,5157203.53980791
57,58,3.17531918288573,230033.239205613,5157203.53980791
57,72,0,230032.6523,5157200.4192
57,72,0,230033.239205613,5157203.53980791
57,73,0,230033.239205613,5157203.53980791
57,73,3.17531918288573,230033.239205613,5157203.53980791
57,77,3.3272386766819,230033.8914,5157206.8025
57,77,6.50245243811606,230033.8914,5157206.8025
57,440,3.17531918288573,230032.6523,5157200.4192
57,440,0,230032.6523,5157200.4192
58,57,0,230033.239205613,5157203.53980791
58,57,3.3272386766819,230033.239205613,5157203.53980791
58,58,0,230033.239205613,5157203.53980791
58,58,0,230033.8914,5157206.8025
58,72,0,230033.239205613,5157203.53980791
58,72,3.3272386766819,230033.239205613,5157203.53980791
58,73,0,230033.8914,5157206.8025
58,73,0,230033.239205613,5157203.53980791
58,77,3.3272386766819,230033.8914,5157206.8025
58,77,0,230033.8914,5157206.8025
58,440,6.50245243811606,230032.6523,5157200.4192
58,440,3.17531918288573,230032.6523,5157200.4192
59,59,0,230049.9911,5157230.8839
59,59,0,230060.504388895,5157231.79785557
59,60,0,230060.504388895,5157231.79785557
59,61,0,230049.9911,5157230.8839
59,62,0,230060.504388895,5157231.79785557
59,75,0,230049.9911,5157230.8839
59,75,0.00800589139540942,230060.505076208,5157231.78987923
59,76,0,230049.9911,5157230.8839
59,77,8.6787676368961,230042.7778,5157226.058
59,78,0,230049.9911,5157230.8839
59,79,0,230049.9911,5157230.8839
59,79,0.000201239833090044,230060.504188411,5157231.79783814
59,81,0,230049.9911,5157230.8839
59,81,0.000201239833090044,230060.504188411,5157231.79783814
59,82,1.64129085040022e-005,230060.504388978,5157231.79783916
59,177,6.10908947753922,230066.6134,5157231.8288
60,59,0,230060.504388895,5157231.79785557
60,59,6.10908947753922,230060.504388895,5157231.79785557
60,60,0,230066.6134,5157231.8288
60,60,0,230060.504388895,5157231.79785557
60,62,0,230066.6134,5157231.8288
60,62,0,230060.504388895,5157231.79785557
60,75,0,230066.6134,5157231.8288
60,75,0.00800589139540942,230060.505076208,5157231.78987923
60,79,6.10929004695749,230060.504188411,5157231.79783814
60,79,0.000201239833090044,230060.504188411,5157231.79783814
60,81,6.10929004695749,230060.504188411,5157231.79783814
60,81,0.000201239833090044,230060.504188411,5157231.79783814
60,82,1.64129085040022e-005,230060.504388978,5157231.79783916
60,82,0,230066.6134,5157231.8288
60,177,0,230066.6134,5157231.8288
60,177,6.10908947753922,230066.6134,5157231.8288
61,59,0,230049.9911,5157230.8839
61,59,8.6787676368961,230049.9911,5157230.8839
61,61,0,230042.7778,5157226.058
61,61,0,230049.9911,5157230.8839
61,75,8.6787676368961,230049.9911,5157230.8839
61,75,0,230049.9911,5157230.8839
61,76,0,230049.9911,5157230.8839
61,76,0,230042.7778,5157226.058
61,77,0,230042.7778,5157226.058
61,77,8.6787676368961,230042.7778,5157226.058
61,78,0,230049.9911,5157230.8839
61,78,0,230042.7778,5157226.058
61,79,0,230049.9911,5157230.8839
61,79,8.6787676368961,230049.9911,5157230.8839
61,81,8.6787676368961,230049.9911,5157230.8839
61,81,0,230049.9911,5157230.8839
62,59,0,230060.504388895,5157231.79785557
62,59,6.10908947753922,230060.504388895,5157231.79785557
62,60,0,230066.6134,5157231.8288
62,60,0,230060.504388895,5157231.79785557
62,62,0,230060.504388895,5157231.79785557
62,62,0,230066.6134,5157231.8288
62,75,0,230066.6134,5157231.8288
62,75,0.00800589139540942,230060.505076208,5157231.78987923
62,79,6.10929004695749,230060.504188411,5157231.79783814
62,79,0.000201239833090044,230060.504188411,5157231.79783814
62,81,6.10929004695749,230060.504188411,5157231.79783814
62,81,0.000201239833090044,230060.504188411,5157231.79783814
62,82,1.64129085040022e-005,230060.504388978,5157231.79783916
62,82,0,230066.6134,5157231.8288
62,177,0,230066.6134,5157231.8288
62,177,6.10908947753922,230066.6134,5157231.8288
63,63,0,230045.7089,5157774.1921
63,63,0,230037.94439266,5157772.20832587
63,65,8.01392126384628,230037.94439266,5157772.20832587
63,65,0,230037.94439266,5157772.20832587
63,66,0,230045.7089,5157774.1921
63,66,0,230037.94439266,5157772.20832587
63,86,8.01392126384628,230045.7089,5157774.1921
63,86,0,230045.7089,5157774.1921
63,88,0.0114560344789519,230037.947244362,5157772.19723044
63,88,0,230045.7089,5157774.1921
63,109,0.0936801068732965,230037.860438139,5157772.16676145
63,109,8.10557522988072,230037.860438139,5157772.16676145
63,110,0,230045.7089,5157774.1921
63,110,0.0192682709083639,230037.949207219,5157772.1896688
63,112,8.10568664080828,230037.860330262,5157772.16673362
63,112,0.0937891385064701,230037.860330262,5157772.16673362
63,114,0.0937891385064701,230037.860330262,5157772.16673362
63,114,8.10568664080828,230037.860330262,5157772.16673362
64,64,0,229851.0959,5158097.3681
64,64,0,229854.689056925,5158085.90228649
64,69,0,229851.0959,5158097.3681
64,89,9.59754815931272,229859.466,5158077.578
64,90,0.280277824226123,229854.81436663,5158085.65158121
64,91,0,229854.689056925,5158085.90228649
64,92,0,229851.0959,5158097.3681
64,92,0.0787897076706193,229854.759142038,5158085.93828503
64,93,0,229851.0959,5158097.3681
64,94,0,229851.0959,5158097.3681
64,95,3.49549845194936,229853.066763158,5158088.99852168
64,95,0,229851.0959,5158097.3681
64,96,0,229854.689056925,5158085.90228649
64,96,8.59849654693217,229853.066763158,5158088.99852168
64,97,0.00580622334507517,229854.683918217,5158085.89958354
64,97,8.59849654693217,229853.066763158,5158088.99852168
64,98,3.49549845194936,229853.066763158,5158088.99852168
64,98,0,229851.0959,5158097.3681
64,99,0,229854.689056925,5158085.90228649
64,100,3.63091761172877,229856.3742,5158082.6861
64,101,0.280277824226123,229854.81436663,5158085.65158121
64,115,0,229851.0959,5158097.3681
64,116,8.31259999343965,229851.553307186,5158105.66810586
64,117,9.35289976621306,229851.70144496,5158106.70137645
64,118,9.83086079850349,229851.742248693,5158107.17769007
64,119,8.31259999343965,229851.553307186,5158105.66810586
64,120,9.35289976621306,229851.70144496,5158106.70137645
64,121,9.83086079850349,229851.742248693,5158107.17769007
65,63,0,230037.94439266,5157772.20832587
65,65,0,230037.94439266,5157772.20832587
65,65,0,230013.8932,5157760.301
65,66,0,230037.94439266,5157772.20832587
65,86,8.01392126384628,230045.7089,5157774.1921
65,88,0.0114560344789519,230037.947244362,5157772.19723044
65,89,0,230013.8932,5157760.301
65,109,0,230013.8932,5157760.301
65,109,0.0936801068732965,230037.860438139,5157772.16676145
65,110,0.0192682709083639,230037.949207219,5157772.1896688
65,112,0,230013.8932,5157760.301
65,112,0.0937891385064701,230037.860330262,5157772.16673362
65,114,0,230013.8932,5157760.301
65,114,0.0937891385064701,230037.860330262,5157772.16673362
66,63,0,230037.94439266,5157772.20832587
66,63,0,230045.7089,5157774.1921
66,65,0,230037.94439266,5157772.20832587
66,65,8.01392126384628,230037.94439266,5157772.20832587
66,66,0,230037.94439266,5157772.20832587
66,66,0,230045.7089,5157774.1921
66,86,0,230045.7089,5157774.1921
66,86,8.01392126384628,230045.7089,5157774.1921
66,88,0.0114560344789519,230037.947244362,5157772.19723044
66,88,0,230045.7089,5157774.1921
66,109,0.0936801068732965,230037.860438139,5157772.16676145
66,109,8.10557522988072,230037.860438139,5157772.16676145
66,110,0,230045.7089,5157774.1921
66,110,0.0192682709083639,230037.949207219,5157772.1896688
66,112,8.10568664080828,230037.860330262,5157772.16673362
66,112,0.0937891385064701,230037.860330262,5157772.16673362
66,114,0.0937891385064701,230037.860330262,5157772.16673362
66,114,8.10568664080828,230037.860330262,5157772.16673362
67,67,0,230066.0991,5157769.1474
67,67,0,230074.0895,5157744.5799
67,74,2.45192639640901,230074.5598,5157742.1735
67,83,0,230074.0895,5157744.5799
67,83,8.06967673717458,230070.596835691,5157762.4473958
67,84,0,230066.0991,5157769.1474
67,85,0,230066.0991,5157769.1474
67,86,0,230066.0991,5157769.1474
67,102,2.45192639640901,230074.5598,5157742.1735
67,103,0,230074.0895,5157744.5799
67,104,0,230074.0895,5157744.5799
67,104,8.26636034900175,230070.637684805,5157762.23842313
67,105,8.06967673717458,230070.596835691,5157762.4473958
67,106,8.26636034900175,230070.637684805,5157762.23842313
67,106,0,230074.0895,5157744.5799
67,107,0,230066.0991,5157769.1474
68,68,0,229853.1327,5158115.073
68,68,0,229851.829755602,5158107.59635152
68,69,0,229851.829755602,5158107.59635152
68,69,7.58933044979644,229851.829755602,5158107.59635152
68,70,0,229851.829755602,5158107.59635152
68,70,0,229853.1327,5158115.073
68,93,1.94796176122015,229851.553307186,5158105.66810586
68,93,9.53658824757168,229851.553307186,5158105.66810586
68,94,9.53658824757168,229851.553307186,5158105.66810586
68,94,1.94796176122015,229851.553307186,5158105.66810586
68,115,0.90412608822554,229851.70144496,5158106.70137645
68,115,8.49308965074191,229851.70144496,5158106.70137645
68,116,0.90412608822554,229851.70144496,5158106.70137645
68,116,8.49308965074191,229851.70144496,5158106.70137645
68,117,0,229851.829755602,5158107.59635152
68,117,7.58933044979644,229851.829755602,5158107.59635152
68,118,0,229853.1327,5158115.073
68,118,0.0348349123688054,229851.795190376,5158107.60067774
68,119,8.01681193982225,229851.742248693,5158107.17769007
68,119,0.427708851699171,229851.742248693,5158107.17769007
68,120,0.427708851699171,229851.742248693,5158107.17769007
68,120,8.01681193982225,229851.742248693,5158107.17769007
68,121,0.0514535351205308,229851.778489833,5158107.60074323
68,121,0,229853.1327,5158115.073
68,176,7.58933044979644,229853.1327,5158115.073
68,176,0,229853.1327,5158115.073
69,64,0,229851.0959,5158097.3681
69,68,0,229851.829755602,5158107.59635152
69,69,0,229851.829755602,5158107.59635152
69,69,0,229851.0959,5158097.3681
69,70,0,229851.829755602,5158107.59635152
69,92,0,229851.0959,5158097.3681
69,93,1.94796176122015,229851.553307186,5158105.66810586
69,93,0,229851.0959,5158097.3681
69,94,1.94796176122015,229851.553307186,5158105.66810586
69,94,0,229851.0959,5158097.3681
69,95,0,229851.0959,5158097.3681
69,96,8.59849654693217,229853.066763158,5158088.99852168
69,97,8.59849654693217,229853.066763158,5158088.99852168
69,98,0,229851.0959,5158097.3681
69,115,0,229851.0959,5158097.3681
69,115,0.90412608822554,229851.70144496,5158106.70137645
69,116,0.90412608822554,229851.70144496,5158106.70137645
69,116,8.31259999343965,229851.553307186,5158105.66810586
69,117,9.35289976621306,229851.70144496,5158106.70137645
69,117,0,229851.829755602,5158107.59635152
