from_cat,cat,dist,to_x,to_y
69,118,9.83086079850349,229851.742248693,5158107.17769007
69,118,0.0348349123688054,229851.795190376,5158107.60067774
69,119,0.427708851699171,229851.742248693,5158107.17769007
69,119,8.31259999343965,229851.553307186,5158105.66810586
69,120,0.427708851699171,229851.742248693,5158107.17769007
69,120,9.35289976621306,229851.70144496,5158106.70137645
69,121,0.0514535351205308,229851.778489833,5158107.60074323
69,121,9.83086079850349,229851.742248693,5158107.17769007
69,176,7.58933044979644,229853.1327,5158115.073
70,68,0,229851.829755602,5158107.59635152
70,68,0,229853.1327,5158115.073
70,69,7.58933044979644,229851.829755602,5158107.59635152
70,69,0,229851.829755602,5158107.59635152
70,70,0,229853.1327,5158115.073
70,70,0,229851.829755602,5158107.59635152
70,93,1.94796176122015,229851.553307186,5158105.66810586
70,93,9.53658824757168,229851.553307186,5158105.66810586
70,94,1.94796176122015,229851.553307186,5158105.66810586
70,94,9.53658824757168,229851.553307186,5158105.66810586
70,115,0.90412608822554,229851.70144496,5158106.70137645
70,115,8.49308965074191,229851.70144496,5158106.70137645
70,116,8.49308965074191,229851.70144496,5158106.70137645
70,116,0.90412608822554,229851.70144496,5158106.70137645
70,117,7.58933044979644,229851.829755602,5158107.59635152
70,117,0,229851.829755602,5158107.59635152
70,118,0.0348349123688054,229851.795190376,5158107.60067774
70,118,0,229853.1327,5158115.073
70,119,0.427708851699171,229851.742248693,5158107.17769007
70,119,8.01681193982225,229851.742248693,5158107.17769007
70,120,8.01681193982225,229851.742248693,5158107.17769007
70,120,0.427708851699171,229851.742248693,5158107.17769007
70,121,0,229853.1327,5158115.073
70,121,0.0514535351205308,229851.778489833,5158107.60074323
70,176,7.58933044979644,229853.1327,5158115.073
70,176,0,229853.1327,5158115.073
71,71,0,227148.1553,5164043.5063
71,71,0,227163.0089,5163998.3461
71,173,0,227148.1553,5164043.5063
71,176,0,227163.0089,5163998.3461
71,178,0,227148.1553,5164043.5063
71,178,0,227163.0089,5163998.3461
72,57,0,230033.239205613,5157203.53980791
72,57,0,230032.6523,5157200.4192
72,58,0,230033.239205613,5157203.53980791
72,58,3.17531918288573,230033.239205613,5157203.53980791
72,72,0,230032.6523,5157200.4192
72,72,0,230033.239205613,5157203.53980791
72,73,0,230033.239205613,5157203.53980791
72,73,3.17531918288573,230033.239205613,5157203.53980791
72,77,3.3272386766819,230033.8914,5157206.8025
72,77,6.50245243811606,230033.8914,5157206.8025
72,440,0,230032.6523,5157200.4192
72,440,3.17531918288573,230032.6523,5157200.4192
73,57,3.3272386766819,230033.239205613,5157203.53980791
73,57,0,230033.239205613,5157203.53980791
73,58,0,230033.239205613,5157203.53980791
73,58,0,230033.8914,5157206.8025
73,72,3.3272386766819,230033.239205613,5157203.53980791
73,72,0,230033.239205613,5157203.53980791
73,73,0,230033.8914,5157206.8025
73,73,0,230033.239205613,5157203.53980791
73,77,0,230033.8914,5157206.8025
73,77,3.3272386766819,230033.8914,5157206.8025
73,440,6.50245243811606,230032.6523,5157200.4192
73,440,3.17531918288573,230032.6523,5157200.4192
74,67,2.45192639640901,230074.0895,5157744.5799
74,74,0,230074.5598,5157742.1735
74,74,0,230082.0242,5157722.2604
74,83,2.45192639640901,230074.0895,5157744.5799
74,102,0,230074.5598,5157742.1735
74,102,0,230082.0242,5157722.2604
74,103,0,230074.5598,5157742.1735
74,104,2.45192639640901,230074.0895,5157744.5799
74,106,2.45192639640901,230074.0895,5157744.5799
74,177,0,230082.0242,5157722.2604
75,59,0,230049.9911,5157230.8839
75,59,6.10908947753922,230060.504388895,5157231.79785557
75,60,0,230066.6134,5157231.8288
75,61,0,230049.9911,5157230.8839
75,62,0,230066.6134,5157231.8288
75,75,0,230049.9911,5157230.8839
75,75,0,230066.6134,5157231.8288
75,76,0,230049.9911,5157230.8839
75,77,8.6787676368961,230042.7778,5157226.058
75,78,0,230049.9911,5157230.8839
75,79,0,230049.9911,5157230.8839
75,79,6.10929004695749,230060.504188411,5157231.79783814
75,81,0,230049.9911,5157230.8839
75,81,6.10929004695749,230060.504188411,5157231.79783814
75,82,0,230066.6134,5157231.8288
75,177,0,230066.6134,5157231.8288
76,59,8.6787676368961,230049.9911,5157230.8839
76,59,0,230049.9911,5157230.8839
76,61,0,230049.9911,5157230.8839
76,61,0,230042.7778,5157226.058
76,75,8.6787676368961,230049.9911,5157230.8839
76,75,0,230049.9911,5157230.8839
76,76,0,230049.9911,5157230.8839
76,76,0,230042.7778,5157226.058
76,77,8.6787676368961,230042.7778,5157226.058
76,77,0,230042.7778,5157226.058
76,78,0,230042.7778,5157226.058
76,78,0,230049.9911,5157230.8839
76,79,8.6787676368961,230049.9911,5157230.8839
76,79,0,230049.9911,5157230.8839
76,81,8.6787676368961,230049.9911,5157230.8839
76,81,0,230049.9911,5157230.8839
77,57,3.3272386766819,230033.239205613,5157203.53980791
77,58,0,230033.8914,5157206.8025
77,59,8.6787676368961,230049.9911,5157230.8839
77,61,0,230042.7778,5157226.058
77,72,3.3272386766819,230033.239205613,5157203.53980791
77,73,0,230033.8914,5157206.8025
77,75,8.6787676368961,230049.9911,5157230.8839
77,76,0,230042.7778,5157226.058
77,77,0,230033.8914,5157206.8025
77,77,0,230042.7778,5157226.058
77,78,0,230042.7778,5157226.058
77,79,8.6787676368961,230049.9911,5157230.8839
77,81,8.6787676368961,230049.9911,5157230.8839
77,440,6.50245243811606,230032.6523,5157200.4192
78,59,0,230049.9911,5157230.8839
78,59,8.6787676368961,230049.9911,5157230.8839
78,61,0,230042.7778,5157226.058
78,61,0,230049.9911,5157230.8839
78,75,0,230049.9911,5157230.8839
78,75,8.6787676368961,230049.9911,5157230.8839
78,76,0,230049.9911,5157230.8839
78,76,0,230042.7778,5157226.058
78,77,0,230042.7778,5157226.058
78,77,8.6787676368961,230042.7778,5157226.058
78,78,0,230049.9911,5157230.8839
78,78,0,230042.7778,5157226.058
78,79,8.6787676368961,230049.9911,5157230.8839
78,79,0,230049.9911,5157230.8839
78,81,8.6787676368961,230049.9911,5157230.8839
78,81,0,230049.9911,5157230.8839
79,59,1.64129083565332e-005,230060.504188328,5157231.79785455
79,59,0,230049.9911,5157230.8839
79,60,0.000201239833090044,230060.504388895,5157231.79785557
79,61,0,230049.9911,5157230.8839
79,62,0.000201239833090044,230060.504388895,5157231.79785557
79,75,0,230049.9911,5157230.8839
79,75,0.00800573902593104,230060.504875711,5157231.78986196
79,76,0,230049.9911,5157230.8839
79,77,8.6787676368961,230042.7778,5157226.058
79,78,0,230049.9911,5157230.8839
79,79,0,230060.504188411,5157231.79783814
79,79,0,230049.9911,5157230.8839
79,81,0,230060.504188411,5157231.79783814
79,81,0,230049.9911,5157230.8839
79,82,0,230060.504188411,5157231.79783814
79,177,6.10929004695749,230066.6134,5157231.8288
81,59,1.64129083565332e-005,230060.504188328,5157231.79785455
81,59,0,230049.9911,5157230.8839
81,60,0.000201239833090044,230060.504388895,5157231.79785557
81,61,0,230049.9911,5157230.8839
81,62,0.000201239833090044,230060.504388895,5157231.79785557
81,75,0.00800573902593104,230060.504875711,5157231.78986196
81,75,0,230049.9911,5157230.8839
81,76,0,230049.9911,5157230.8839
81,77,8.6787676368961,230042.7778,5157226.058
81,78,0,230049.9911,5157230.8839
81,79,0,230049.9911,5157230.8839
81,79,0,230060.504188411,5157231.79783814
81,81,0,230049.9911,5157230.8839
81,81,0,230060.504188411,5157231.79783814
81,82,0,230060.504188411,5157231.79783814
81,177,6.10929004695749,230066.6134,5157231.8288
82,59,1.64129083565332e-005,230060.504188328,5157231.79785455
82,59,6.10908947753922,230060.504388895,5157231.79785557
82,60,0.000201239833090044,230060.504388895,5157231.79785557
82,60,0,230066.6134,5157231.8288
82,62,0.000201239833090044,230060.504388895,5157231.79785557
82,62,0,230066.6134,5157231.8288
82,75,0,230066.6134,5157231.8288
82,75,0.00800573902593104,230060.504875711,5157231.78986196
82,79,6.10929004695749,230060.504188411,5157231.79783814
82,79,0,230060.504188411,5157231.79783814
82,81,6.10929004695749,230060.504188411,5157231.79783814
82,81,0,230060.504188411,5157231.79783814
82,82,0,230060.504188411,5157231.79783814
82,82,0,230066.6134,5157231.8288
82,177,0,230066.6134,5157231.8288
82,177,6.10929004695749,230066.6134,5157231.8288
83,67,0,230074.0895,5157744.5799
83,67,0.0944655098011294,230070.517792909,5157762.39566601
83,74,2.45192639640901,230074.5598,5157742.1735
83,83,0,230074.0895,5157744.5799
83,83,0,230070.596835691,5157762.4473958
83,84,0,230070.596835691,5157762.4473958
83,85,0,230070.596835691,5157762.4473958
83,86,8.06967673717458,230066.0991,5157769.1474
83,102,2.45192639640901,230074.5598,5157742.1735
83,103,0,230074.0895,5157744.5799
83,104,0,230074.0895,5157744.5799
83,104,0.212927748866284,230070.637684805,5157762.23842313
83,105,0,230070.596835691,5157762.4473958
83,106,0.212927748866284,230070.637684805,5157762.23842313
83,106,0,230074.0895,5157744.5799
83,107,0.0805934610016915,230070.529476136,5157762.40314655
84,67,0,230066.0991,5157769.1474
84,67,0.0944655098011294,230070.517792909,5157762.39566601
84,83,0,230070.596835691,5157762.4473958
84,83,8.06967673717458,230070.596835691,5157762.4473958
84,84,0,230070.596835691,5157762.4473958
84,84,0,230066.0991,5157769.1474
84,85,0,230066.0991,5157769.1474
84,85,0,230070.596835691,5157762.4473958
84,86,0,230066.0991,5157769.1474
84,86,8.06967673717458,230066.0991,5157769.1474
84,104,0.212927748866284,230070.637684805,5157762.23842313
84,104,8.26636034900175,230070.637684805,5157762.23842313
84,105,8.06967673717458,230070.596835691,5157762.4473958
84,105,0,230070.596835691,5157762.4473958
84,106,0.212927748866284,230070.637684805,5157762.23842313
84,106,8.26636034900175,230070.637684805,5157762.23842313
84,107,0.0805934610016915,230070.529476136,5157762.40314655
84,107,0,230066.0991,5157769.1474
85,67,0.0944655098011294,230070.517792909,5157762.39566601
85,67,0,230066.0991,5157769.1474
85,83,0,230070.596835691,5157762.4473958
85,83,8.06967673717458,230070.596835691,5157762.4473958
85,84,0,230066.0991,5157769.1474
85,84,0,230070.596835691,5157762.4473958
85,85,0,230066.0991,5157769.1474
85,85,0,230070.596835691,5157762.4473958
85,86,8.06967673717458,230066.0991,5157769.1474
85,86,0,230066.0991,5157769.1474
85,104,8.26636034900175,230070.637684805,5157762.23842313
85,104,0.212927748866284,230070.637684805,5157762.23842313
85,105,8.06967673717458,230070.596835691,5157762.4473958
85,105,0,230070.596835691,5157762.4473958
85,106,0.212927748866284,230070.637684805,5157762.23842313
85,106,8.26636034900175,230070.637684805,5157762.23842313
85,107,0.0805934610016915,230070.529476136,5157762.40314655
85,107,0,230066.0991,5157769.1474
86,63,0,230045.7089,5157774.1921
86,65,8.01392126384628,230037.94439266,5157772.20832587
86,66,0,230045.7089,5157774.1921
86,67,0,230066.0991,5157769.1474
86,83,8.06967673717458,230070.596835691,5157762.4473958
86,84,0,230066.0991,5157769.1474
86,85,0,230066.0991,5157769.1474
86,86,0,230045.7089,5157774.1921
86,86,0,230066.0991,5157769.1474
86,88,0,230045.7089,5157774.1921
86,104,8.26636034900175,230070.637684805,5157762.23842313
86,105,8.06967673717458,230070.596835691,5157762.4473958
86,106,8.26636034900175,230070.637684805,5157762.23842313
86,107,0,230066.0991,5157769.1474
86,109,8.10557522988072,230037.860438139,5157772.16676145
86,110,0,230045.7089,5157774.1921
86,112,8.10568664080828,230037.860330262,5157772.16673362
86,114,8.10568664080828,230037.860330262,5157772.16673362
88,63,0,230045.7089,5157774.1921
88,63,0.0554407943718408,230037.94439266,5157772.20832587
88,65,8.01392126384628,230037.94439266,5157772.20832587
88,65,0.000105565246225295,230037.894660724,5157772.18382225
88,66,0.0554407943718408,230037.94439266,5157772.20832587
88,66,0,230045.7089,5157774.1921
88,86,8.06815734678981,230045.7089,5157774.1921
88,86,0,230045.7089,5157774.1921
88,88,0,230045.7089,5157774.1921
88,88,0,230037.894707562,5157772.18372765
88,109,0.0382393125014557,230037.860438139,5157772.16676145
88,109,8.10557522988072,230037.860438139,5157772.16676145
88,110,0,230045.7089,5157774.1921
88,110,0.00786512214418272,230037.896672818,5157772.17611201
88,112,8.10568664080828,230037.860330262,5157772.16673362
88,112,0.0383483481817561,230037.860330262,5157772.16673362
88,114,8.10568664080828,230037.860330262,5157772.16673362
88,114,0.0383483481817561,230037.860330262,5157772.16673362
89,64,9.59754815931272,229854.689056925,5158085.90228649
89,65,0,230013.8932,5157760.301
89,89,0,229859.466,5158077.578
89,89,0,230013.8932,5157760.301
89,90,0,229859.466,5158077.578
89,91,9.31774686030247,229854.81436663,5158085.65158121
89,92,0,229859.466,5158077.578
89,96,9.59754815931272,229854.689056925,5158085.90228649
89,97,9.31774686030247,229854.81436663,5158085.65158121
89,99,5.97092227845103,229856.3742,5158082.6861
89,100,0,229859.466,5158077.578
89,101,5.97092227845103,229856.3742,5158082.6861
89,109,0,230013.8932,5157760.301
89,112,0,230013.8932,5157760.301
89,114,0,230013.8932,5157760.301
90,64,9.59754815931272,229854.689056925,5158085.90228649
90,64,0.280277824226123,229854.689056925,5158085.90228649
90,89,0,229859.466,5158077.578
90,89,9.31774686030247,229859.466,5158077.578
90,90,0,229854.81436663,5158085.65158121
90,90,0,229859.466,5158077.578
90,91,0,229854.81436663,5158085.65158121
90,91,9.31774686030247,229854.81436663,5158085.65158121
90,92,0.0818698023356687,229854.887191552,5158085.68898703
90,92,0,229859.466,5158077.578
90,95,3.77572885731826,229853.066763158,5158088.99852168
90,96,9.59754815931272,229854.689056925,5158085.90228649
90,96,0.280277824226123,229854.689056925,5158085.90228649
90,97,0,229854.81436663,5158085.65158121
90,97,9.31774686030247,229854.81436663,5158085.65158121
90,98,3.77572885731826,229853.066763158,5158088.99852168
90,99,0.00535811808155974,229854.819112732,5158085.65406796
90,99,5.97092227845103,229856.3742,5158082.6861
90,100,3.35069529230368,229856.3742,5158082.6861
90,100,0,229859.466,5158077.578
90,101,0,229854.81436663,5158085.65158121
90,101,5.97092227845103,229856.3742,5158082.6861
91,64,0,229854.689056925,5158085.90228649
91,64,0.280277824226123,229854.689056925,5158085.90228649
91,89,9.31774686030247,229859.466,5158077.578
91,89,9.59754815931272,229859.466,5158077.578
91,90,0,229854.81436663,5158085.65158121
91,90,0.280277824226123,229854.81436663,5158085.65158121
91,91,0,229854.81436663,5158085.65158121
91,91,0,229854.689056925,5158085.90228649
91,92,0.0787897076706193,229854.759142038,5158085.93828503
91,92,0.0818698023356687,229854.887191552,5158085.68898703
91,95,3.49549845194936,229853.066763158,5158088.99852168
91,95,3.77572885731826,229853.066763158,5158088.99852168
91,96,0,229854.689056925,5158085.90228649
91,96,0.280277824226123,229854.689056925,5158085.90228649
91,97,0.00580622334507517,229854.683918217,5158085.89958354
91,97,0,229854.81436663,5158085.65158121
91,98,3.77572885731826,229853.066763158,5158088.99852168
91,98,3.49549845194936,229853.066763158,5158088.99852168
91,99,0,229854.689056925,5158085.90228649
91,99,0.00535811808155974,229854.819112732,5158085.65406796
91,100,3.63091761172877,229856.3742,5158082.6861
91,100,3.35069529230368,229856.3742,5158082.6861
91,101,0.280277824226123,229854.81436663,5158085.65158121
91,101,0,229854.81436663,5158085.65158121
92,64,9.59754815931272,229854.689056925,5158085.90228649
92,64,0,229851.0959,5158097.3681
92,69,0,229851.0959,5158097.3681
92,89,0,229859.466,5158077.578
92,90,0,229859.466,5158077.578
92,91,9.31774686030247,229854.81436663,5158085.65158121
92,92,0,229851.0959,5158097.3681
92,92,0,229859.466,5158077.578
92,93,0,229851.0959,5158097.3681
92,94,0,229851.0959,5158097.3681
92,95,0,229851.0959,5158097.3681
92,96,9.59754815931272,229854.689056925,5158085.90228649
92,96,8.59849654693217,229853.066763158,5158088.99852168
92,97,8.59849654693217,229853.066763158,5158088.99852168
92,97,9.31774686030247,229854.81436663,5158085.65158121
92,98,0,229851.0959,5158097.3681
92,99,5.97092227845103,229856.3742,5158082.6861
92,100,0,229859.466,5158077.578
92,101,5.97092227845103,229856.3742,5158082.6861
92,115,0,229851.0959,5158097.3681
92,116,8.31259999343965,229851.553307186,5158105.66810586
92,117,9.35289976621306,229851.70144496,5158106.70137645
92,118,9.83086079850349,229851.742248693,5158107.17769007
92,119,8.31259999343965,229851.553307186,5158105.66810586
92,120,9.35289976621306,229851.70144496,5158106.70137645
92,121,9.83086079850349,229851.742248693,5158107.17769007
93,64,8.31259999343965,229851.0959,5158097.3681
93,64,0,229851.0959,5158097.3681
93,68,1.94796176122015,229851.829755602,5158107.59635152
93,69,0,229851.0959,5158097.3681
93,69,0.071265436745596,229851.624174099,5158105.6605797
93,70,1.94796176122015,229851.829755602,5158107.59635152
93,92,8.31259999343965,229851.0959,5158097.3681
93,92,0,229851.0959,5158097.3681
93,93,0,229851.553307186,5158105.66810586
93,93,0,229851.0959,5158097.3681
93,94,0,229851.0959,5158097.3681
93,94,0,229851.553307186,5158105.66810586
93,95,0,229851.0959,5158097.3681
93,95,8.31259999343965,229851.0959,5158097.3681
93,96,8.59849654693217,229853.066763158,5158088.99852168
93,97,8.59849654693217,229853.066763158,5158088.99852168
93,98,0,229851.0959,5158097.3681
93,98,8.31259999343965,229851.0959,5158097.3681
93,115,0,229851.0959,5158097.3681
93,115,0.0594043643177387,229851.61249477,5158105.66303552
93,116,8.31259999343965,229851.553307186,5158105.66810586
93,116,0,229851.553307186,5158105.66810586
93,117,1.04383567299461,229851.70144496,5158106.70137645
93,117,9.35289976621306,229851.70144496,5158106.70137645
93,118,1.52136234435072,229851.742248693,5158107.17769007
93,118,9.83086079850349,229851.742248693,5158107.17769007
93,119,8.31259999343965,229851.553307186,5158105.66810586
93,119,0,229851.553307186,5158105.66810586
93,120,1.04383567299461,229851.70144496,5158106.70137645
93,120,9.35289976621306,229851.70144496,5158106.70137645
93,121,9.83086079850349,229851.742248693,5158107.17769007
93,121,1.52136234435072,229851.742248693,5158107.17769007
93,176,9.53658824757168,229853.1327,5158115.073
94,64,8.31259999343965,229851.0959,5158097.3681
94,64,0,229851.0959,5158097.3681
94,68,1.94796176122015,229851.829755602,5158107.59635152
94,69,0.071265436745596,229851.624174099,5158105.6605797
94,69,0,229851.0959,5158097.3681
94,70,1.94796176122015,229851.829755602,5158107.59635152
94,92,8.31259999343965,229851.0959,5158097.3681
94,92,0,229851.0959,5158097.3681
94,93,0,229851.553307186,5158105.66810586
94,93,0,229851.0959,5158097.3681
94,94,0,229851.0959,5158097.3681
94,94,0,229851.553307186,5158105.66810586
94,95,8.31259999343965,229851.0959,5158097.3681
94,95,0,229851.0959,5158097.3681
94,96,8.59849654693217,229853.066763158,5158088.99852168
94,97,8.59849654693217,229853.066763158,5158088.99852168
94,98,0,229851.0959,5158097.3681
94,98,8.31259999343965,229851.0959,5158097.3681
94,115,0,229851.0959,5158097.3681
94,115,0.0594043643177387,229851.61249477,5158105.66303552
94,116,8.31259999343965,229851.553307186,5158105.66810586
94,116,0,229851.553307186,5158105.66810586
94,117,9.35289976621306,229851.70144496,5158106.70137645
94,117,1.04383567299461,229851.70144496,5158106.70137645
94,118,1.52136234435072,229851.742248693,5158107.17769007
94,118,9.83086079850349,229851.742248693,5158107.17769007
94,119,0,229851.553307186,5158105.66810586
94,119,8.31259999343965,229851.553307186,5158105.66810586
94,120,1.04383567299461,229851.70144496,5158106.70137645
94,120,9.35289976621306,229851.70144496,5158106.70137645
94,121,1.52136234435072,229851.742248693,5158107.17769007
94,121,9.83086079850349,229851.742248693,5158107.17769007
94,176,9.53658824757168,229853.1327,5158115.073
95,64,0.0668240254288299,229853.126536478,5158089.0283981
95,64,0,229851.0959,5158097.3681
95,69,8.59849654693217,229851.0959,5158097.3681
95,69,0,229851.0959,5158097.3681
95,90,3.77572885731826,229854.81436663,5158085.65158121
95,91,3.49549845194936,229854.689056925,5158085.90228649
95,92,0.107203172054636,229853.162122649,5158089.04750216
95,92,0,229851.0959,5158097.3681
95,93,8.59849654693217,229851.0959,5158097.3681
95,93,0,229851.0959,5158097.3681
95,94,0,229851.0959,5158097.3681
95,94,8.59849654693217,229851.0959,5158097.3681
95,95,0,229851.0959,5158097.3681
95,95,0,229853.066763158,5158088.99852168
95,96,0,229853.066763158,5158088.99852168
95,96,8.59849654693217,229853.066763158,5158088.99852168
95,97,0,229853.066763158,5158088.99852168
95,97,8.59849654693217,229853.066763158,5158088.99852168
95,98,0,229851.0959,5158097.3681
95,98,0,229853.066763158,5158088.99852168
95,99,3.49549845194936,229854.689056925,5158085.90228649
95,100,7.12641606367813,229856.3742,5158082.6861
95,101,3.77572885731826,229854.81436663,5158085.65158121
95,115,8.59849654693217,229851.0959,5158097.3681
95,115,0,229851.0959,5158097.3681
95,116,8.31259999343965,229851.553307186,5158105.66810586
95,117,9.35289976621306,229851.70144496,5158106.70137645
95,118,9.83086079850349,229851.742248693,5158107.17769007
95,119,8.31259999343965,229851.553307186,5158105.66810586
95,120,9.35289976621306,229851.70144496,5158106.70137645
95,121,9.83086079850349,229851.742248693,5158107.17769007
96,64,0,229854.689056925,5158085.90228649
96,64,0.0668240254288299,229853.126536478,5158089.0283981
96,69,8.59849654693217,229851.0959,5158097.3681
96,89,9.59754815931272,229859.466,5158077.578
96,90,0.280277824226123,229854.81436663,5158085.65158121
96,90,3.77572885731826,229854.81436663,5158085.65158121
96,91,0,229854.689056925,5158085.90228649
96,91,3.49549845194936,229854.689056925,5158085.90228649
96,92,0.0787897076706193,229854.759142038,5158085.93828503
96,92,0.107203172054636,229853.162122649,5158089.04750216
96,93,8.59849654693217,229851.0959,5158097.3681
96,94,8.59849654693217,229851.0959,5158097.3681
96,95,0,229853.066763158,5158088.99852168
96,95,3.49549845194936,229853.066763158,5158088.99852168
96,96,0,229853.066763158,5158088.99852168
96,96,0,229854.689056925,5158085.90228649
96,97,0,229853.066763158,5158088.99852168
96,97,0.00580622334507517,229854.683918217,5158085.89958354
96,98,0,229853.066763158,5158088.99852168
96,98,3.49549845194936,229853.066763158,5158088.99852168
96,99,0,229854.689056925,5158085.90228649
96,99,3.49549845194936,229854.689056925,5158085.90228649
96,100,3.63091761172877,229856.3742,5158082.6861
96,100,7.12641606367813,229856.3742,5158082.6861
96,101,0.280277824226123,229854.81436663,5158085.65158121
96,101,3.77572885731826,229854.81436663,5158085.65158121
96,115,8.59849654693217,229851.0959,5158097.3681
97,64,0.280277824226123,229854.689056925,5158085.90228649
97,64,0.0668240254288299,229853.126536478,5158089.0283981
97,69,8.59849654693217,229851.0959,5158097.3681
97,89,9.31774686030247,229859.466,5158077.578
97,90,3.77572885731826,229854.81436663,5158085.65158121
97,90,0,229854.81436663,5158085.65158121
97,91,3.49549845194936,229854.689056925,5158085.90228649
97,91,0,229854.81436663,5158085.65158121
97,92,0.0818698023356687,229854.887191552,5158085.68898703
97,92,0.107203172054636,229853.162122649,5158089.04750216
97,93,8.59849654693217,229851.0959,5158097.3681
97,94,8.59849654693217,229851.0959,5158097.3681
97,95,0,229853.066763158,5158088.99852168
97,95,3.77572885731826,229853.066763158,5158088.99852168
97,96,0,229853.066763158,5158088.99852168
97,96,0.280277824226123,229854.689056925,5158085.90228649
97,97,0,229854.81436663,5158085.65158121
97,97,0,229853.066763158,5158088.99852168
97,98,3.77572885731826,229853.066763158,5158088.99852168
97,98,0,229853.066763158,5158088.99852168
97,99,0.00535811808155974,229854.819112732,5158085.65406796
97,99,3.49549845194936,229854.689056925,5158085.90228649
97,100,3.35069529230368,229856.3742,5158082.6861
97,100,7.12641606367813,229856.3742,5158082.6861
97,101,3.77572885731826,229854.81436663,5158085.65158121
97,101,0,229854.81436663,5158085.65158121
97,115,8.59849654693217,229851.0959,5158097.3681
98,64,0,229851.0959,5158097.3681
98,64,0.0668240254288299,229853.126536478,5158089.0283981
98,69,8.59849654693217,229851.0959,5158097.3681
98,69,0,229851.0959,5158097.3681
98,90,3.77572885731826,229854.81436663,5158085.65158121
98,91,3.49549845194936,229854.689056925,5158085.90228649
98,92,0,229851.0959,5158097.3681
98,92,0.107203172054636,229853.162122649,5158089.04750216
98,93,0,229851.0959,5158097.3681
98,93,8.59849654693217,229851.0959,5158097.3681
98,94,8.59849654693217,229851.0959,5158097.3681
98,94,0,229851.0959,5158097.3681
98,95,0,229851.0959,5158097.3681
98,95,0,229853.066763158,5158088.99852168
98,96,0,229853.066763158,5158088.99852168
98,96,8.59849654693217,229853.066763158,5158088.99852168
98,97,0,229853.066763158,5158088.99852168
98,97,8.59849654693217,229853.066763158,5158088.99852168
98,98,0,229851.0959,5158097.3681
98,98,0,229853.066763158,5158088.99852168
98,99,3.49549845194936,229854.689056925,5158085.90228649
98,100,7.12641606367813,229856.3742,5158082.6861
98,101,3.77572885731826,229854.81436663,5158085.65158121
98,115,0,229851.0959,5158097.3681
98,115,8.59849654693217,229851.0959,5158097.3681
98,116,8.31259999343965,229851.553307186,5158105.66810586
98,117,9.35289976621306,229851.70144496,5158106.70137645
98,118,9.83086079850349,229851.742248693,5158107.17769007
98,119,8.31259999343965,229851.553307186,5158105.66810586
98,120,9.35289976621306,229851.70144496,5158106.70137645
98,121,9.83086079850349,229851.742248693,5158107.17769007
99,64,0,229854.689056925,5158085.90228649
99,64,3.63091761172877,229854.689056925,5158085.90228649
99,89,5.97092227845103,229859.466,5158077.578
99,89,9.59754815931272,229859.466,5158077.578
99,90,0.280277824226123,229854.81436663,5158085.65158121
99,90,0.0655729443236265,229856.318478881,5158082.65153169
99,91,0,229854.689056925,5158085.90228649
99,91,3.35069529230368,229854.81436663,5158085.65158121
99,92,0.0637402435529309,229856.429078751,5158082.71852131
99,92,0.0787897076706193,229854.759142038,5158085.93828503
99,95,7.12641606367813,229853.066763158,5158088.99852168
99,95,3.49549845194936,229853.066763158,5158088.99852168
99,96,3.63091761172877,229854.689056925,5158085.90228649
99,96,0,229854.689056925,5158085.90228649
99,97,0.00580622334507517,229854.683918217,5158085.89958354
99,97,3.35069529230368,229854.81436663,5158085.65158121
99,98,3.49549845194936,229853.066763158,5158088.99852168
99,98,7.12641606367813,229853.066763158,5158088.99852168
99,99,0,229856.3742,5158082.6861
99,99,0,229854.689056925,5158085.90228649
99,100,3.63091761172877,229856.3742,5158082.6861
99,100,0,229856.3742,5158082.6861
99,101,0.280277824226123,229854.81436663,5158085.65158121
99,101,0,229856.3742,5158082.6861
100,64,9.59754815931272,229854.689056925,5158085.90228649
100,64,3.63091761172877,229854.689056925,5158085.90228649
100,89,5.97092227845103,229859.466,5158077.578
100,89,0,229859.466,5158077.578
100,90,0.0655729443236265,229856.318478881,5158082.65153169
100,90,0,229859.466,5158077.578
100,91,3.35069529230368,229854.81436663,5158085.65158121
100,91,9.31774686030247,229854.81436663,5158085.65158121
100,92,0,229859.466,5158077.578
100,92,0.0637402435529309,229856.429078751,5158082.71852131
100,95,7.12641606367813,229853.066763158,5158088.99852168
100,96,9.59754815931272,229854.689056925,5158085.90228649
100,96,3.63091761172877,229854.689056925,5158085.90228649
100,97,3.35069529230368,229854.81436663,5158085.65158121
100,97,9.31774686030247,229854.81436663,5158085.65158121
100,98,7.12641606367813,229853.066763158,5158088.99852168
100,99,5.97092227845103,229856.3742,5158082.6861
100,99,0,229856.3742,5158082.6861
100,100,0,229859.466,5158077.578
100,100,0,229856.3742,5158082.6861
100,101,5.97092227845103,229856.3742,5158082.6861
100,101,0,229856.3742,5158082.6861
101,64,3.63091761172877,229854.689056925,5158085.90228649
101,64,0.280277824226123,229854.689056925,5158085.90228649
101,89,9.31774686030247,229859.466,5158077.578
101,89,5.97092227845103,229859.466,5158077.578
101,90,0.0655729443236265,229856.318478881,5158082.65153169
101,90,0,229854.81436663,5158085.65158121
101,91,3.35069529230368,229854.81436663,5158085.65158121
101,91,0,229854.81436663,5158085.65158121
101,92,0.0818698023356687,229854.887191552,5158085.68898703
