lcat,x,y,across,x1,y1,cos,sin,culvert,along
28.0,223641.91426475457,5189972.8647675635,11.0,223638.2905247106,5189962.4787910525,0.32943091308591416,0.9441796828482283,0.0,0.0
28.0,223651.49615853897,5189971.245892159,12.0,223649.5211044082,5189959.4095430095,0.16458784423073064,0.9863624290956549,0.0,10.0
28.0,223660.3812055296,5189965.105296515,8.0,223658.38053161997,5189957.359503857,0.2500842387017682,0.9682240823037593,0.0,20.0
28.0,223667.91711425091,5189961.2985351095,7.0,223663.14501160657,5189956.177301239,0.6817289491938191,0.731604838578239,0.0,30.0
28.0,223678.06526699263,5189959.092200261,12.0,223674.8309308719,5189947.5362896575,0.26952801006250027,0.9629925502265055,0.0,40.0
28.0,223687.10364186048,5189956.6483106,10.0,223684.15282944095,5189966.203032264,0.2950812419525101,-0.9554721663385931,0.0,50.0
28.0,223694.9783069566,5189963.236460355,7.0,223691.96591988337,5189969.555125097,0.430341010461075,-0.9026663917058954,0.0,60.0
28.0,223705.70423143645,5189963.918667168,11.0,223700.97048032138,5189973.847997477,0.430341010461075,-0.9026663917058954,0.0,70.0
28.0,223714.79737223114,5189965.689403681,9.0,223714.6804124399,5189956.690163691,0.012995532360611333,0.9999155545038112,0.0,80.0
28.0,223725.8212259176,5189967.342784768,13.0,223719.12803326387,5189956.198226809,0.514860973363276,0.8572736891491655,0.0,90.0
28.0,223739.7374803773,5189957.434255377,20.0,223719.73760463568,5189957.504755871,0.9999937870811791,-0.0035250246866283964,0.0,100.0
28.0,223730.05261148966,5189947.2458455805,11.0,223719.77771794656,5189951.173511895,0.9340812311901731,-0.35706057404626806,0.0,110.0
28.0,223726.49074908305,5189937.927906,11.0,223716.21585552554,5189941.855572277,0.9340812324994797,-0.35706057062108243,0.0,120.0
28.0,223726.8556787167,5189928.626836085,11.0,223715.94236987393,5189927.248543626,0.9921189857057012,0.12529931445259587,0.0,130.0
28.0,223729.09772265807,5189918.855239446,12.0,223717.1922948315,5189917.351647658,0.9921189855480947,0.1252993157005233,0.0,140.0
28.0,223730.37945079844,5189909.262259852,12.0,223718.8193118517,5189906.043069343,0.9633449122295585,0.26826587573044797,0.0,150.0
28.0,223726.31212617684,5189897.774538913,5.0,223721.49540161568,5189896.433209534,0.9633449122295585,0.26826587573044797,0.0,160.0
28.0,223731.87825067758,5189888.969476727,8.0,223724.17149138186,5189886.823349713,0.9633449119656642,0.2682658766780949,0.0,170.0
28.0,223738.423503986,5189880.835894261,10.0,223730.34084827558,5189874.947713161,0.8082655710417165,0.5888181100039366,0.0,180.0
28.0,223745.49269017047,5189874.738964558,11.0,223741.32093304812,5189864.560730795,0.37925064748769266,0.9252939783550771,0.0,190.0
28.0,223755.4814736909,5189872.806332649,13.0,223750.55121515912,5189860.777510977,0.3792506562905254,0.9252939747470561,0.0,200.0
28.0,223765.4702571597,5189870.873700761,15.0,223759.78149744202,5189856.994291089,0.37925064784602774,0.9252939782082061,0.0,210.0
28.0,223773.93950302637,5189864.824735637,13.0,223768.35271362614,5189853.086431492,0.42975303078634525,0.9029464726826008,0.0,220.0
28.0,223781.3327343945,5189857.215236795,10.0,223776.2812712315,5189848.584899611,0.505146316299497,0.8630337184195346,0.0,230.0
