cat,a_cat,b_cat,to_x,to_y
147,3237,1,215319.697375638,5198218.63825879
148,1367,1,218567.056307594,5198343.66441358
149,131,1,234705.631840257,5202149.89158642
150,2092,1,273963.332489721,5192256.42537617
151,2092,1,273938.590102235,5191800.74002975
152,2663,1,274518.614544952,5190068.29780816
153,2092,1,273879.399867638,5190686.92303084
154,955,1,231168.839287318,5145867.75827451
155,595,1,211267.364105014,5181317.2777066
156,487,1,216024.436763584,5180451.19983384
157,2450,1,220011.097509805,5194723.45296561
158,1062,1,224578.565447983,5189767.08087504
159,4414,1,272865.027677656,5205428.28814203
160,899,1,272880.503841182,5205440.80231931
161,2304,1,237902.690923577,5134274.9586609
162,1159,1,240548.246956475,5164891.00531621
163,2118,1,240093.021735536,5165010.92657327
164,551,1,229961.539131193,5155634.3117765
165,215,1,226975.896647475,5208861.34620661
166,268,1,238174.567755182,5139106.87010462
167,994,1,219393.991951675,5170631.10568102
168,2436,1,227771.652337722,5176728.51836754
169,2700,1,225547.463277296,5177301.14763454
170,2272,1,230181.478622086,5157237.50581332
171,1140,1,231576.699927477,5134582.54035823
172,980,1,228362.705400796,5162175.59155677
173,1780,1,214415.45976916,5204672.4489981
174,328,1,214415.45976916,5204672.4489981
175,162,1,214415.45976916,5204672.4489981
176,1734,1,240695.574027983,5168107.22949457
177,4414,1,295941.046918005,5203807.40021335
178,4413,1,295941.027189005,5203807.3966146
179,1694,1,215794.528530993,5219162.26909237
180,2498,1,216594.046490371,5219060.81469565
181,1182,1,218977.605985663,5175470.14048341
182,487,1,215779.734298463,5175623.38933161
183,3484,1,225218.949285244,5191363.17654138
184,2751,1,226246.599755722,5191320.02155739
185,1836,1,237198.449272617,5164983.43474483
186,1688,1,213230.374371089,5215982.22420611
187,1469,1,210250.472704784,5216071.53683069
188,2779,1,210225.918850705,5217697.87437696
189,1453,1,211698.518551914,5217658.78581273
190,1469,1,210225.918850705,5217697.87437696
191,2498,1,216459.566089308,5215809.64539653
192,2336,1,222854.07680107,5215484.98992526
193,881,1,224705.927823799,5192993.26264179
194,871,1,229527.116359879,5192804.25109676
195,1073,1,232706.014628377,5192646.77825756
196,2751,1,226315.317624555,5192930.78202972
197,250,1,251870.178383182,5201949.23309941
198,249,1,251870.178383182,5201949.23309941
199,893,1,213055.506270765,5185360.63439207
200,2293,1,216282.557839128,5185277.25876652
201,3637,1,220240.544549194,5199836.1515398
202,3637,1,220234.162183276,5199711.43696182
203,111,1,220305.567355666,5201212.71340157
204,442,1,218899.95276324,5206122.48718934
205,487,1,215943.050829829,5178847.39323808
206,995,1,214253.02656609,5177323.07395415
207,272,1,229854.305905617,5200817.79840684
208,1569,1,226519.62388193,5197750.37635697
209,1966,1,227599.840536375,5196117.4511174
210,984,1,227599.840536375,5196117.4511174
211,2247,1,227599.860562262,5196117.45037428
212,2723,1,226519.62388193,5197750.37635697
213,150,1,226512.462360384,5197765.69496345
214,396,1,225229.684178254,5199415.09495987
215,3295,1,225053.071881746,5200022.62915088
216,2124,1,234993.893930974,5161855.63553554
217,980,1,234993.913961037,5161855.63458058
218,247,1,219599.641733643,5214036.97468405
219,2498,1,216391.702577941,5214183.20967078
220,482,1,234428.925104356,5194973.50198358
221,579,1,228612.667345688,5172650.06457889
222,757,1,230230.364436754,5172572.80452664
223,1948,1,219430.559660971,5189975.20251065
224,893,1,213328.664144519,5190226.92979282
225,1092,1,211717.30278893,5190289.52008507
226,866,1,221464.156307939,5159235.3059056
227,902,1,219582.159296533,5159340.77900647
228,1967,1,244997.632539421,5124743.31864361
229,826,1,245047.312502159,5125896.95004254
230,246,1,243333.841477565,5123548.95540174
231,536,1,243435.212770184,5125968.85044437
232,1530,1,234414.654876072,5165919.44278788
233,1836,1,234893.03933412,5165089.61997348
234,2118,1,242230.597651405,5161601.70036673
235,410,1,235865.266948763,5161829.08587624
236,2356,1,230839.343809608,5128129.57492242
237,1660,1,224554.652113484,5161512.68124838
238,2779,1,210257.183456828,5219324.41187097
239,1453,1,211780.283767571,5219256.10856176
240,1807,1,243109.286660443,5146980.10263078
241,487,1,216105.051870967,5182059.02029629
242,595,1,211312.79544502,5182103.36634772
243,893,1,213155.219472029,5186957.46969067
244,133,1,234808.954926787,5205404.4308299
245,374,1,222248.113868081,5206727.07256151
246,3380,1,223672.379508139,5206668.68282058
247,215,1,226837.518501253,5205781.22627466
248,578,1,231759.25394368,5179767.60669475
249,3483,1,234641.575822071,5178752.63742267
250,3482,1,237247.911017636,5176314.74831061
251,487,1,216205.86975356,5183664.84178362
252,1965,1,248079.428598625,5124135.27134982
253,825,1,248079.428598625,5124135.27134982
254,1968,1,248079.428598625,5124135.27134982
255,3923,1,266828.439072021,5201126.16736167
256,3344,1,266792.884891056,5203473.73712719
257,1150,1,222356.153704939,5147943.27203645
258,645,1,234294.083950431,5148987.89698433
259,1227,1,240001.253533368,5150363.73983493
260,1393,1,238630.010372223,5150412.29949585
261,1694,1,234294.083950431,5148987.89698433
262,1113,1,233713.551209537,5148530.41929694
263,1692,1,228817.93853036,5147617.89528082
264,499,1,223964.298999429,5147851.60612374
265,1813,1,242672.898559924,5135717.77162076
266,966,1,241061.15658393,5135782.2129518
267,1302,1,233484.954139789,5128027.49377231
268,1469,1,209926.894558665,5213883.84667326
269,3627,1,211411.826787726,5211055.31465351
270,3627,1,211394.059370384,5210761.584587
271,1397,1,211412.74673831,5211245.51494144
272,1397,1,211411.826763948,5211055.33465351
273,1779,1,211606.992353927,5211199.40059416
274,3627,1,211420.824620009,5211429.86381341
275,3627,1,211425.492638945,5211536.51852685
276,3627,1,211433.788430304,5211726.62699682
277,3627,1,211437.651798132,5211815.26563872
278,99,1,234888.348023549,5137638.52208119
279,98,1,236568.292647359,5139183.85031471
280,1844,1,238500.618009587,5166561.29475258
281,2292,1,222974.741820902,5159180.29552319
282,1176,1,218172.576676138,5162662.9425758
283,896,1,273266.408739608,5208589.55787672
284,4414,1,289594.404803317,5204511.80785456
285,106,1,228617.193639386,5142789.42149125
286,267,1,231855.880557422,5142624.06551223
287,2284,1,231855.880557422,5142624.06551223
288,1151,1,227035.133709118,5142858.78261601
289,366,1,219938.631958138,5165783.89368907
290,3526,1,223828.006469119,5189812.03101276
291,1059,1,223438.383339128,5134900.36252298
292,508,1,226716.722179114,5134780.39440857
293,501,1,226797.569479917,5138021.20340469
294,663,1,240962.531932513,5132524.19725105
295,3178,1,231789.963355925,5208648.30596911
296,197,1,230412.867083236,5208714.34857285
297,1065,1,227404.714093768,5139611.559256
298,1316,1,226391.548993755,5130789.10819758
299,1894,1,226391.548993755,5130789.10819758
300,1670,1,240264.427163401,5127748.81495771
301,644,1,247640.606002116,5139059.11276282
302,852,1,234911.878599193,5138456.94617919
303,1635,1,226797.569479917,5138021.20340469
304,1639,1,227524.444392794,5184806.90476028
305,2751,1,225903.656062992,5184869.5118893
306,587,1,222597.605336042,5144674.0602361
307,585,1,227086.309530542,5144475.54242442
308,463,1,225736.921027384,5175202.13725838
309,667,1,225489.743431967,5175844.83060846
310,752,1,224705.052609051,5176859.06678733
311,2169,1,223927.088574065,5177091.75682795
312,486,1,217283.881763032,5173149.42399796
313,1058,1,228207.461774866,5131585.13869084
314,873,1,233087.142063809,5132885.78674961
315,870,1,236310.171295524,5132743.1701261
316,1139,1,231469.710332077,5132953.35234401
317,581,1,229865.432577456,5133021.46905209
318,2321,1,272952.813609686,5206985.40940758
319,1687,1,238893.620655563,5156867.61058395
320,1847,1,237273.158883231,5156931.28063109
321,1062,1,224519.006351596,5188912.08754678
322,2985,1,230808.642636294,5186255.41055309
323,2450,1,227781.939811651,5188038.76559642
324,2169,1,224519.006351596,5188912.08754678
325,1909,1,235129.374338442,5173423.27492258
326,967,1,235129.374338442,5173423.27492258
327,2705,1,230317.962078454,5174868.27335044
328,550,1,229727.056138883,5158877.49830737
329,1663,1,229343.92531506,5159469.52709528
330,111,1,227283.545488654,5163842.41910058
331,115,1,222183.012639446,5209076.55760256
332,1793,1,222183.012639446,5209076.55760256
333,1828,1,219497.206693011,5209210.72097397
334,2336,1,222583.7292518,5209058.1334545
335,1397,1,211481.51300655,5212821.42901235
336,1773,1,211156.673434763,5212835.99559414
337,2779,1,209926.894558665,5213883.84667326
338,3622,1,210670.911898409,5212857.97066212
339,682,1,237584.895048519,5167293.84248791
340,682,1,237588.127362195,5167312.65653181
341,2118,1,239689.881875577,5166553.75184418
342,1525,1,237732.902608152,5167815.62844211
343,1847,1,237333.620398517,5158526.09261369
344,2278,1,242889.50532914,5151865.78814403
345,99,1,242733.962480596,5137307.61867434
346,383,1,241181.279446558,5138993.19922528
347,99,1,241124.089858923,5137385.21378498
348,373,1,239444.346659626,5135840.23593591
349,1059,1,223487.13541441,5136522.63300178
350,1146,1,232514.926383929,5135455.86323489
351,2356,1,233484.954139789,5128027.49377231
352,1063,1,220532.030186391,5173001.62561755
353,1661,1,226344.895719557,5165502.58563331
354,640,1,216093.316014856,5197847.52103545
355,640,1,216104.74774659,5197975.31193346
356,2626,1,213932.114270578,5201310.33236365
357,2626,1,213935.790056879,5201266.17648099
358,1780,1,213753.876916457,5201716.93035424
359,111,1,213775.865120873,5201467.06157015
360,370,1,247640.606002116,5139059.11276282
361,1225,1,218978.13013753,5162609.01307037
362,1080,1,222141.035781965,5160839.46632883
363,1660,1,224461.395984238,5159099.21645988
364,805,1,226085.193401573,5159031.38270494
365,1073,1,232562.914521717,5189412.13316928
366,2983,1,230784.408382863,5189511.68088282
367,3483,1,226507.87600388,5189702.25383084
368,1827,1,219473.049504292,5210803.24320473
369,1828,1,219473.049504292,5210803.24320473
370,2375,1,219473.049504292,5210803.24320473
371,352,1,221052.943184557,5210735.58508371
372,2484,1,230667.607454421,5210311.11549247
373,303,1,275396.971811121,5194049.19596492
374,1639,1,227174.842982442,5177439.81659741
375,1931,1,225387.148291415,5142063.06772648
376,955,1,243049.569213621,5145374.99203392
377,1193,1,216079.691569989,5197850.2894643
378,1417,1,214603.096683779,5211051.06100463
379,438,1,214623.74054967,5211153.44111614
380,2064,1,214532.438053874,5214305.80097441
381,108,1,214690.634211964,5212676.42080875
382,368,1,218341.28611115,5165850.78917021
383,1238,1,242906.345312756,5142163.54645604
384,268,1,238248.729986222,5140708.6589848
385,2093,1,238226.160805077,5140683.53550352
386,2723,1,220171.629030955,5197974.40133992
387,4414,1,291997.156112031,5203921.74629319
388,902,1,272726.38190638,5191764.18997014
389,4377,1,272666.242660662,5191763.70619201
390,1246,1,240962.531932513,5132524.19725105
391,1516,1,242568.26465499,5132829.93014624
392,1245,1,242625.831273889,5134072.42633282
393,2112,1,242625.831273889,5134072.42633282
394,389,1,242568.26465499,5132829.93014624
395,1227,1,239330.531872122,5132602.94430319
396,2752,1,228733.039184622,5184767.99848677
397,1688,1,214617.699206731,5199606.64870168
398,233,1,216174.948085991,5199741.80547093
399,333,1,215387.469009571,5199772.7936168
400,506,1,228526.540293124,5139558.39405785
401,1932,1,228526.540293124,5139558.39405785
402,1261,1,245188.246131386,5129144.05759225
403,542,1,239142.638519961,5129376.95448833
404,237,1,237435.709714528,5127847.58594976
405,414,1,240353.167410501,5129360.02267996
406,1095,1,243361.693019994,5129219.27545131
407,333,1,215321.968860118,5198544.34880089
408,2717,1,215318.245721649,5198182.58015612
409,1350,1,218170.187021791,5198501.43083247
410,192,1,216150.639246965,5198583.71241073
411,215,1,226706.331576217,5202582.97454528
412,90,1,225067.404211301,5202599.56397943
413,1476,1,273963.332489721,5192256.42537617
414,1476,1,273938.590102235,5191800.74002975
415,1476,1,273879.399867638,5190686.92303084
416,1997,1,231168.839287318,5145867.75827451
417,2284,1,231909.2785354,5144233.07234802
418,1997,1,233597.813418724,5145777.97368773
419,485,1,212801.611179516,5180537.11544259
420,2840,1,211267.364105014,5181317.2777066
421,2438,1,211930.044522619,5180575.24377882
422,993,1,212801.610224124,5180537.09546203
423,995,1,214408.924757673,5180495.10211789
424,2293,1,216024.436763584,5180451.19983384
425,1171,1,219857.899446694,5191580.15196041
426,2751,1,226182.445594643,5189710.72314226
427,2169,1,224578.565447983,5189767.08087504
428,291,1,233148.394656259,5134513.64362099
429,1713,1,234761.162505052,5134425.01925184
430,1227,1,239444.346659626,5135840.23593591
431,2111,1,241061.15658393,5135782.2129518
432,383,1,236568.292647359,5139183.85031471
433,384,1,234888.348023549,5137638.52208119
434,373,1,239553.411030229,5139078.6509131
435,2092,1,239553.411030229,5139078.6509131
436,1227,1,239553.411030229,5139078.6509131
437,3074,1,219393.991951675,5170631.10568102
438,2031,1,219393.971278255,5170631.1066514
439,640,1,220045.853452372,5168811.32760362
440,360,1,231720.510092409,5207156.36560422
441,752,1,227771.652337722,5176728.51836754
442,857,1,227174.842982442,5177439.81659741
443,667,1,225547.463277296,5177301.14763454
444,1063,1,227404.693525235,5139611.56017763
445,1371,1,227283.525495787,5163842.42000351
446,807,1,229343.92531506,5159469.52709528
447,201,1,216594.046490371,5219060.81469565
448,3683,1,226174.116460501,5218629.64325726
449,486,1,217388.830342806,5175547.18409401
450,3606,1,216684.171691023,5175580.19117628
451,995,1,214166.746674561,5175697.6320655
452,478,1,227847.250937081,5191258.38676822
453,667,1,226246.599755722,5191320.02155739
454,3483,1,225218.949285244,5191363.17654138
455,2169,1,224641.070702919,5191383.77869234
456,2993,1,225182.587855723,5191364.40865091
457,3091,1,211617.053553741,5216048.7040814
458,201,1,216459.566089308,5215809.64539653
459,352,1,221253.565864154,5215561.67810138
460,3295,1,224705.927823799,5192993.26264179
461,1906,1,232706.014628377,5192646.77825756
462,667,1,226315.317624555,5192930.78202972
463,478,1,227917.311965566,5192870.42975122
464,587,1,233784.793013447,5180314.44304523
465,3484,1,233008.215781001,5180530.70822671
466,995,1,214659.360075578,5185319.88078161
467,2873,1,220374.552703776,5202812.70768808
468,31,1,218974.059133649,5207733.94448702
469,995,1,214342.845856411,5178932.65683351
470,2336,1,222733.754705826,5212250.49196413
471,247,1,219525.334679274,5212432.75180469
472,3237,1,226507.074813016,5197777.26623597
473,352,1,221203.150647371,5213951.42680202
474,201,1,216391.702577941,5214183.20967078
475,946,1,234467.731011895,5196078.44984759
476,2705,1,230230.364436754,5172572.80452664
477,3101,1,216549.637903556,5190093.235908
478,785,1,221225.471018253,5159245.15396341
479,1970,1,244952.244723943,5123461.41139002
480,1381,1,245047.312502159,5125896.95004254
481,827,1,245047.312502159,5125896.95004254
482,2255,1,245047.312502159,5125896.95004254
483,1302,1,230839.343809608,5128129.57492242
484,899,1,216164.4493883,5154645.18120168
485,1059,1,214563.893758029,5154634.11639235
486,485,1,212870.412708666,5182147.80145356
487,2293,1,216105.051870967,5182059.02029629
488,3350,1,217701.122876058,5181997.49570837
489,2840,1,211312.79544502,5182103.36634772
490,781,1,212065.186564367,5182164.1484756
491,1091,1,214764.17112468,5186925.80136402
492,487,1,216382.170559121,5186878.14936931
493,106,1,224948.621075887,5133255.95643796
494,1939,1,226652.09203382,5133178.51675033
495,511,1,226360.774866045,5133191.31517825
496,1059,1,223405.030534236,5133315.86322834
497,14,1,233233.045928169,5205477.51164702
498,272,1,230062.790096832,5205605.74189153
499,214,1,228442.137726036,5205663.13184388
500,30,1,223672.379508139,5206668.68282058
501,365,1,225008.814407938,5205837.9834241
502,32,1,230062.790096832,5205605.74189153
503,360,1,231618.874494504,5205565.43102868
504,1906,1,233233.045928169,5205477.51164702
505,3484,1,234641.575822071,5178752.63742267
506,1910,1,234602.428213463,5178754.38075903
507,1066,1,233728.538183998,5179046.83336653
508,2293,1,216205.86975356,5183664.84178362
509,2477,1,213100.670165939,5183760.25035628
510,1433,1,227197.829352401,5147693.66980077
511,2092,1,240001.253533368,5150363.73983493
512,2286,1,236980.715226527,5149696.54799082
513,106,1,230439.121181828,5147533.86976077
514,585,1,227197.829352401,5147693.66980077
515,1931,1,225579.367459772,5147772.57519354
516,1404,1,211424.017022839,5211218.76086391
517,1397,1,211420.825627437,5211429.8869291
518,1397,1,211425.493643939,5211536.53924186
519,113,1,239308.210511702,5166538.00736676
520,232,1,214961.590469844,5199106.00679904
521,804,1,222875.217665158,5160266.18362121
522,1252,1,226485.33940768,5168722.78055263
523,269,1,238248.729986222,5140708.6589848
524,1227,1,239667.288145629,5142270.53565018
525,1505,1,241291.964563441,5142231.43720079
526,162,1,214568.372745152,5211024.95664292
527,1823,1,241181.279446558,5138993.19922528
528,106,1,225555.902146011,5134826.37379003
529,304,1,216185.512951898,5199741.40330814
530,3234,1,217000.669865531,5199711.56617378
531,360,1,231789.963355925,5208648.30596911
532,1906,1,233735.372331404,5208570.89440235
533,2484,1,230412.867083236,5208714.34857285
534,214,1,228602.300752335,5208788.84545257
535,797,1,215811.838080229,5195531.36347018
536,1190,1,216612.065456381,5194320.31726756
537,931,1,216936.205355231,5193832.16371309
538,1034,1,216618.107773246,5194311.27848944
539,2450,1,216617.812351555,5194883.57860927
540,3680,1,216589.044339109,5194768.82131238
541,3131,1,216322.460229802,5194963.73680237
542,875,1,233021.728318913,5131274.01006064
543,822,1,241886.90158061,5127664.79657136
544,1671,1,242527.960914227,5127634.46393739
545,531,1,245116.91602105,5127522.3128271
546,414,1,240264.427163401,5127748.81495771
547,239,1,241886.90158061,5127664.79657136
548,1424,1,231668.656936379,5137806.89844386
549,210,1,228459.373798015,5137945.18894303
550,667,1,225903.656062992,5184869.5118893
551,2320,1,222348.499177895,5144686.66111621
552,2320,1,222597.605336042,5144674.0602361
553,1931,1,225472.88221883,5144548.53125756
554,106,1,229224.484235658,5144375.92360299
555,1183,1,218896.057113669,5173072.62895556
556,3483,1,227823.208132199,5188037.13183
557,2984,1,229304.481277891,5187977.24866995
558,3484,1,227823.208132199,5188037.13183
559,1167,1,225683.915576593,5188133.01596499
560,1827,1,219497.206693011,5209210.72097397
561,2375,1,219497.206693011,5209210.72097397
562,247,1,219497.206693011,5209210.72097397
563,1440,1,240622.944116056,5166510.36466325
564,112,1,237597.004293233,5167341.05713769
565,1685,1,239047.762317234,5158466.93278279
566,1511,1,242672.898559924,5135717.77162076
567,2115,1,241124.109854059,5137385.21323786
568,870,1,236435.098073891,5135974.77816851
569,2027,1,234816.105649568,5136039.57818612
570,1938,1,228399.073419199,5136313.64767919
571,504,1,226174.055188239,5136417.22148886
572,519,1,226550.251498421,5170129.16614745
573,1160,1,217802.765828308,5197624.46989523
574,2626,1,213942.260495938,5201207.40120866
575,3379,1,213775.865120873,5201467.06157015
576,444,1,213753.861538892,5201716.9175651
577,1224,1,219784.227667077,5162557.87730186
578,2236,1,222141.035781965,5160839.46632883
579,31,1,228522.632908087,5207320.27836501
580,1906,1,232562.914521717,5189412.13316928
581,3484,1,226507.87600388,5189702.25383084
582,478,1,227791.423524479,5189652.11863632
583,182,1,224263.108686919,5210589.59537996
584,14,1,233865.873397963,5210167.37738674
585,1351,1,226975.124946963,5141247.86166208
586,2284,1,231787.32981507,5141015.08310129
587,267,1,231787.32981507,5141015.08310129
588,1148,1,226975.124946963,5141247.86166208
589,883,1,226432.098893969,5141272.77493267
590,1805,1,243037.221587233,5143762.17918246
591,646,1,243037.221587233,5143762.17918246
592,80,1,243049.54920342,5145374.99154678
593,3546,1,220013.742053209,5194789.3730812
594,1688,1,214602.466809423,5211151.12225009
595,439,1,214532.438053874,5214305.80097441
596,3622,1,214690.654305682,5212676.41967645
597,2385,1,218949.644846171,5165826.60601726
598,1506,1,239674.460314462,5142277.56233309
599,2092,1,239667.288145629,5142270.53565018
600,373,1,239667.288145629,5142270.53565018
601,2230,1,225097.444894528,5134849.53049126
602,1273,1,220173.450249886,5198000.86522914
603,1260,1,220171.629030955,5197974.40133992
604,2450,1,231016.889534735,5183850.71795657
605,458,1,214955.290975075,5199115.53993566
606,247,1,218610.555557702,5199649.38020993
607,303,1,217000.669865531,5199711.56617378
608,877,1,230121.364814836,5139505.32718151
609,294,1,230121.364814836,5139505.32718151
610,531,1,245188.246131386,5129144.05759225
611,543,1,239142.638519961,5129376.95448833
612,1963,1,237435.732889545,5127847.58443201
613,1473,1,237267.062628581,5127754.90237232
614,340,1,237435.709714528,5127847.58594976
615,236,1,239145.746533001,5129383.91200928
616,822,1,241960.444592627,5129280.93365003
617,537,1,243585.515954379,5129211.5869854
618,167,1,215328.927841733,5198524.24927553
619,604,1,215314.145072625,5198090.61973833
620,1342,1,218264.39167463,5198496.9047722
621,1363,1,218060.792636047,5198506.71214166
622,333,1,215332.189320276,5198608.71793205
623,3295,1,225067.404211301,5202599.56397943
624,267,1,231909.2785354,5144233.07234802
625,1113,1,233525.240421691,5144188.05160057
626,955,1,233597.813418724,5145777.97368773
627,1804,1,233679.092448372,5147398.46196582
628,894,1,211930.044522619,5180575.24377882
629,2868,1,211930.044522619,5180575.24377882
630,1899,1,219411.432062537,5172246.9494818
631,1083,1,219935.715977697,5193183.7252968
632,2791,1,220090.325504755,5196391.34540056
633,667,1,226182.445594643,5189710.72314226
634,2993,1,226472.033821187,5189703.55901172
635,1421,1,236372.008077398,5134356.31473908
636,2026,1,234816.105649568,5136039.57818612
637,289,1,235442.844529657,5136015.23676595
638,464,1,219411.432062537,5172246.9494818
639,48,1,219393.991951675,5170631.10568102
640,518,1,219393.971278255,5170631.1066514
641,1222,1,220082.583948723,5168792.75302248
642,810,1,220748.979591168,5167380.27006279
643,1655,1,220750.986219934,5167412.34382744
644,2484,1,230122.39881592,5207199.72089839
645,1906,1,233329.234680128,5207076.03913876
