cat,lcat,along,x,y,elev
1,86,0,223829.142948614,5189806.31615912,
2,86,0.925956641818135,223829.72628545,5189805.59705284,
3,86,1.85191328363627,223830.309622286,5189804.87794656,
4,86,2.7778699254544,223830.892959123,5189804.15884028,
5,86,3.70382656727254,223831.476295959,5189803.43973401,
6,86,4.62978320909067,223832.059632796,5189802.72062773,
7,86,5.55573985090881,223832.642969632,5189802.00152145,
8,86,6.48169649272694,223833.226306469,5189801.28241518,
9,86,7.40765313454508,223833.809643305,5189800.5633089,
10,86,8.33360977636321,223834.392980142,5189799.84420262,
11,86,9.25956641818135,223834.976316978,5189799.12509634,
12,86,10.1855230599995,223835.559653815,5189798.40599007,
13,86,11.1114797018176,223836.142990651,5189797.68688379,
14,49,0,226195.152992279,5189713.63771357,
15,49,0.999463990697345,226194.156023101,5189713.56713931,
16,49,1.99892798139469,226193.159053922,5189713.49656506,
17,49,2.99839197209204,226192.162084744,5189713.4259908,
18,49,3.99785596278938,226191.165115565,5189713.35541655,
19,49,4.99731995348673,226190.168146386,5189713.28484229,
20,49,5.99678394418407,226189.171177208,5189713.21426803,
21,49,6.99624793488142,226188.174208029,5189713.14369378,
22,49,7.99571192557876,226187.177238851,5189713.07311952,
23,49,8.99517591627611,226186.180269672,5189713.00254526,
24,49,9.99463990697345,226185.183300493,5189712.93197101,
25,49,10.9941038976708,226184.186331315,5189712.86139675,
26,49,11.9935678883681,226183.189362136,5189712.79082249,
27,49,12.9930318790655,226182.192392958,5189712.72024824,
28,49,13.9924958697628,226181.195423779,5189712.64967398,
29,49,14.9919598604602,226180.198454601,5189712.57909973,
30,49,15.9914238511575,226179.201485422,5189712.50852547,
31,49,16.9908878418549,226178.204516243,5189712.43795121,
32,49,17.9903518325522,226177.207547065,5189712.36737696,
33,49,18.9898158232496,226176.210577886,5189712.2968027,
34,49,19.9892798139469,226175.213608708,5189712.22622844,
35,49,20.9887438046443,226174.237721983,5189712.01061821,
36,49,21.9882077953416,226173.261919269,5189711.79443002,
37,49,22.9876717860389,226172.286116554,5189711.57824184,
38,49,23.9871357767363,226171.31031384,5189711.36205365,
39,49,24.9865997674336,226170.334511126,5189711.14586546,
40,49,25.986063758131,226169.358708412,5189710.92967728,
41,49,26.9855277488283,226168.382905697,5189710.71348909,
42,49,27.9849917395257,226167.407102983,5189710.49730091,
43,49,28.984455730223,226166.431300269,5189710.28111272,
44,49,29.9839197209204,226165.455497555,5189710.06492454,
45,49,30.9833837116177,226164.479694841,5189709.84873635,
46,49,31.9828477023151,226163.503892126,5189709.63254816,
47,49,32.9823116930124,226162.528089412,5189709.41635998,
48,49,33.9817756837097,226161.552286698,5189709.20017179,
49,49,34.9812396744071,226160.576483984,5189708.98398361,
50,49,35.9807036651044,226159.60068127,5189708.76779542,
51,49,36.9801676558018,226158.624878555,5189708.55160724,
52,49,37.9796316464991,226157.649075841,5189708.33541905,
53,49,38.9790956371965,226156.673273127,5189708.11923086,
54,49,39.9785596278938,226155.697470413,5189707.90304268,280.7952
55,49,40.9780236185912,226154.738683435,5189708.01714274,280.838
56,49,41.9774876092885,226153.790262874,5189708.33246275,280.8153
57,49,42.9769515999859,226152.841842313,5189708.64778276,280.7911
58,49,43.9764155906832,226151.893421752,5189708.96310277,280.7806
59,49,44.9758795813805,226150.945001191,5189709.27842278,280.8314
60,49,45.9753435720779,226149.99658063,5189709.59374279,280.8151
61,49,46.9748075627752,226149.048160069,5189709.90906279,280.8151
62,49,47.9742715534726,226148.099739508,5189710.2243828,280.8261
63,49,48.9737355441699,226147.151318947,5189710.53970281,280.7812
64,49,49.9731995348673,226146.202898387,5189710.85502282,280.7282
65,49,50.9726635255646,226145.247870297,5189711.08410102,280.6783
66,49,51.972127516262,226144.262483989,5189710.91694213,280.6836
67,49,52.9715915069593,226143.27709768,5189710.74978325,280.6535
68,49,53.9710554976567,226142.291711372,5189710.58262437,280.6111
69,49,54.970519488354,226141.306325064,5189710.41546548,280.5906
70,49,55.9699834790514,226140.320938756,5189710.2483066,280.6109
71,49,56.9694474697487,226139.335552448,5189710.08114771,280.6196
72,49,57.968911460446,226138.350166139,5189709.91398883,280.5892
73,49,58.9683754511434,226137.364779831,5189709.74682995,280.5947
74,49,59.9678394418407,226136.379393523,5189709.57967106,280.6029
75,49,60.9673034325381,226135.394007215,5189709.41251218,280.6062
76,49,61.9667674232354,226134.419909744,5189709.62892573,280.6197
77,49,62.9662314139328,226133.446059703,5189709.85374647,280.6697
78,49,63.9656954046301,226132.472209662,5189710.07856721,280.7015
79,49,64.9651593953275,226131.498359621,5189710.30338796,280.7021
80,49,65.9646233860248,226130.52450958,5189710.5282087,280.6574
81,49,66.9640873767221,226129.550659539,5189710.75302944,280.6314
82,49,67.9635513674195,226128.576809498,5189710.97785019,280.6013
83,49,68.9630153581168,226127.602959457,5189711.20267093,280.5368
84,49,69.9624793488142,226126.629109417,5189711.42749167,280.5826
85,49,70.9619433395115,226125.655259376,5189711.65231241,280.6106
86,49,71.9614073302089,226124.661636853,5189711.68615463,280.7045
87,49,72.9608713209062,226123.662383954,5189711.66561414,280.6958
88,49,73.9603353116036,226122.663131054,5189711.64507365,280.637
89,49,74.9597993023009,226121.663878155,5189711.62453316,280.615
90,49,75.9592632929983,226120.664625255,5189711.60399267,280.6603
91,49,76.9587272836956,226119.665372356,5189711.58345218,280.7409
92,49,77.9581912743929,226118.666119457,5189711.56291169,280.7507
93,49,78.9576552650903,226117.666866557,5189711.5423712,280.7581
94,49,79.9571192557876,226116.667613658,5189711.52183071,280.7378
95,49,80.956583246485,226115.668360758,5189711.50129022,280.7126
96,49,81.9560472371823,226114.669107859,5189711.48074973,280.7043
97,49,82.9555112278797,226113.66985496,5189711.46020924,280.6745
98,49,83.954975218577,226112.67060206,5189711.43966875,280.6383
99,49,84.9544392092744,226111.671349161,5189711.41912826,280.6815
100,49,85.9539031999717,226110.672096261,5189711.39858777,280.719
101,49,86.9533671906691,226109.672843362,5189711.37804728,280.6466
102,49,87.9528311813664,226108.673590462,5189711.35750679,280.6612
103,49,88.9522951720637,226107.674337563,5189711.33696631,280.6956
104,49,89.9517591627611,226106.675084664,5189711.31642582,280.7046
105,49,90.9512231534584,226105.675831764,5189711.29588533,280.6621
106,49,91.9506871441558,226104.702005176,5189711.09664996,280.5663
107,49,92.9501511348531,226103.736682015,5189710.83765293,280.6267
108,49,93.9496151255505,226102.771358853,5189710.5786559,280.5872
109,49,94.9490791162478,226101.806035692,5189710.31965887,280.5492
110,49,95.9485431069452,226100.840712531,5189710.06066183,280.6052
111,49,96.9480070976425,226099.87538937,5189709.8016648,280.6222
112,49,97.9474710883399,226098.910066209,5189709.54266777,280.6566
113,49,98.9469350790372,226097.944743047,5189709.28367073,280.6653
114,49,99.9463990697346,226096.979419886,5189709.0246737,280.6565
115,49,100.945863060432,226096.014096725,5189708.76567667,280.5805
116,49,101.945327051129,226095.063714071,5189708.70832229,280.5925
117,49,102.944791041827,226094.147102816,5189709.10675933,280.6443
118,49,103.944255032524,226093.230491562,5189709.50519638,280.6351
119,49,104.943719023221,226092.313880307,5189709.90363342,280.6248
120,49,105.943183013919,226091.397269053,5189710.30207046,280.6299
121,49,106.942647004616,226090.480657799,5189710.7005075,280.626
122,49,107.942110995313,226089.564046544,5189711.09894455,280.6086
123,49,108.941574986011,226088.64743529,5189711.49738159,280.5883
124,49,109.941038976708,226087.730824035,5189711.89581863,280.5653
125,49,110.940502967405,226086.814212781,5189712.29425568,280.5173
126,49,111.939966958103,226085.897601526,5189712.69269272,280.5626
127,49,112.9394309488,226084.944282095,5189712.78924711,280.6082
128,49,113.938894939497,226083.958895786,5189712.62208823,280.6297
129,49,114.938358930195,226082.973509478,5189712.45492934,280.6278
130,49,115.937822920892,226081.98812317,5189712.28777046,280.6121
131,49,116.937286911589,226081.002736862,5189712.12061158,280.6121
132,49,117.936750902287,226080.017350554,5189711.95345269,280.5909
133,49,118.936214892984,226079.031964245,5189711.78629381,280.6146
134,49,119.935678883681,226078.046577937,5189711.61913493,280.6266
135,49,120.935142874379,226077.061191629,5189711.45197604,280.614
136,49,121.934606865076,226076.075805321,5189711.28481716,280.597
137,49,122.934070855773,226075.086773661,5189711.19985449,280.5804
138,49,123.933534846471,226074.09045831,5189711.27912612,280.5635
139,49,124.932998837168,226073.094142959,5189711.35839774,280.5363
140,49,125.932462827866,226072.097827609,5189711.43766937,280.5215
141,49,126.931926818563,226071.101512258,5189711.51694099,280.6083
142,49,127.93139080926,226070.105196907,5189711.59621262,280.6733
143,49,128.930854799958,226069.108881556,5189711.67548425,280.7008
144,49,129.930318790655,226068.112566206,5189711.75475587,280.7047
145,49,130.929782781352,226067.116250855,5189711.8340275,280.6821
146,49,131.92924677205,226066.119935504,5189711.91329912,280.6228
147,49,132.928710762747,226065.123620154,5189711.99257075,280.5874
148,49,133.928174753444,226064.127304803,5189712.07184237,280.6034
149,49,134.927638744142,226063.130989452,5189712.151114,280.6144
150,49,135.927102734839,226062.134674101,5189712.23038562,280.661
151,49,136.926566725536,226061.138358751,5189712.30965725,280.6322
152,49,137.926030716234,226060.1420434,5189712.38892888,280.6387
153,49,138.925494706931,226059.145728049,5189712.4682005,280.6291
154,49,139.924958697628,226058.149412699,5189712.54747213,280.5833
155,49,140.924422688326,226057.153097348,5189712.62674375,280.5268
156,49,141.923886679023,226056.156781997,5189712.70601538,280.5424
157,49,142.92335066972,226055.163795326,5189712.71023118,280.5392
158,49,143.922814660418,226054.178409018,5189712.5430723,280.5161
159,49,144.922278651115,226053.19302271,5189712.37591341,280.6149
160,49,145.921742641812,226052.207636402,5189712.20875453,280.7081
161,49,146.92120663251,226051.222250094,5189712.04159565,280.7423
162,49,147.920670623207,226050.236863786,5189711.87443676,280.7589
163,49,148.920134613904,226049.251477478,5189711.70727788,280.7034
164,49,149.919598604602,226048.26609117,5189711.54011899,280.6204
165,49,150.919062595299,226047.280704861,5189711.37296011,280.5635
166,49,151.918526585997,226046.295318553,5189711.20580123,280.5766
167,49,152.917990576694,226045.308720392,5189711.04876421,280.5862
168,49,153.917454567391,226044.311723687,5189710.97857989,280.6041
169,49,154.916918558089,226043.314726982,5189710.90839556,280.5453
170,49,155.916382548786,226042.317730278,5189710.83821124,280.6115
171,49,156.915846539483,226041.320733573,5189710.76802691,280.6216
172,49,157.915310530181,226040.323736868,5189710.69784259,280.6031
173,49,158.914774520878,226039.326740164,5189710.62765826,280.5729
174,49,159.914238511575,226038.329743459,5189710.55747394,280.5395
175,49,160.913702502273,226037.332746754,5189710.48728961,280.528
176,49,161.91316649297,226036.335750049,5189710.41710529,280.5532
177,49,162.912630483667,226035.339967918,5189710.36240074,280.5847
178,49,163.912094474365,226034.366117877,5189710.58722148,280.5938
179,49,164.911558465062,226033.392267836,5189710.81204222,280.5869
180,49,165.911022455759,226032.418417795,5189711.03686297,280.5951
181,49,166.910486446457,226031.444567754,5189711.26168371,280.5866
182,49,167.909950437154,226030.470717714,5189711.48650446,280.5881
183,49,168.909414427851,226029.496867673,5189711.7113252,280.5962
184,49,169.908878418549,226028.523017632,5189711.93614594,280.6014
185,49,170.908342409246,226027.549167591,5189712.16096669,280.5981
186,49,171.907806399943,226026.57531755,5189712.38578743,280.5913
187,49,172.907270390641,226025.601467509,5189712.61060817,
188,49,173.906734381338,226024.607890087,5189712.58400273,
189,49,174.906198372035,226023.610893383,5189712.5138184,
190,49,175.905662362733,226022.613896678,5189712.44363408,
191,49,176.90512635343,226021.616899973,5189712.37344975,
192,49,177.904590344127,226020.619903268,5189712.30326543,
193,49,178.904054334825,226019.622906564,5189712.2330811,
194,49,179.903518325522,226018.625909859,5189712.16289677,
195,49,180.90298231622,226017.628913154,5189712.09271245,
196,49,181.902446306917,226016.63191645,5189712.02252812,
197,49,182.901910297614,226015.634919745,5189711.9523438,
198,49,183.901374288312,226014.702261453,5189712.25723177,
199,49,184.900838279009,226013.785650199,5189712.65566881,
200,49,185.900302269706,226012.869038945,5189713.05410585,
201,49,186.899766260404,226011.95242769,5189713.4525429,
202,49,187.899230251101,226011.035816436,5189713.85097994,
203,49,188.898694241798,226010.119205182,5189714.24941698,
204,49,189.898158232496,226009.202593927,5189714.64785402,
205,49,190.897622223193,226008.285982673,5189715.04629107,
206,49,191.89708621389,226007.369371419,5189715.44472811,
207,49,192.896550204588,226006.452760164,5189715.84316515,
208,49,193.896014195285,226005.534264138,5189716.22610211,
209,49,194.895478185982,226004.54887783,5189716.05894322,
210,49,195.89494217668,226003.563491522,5189715.89178434,
211,49,196.894406167377,226002.578105214,5189715.72462546,
212,49,197.893870158074,226001.592718906,5189715.55746657,
213,49,198.893334148772,226000.607332598,5189715.39030769,
214,49,199.892798139469,225999.621946289,5189715.2231488,
215,49,200.892262130166,225998.636559981,5189715.05598992,
216,49,201.891726120864,225997.651173673,5189714.88883104,
217,49,202.891190111561,225996.665787365,5189714.72167215,
218,49,203.890654102258,225995.680401057,5189714.55451327,
219,49,204.890118092956,225994.690252365,5189714.63208905,
220,49,205.889582083653,225993.699108889,5189714.7607859,
221,49,206.889046074351,225992.707965413,5189714.88948275,
222,49,207.888510065048,225991.716821937,5189715.0181796,
223,49,208.887974055745,225990.725678461,5189715.14687644,
224,49,209.887438046443,225989.734534984,5189715.27557329,
225,49,210.88690203714,225988.743391508,5189715.40427014,
