cat,x,y
1,400690.682551534,4971758.82255904
2,400690.655002646,4971758.72642861
3,400697.517201497,4971734.94657299
4,400697.455736926,4971735.02545332
5,414888.266867949,4960048.51955553
6,414888.330009101,4960048.44201074
7,414952.671454922,4959993.44711782
8,414952.572122208,4959993.4586509
9,399737.747984224,4975841.38471804
10,399737.717315515,4975841.289537
11,399744.846776013,4975816.98146766
12,399744.862571117,4975817.08021236
13,402314.103611016,4978565.08907756
14,402314.091429792,4978564.98982224
15,402311.800934324,4978538.46893908
16,402311.769785995,4978538.56396424
17,404003.397594524,4974907.49997544
18,404003.497417044,4974907.50593065
19,404028.164743175,4974904.92537016
20,404028.068247475,4974904.95161097
21,412642.852055122,4953143.71075241
22,412642.851151673,4953143.81074832
23,412638.763606567,4953168.25611637
24,412638.798018428,4953168.16222375
25,415302.4885603,4965322.22807381
26,415302.444741431,4965322.31796211
27,415291.609791289,4965344.30140993
28,415291.53287528,4965344.23750432
29,377923.341748174,4951444.37323243
30,377923.440278204,4951444.3561493
31,378003.355762378,4951410.99313232
32,378003.26203321,4951411.02798692
33,421130.508903115,4951418.53137694
34,421130.602388719,4951418.49587424
35,421155.276051766,4951415.62106352
36,421155.199180623,4951415.55710394
37,374383.740385871,4946823.88572047
38,374383.820785442,4946823.94518398
39,374408.746844736,4946835.80017484
40,374408.658492453,4946835.75333603
41,424596.383844098,4950380.12702782
42,424596.471867036,4950380.17448267
43,424612.785303132,4950401.70300133
44,424612.871682749,4950401.65261719
45,422722.653667436,4951550.96991293
46,422722.753667332,4951550.97005697
47,422761.865442265,4951560.9764688
48,422761.882660768,4951561.07497526
49,384992.982097105,4965988.58061967
50,384992.884456311,4965988.60221308
51,384943.291290514,4965992.44110566
52,384943.391270181,4965992.43908916
53,384883.569206468,4965992.64544062
54,384883.469226802,4965992.64745711
55,384833.871170565,4965994.48382351
56,384833.971169875,4965994.48345212
57,409724.627314214,4980516.29367581
58,409724.671059051,4980516.38360016
59,409731.748984467,4980561.52683728
60,409731.724096875,4980561.42998374
61,409378.868703813,4980605.03494808
62,409378.92356964,4980604.95134341
63,409407.686040696,4980570.43948186
64,409407.590358332,4980570.46854877
65,396516.421501428,4980039.76479626
66,396516.384725402,4980039.6718042
67,396499.464861791,4979993.84143442
68,396499.466209178,4979993.94142534
69,394766.151201726,4971390.07699858
70,394766.051209875,4971390.07827525
71,394718.868387741,4971400.85006833
72,394718.968371751,4971400.84828011
73,394617.558506311,4971394.59538637
74,394617.458510971,4971394.59635178
75,394568.760460364,4971387.49498826
76,394568.853109282,4971387.5326204
77,394565.871619038,4971248.8311282
78,394565.871555979,4971248.73112822
79,394562.873936641,4971199.27064681
80,394562.885436203,4971199.36998341
81,394078.635349914,4970299.96074446
82,394078.644030039,4970299.86112189
83,394082.424542024,4970250.43176685
84,394082.343465723,4970250.4903043
85,394421.921151153,4970081.12993468
86,394421.922644113,4970081.02994582
87,394422.578741597,4970031.44462766
88,394422.577865243,4970031.54462382
89,394278.533013842,4969430.17673597
90,394278.476566263,4969430.09419101
91,394270.875304628,4969382.50908247
92,394270.911193411,4969382.60242054
93,381911.324235119,4960500.19864515
94,381911.423415902,4960500.18587126
95,381960.461350237,4960502.97098234
96,381960.361350595,4960502.97124988
97,382892.698598023,4958608.49711048
98,382892.707375613,4958608.39749645
99,382891.912635663,4958559.79508672
100,382891.914571009,4958559.89506799
101,418748.635601398,4957985.91750263
102,418748.554824217,4957985.97645216
103,418708.243957938,4958014.75876249
104,418708.324138026,4958014.69900336
105,418654.215573979,4958053.00519801
106,418654.134514619,4958053.06375892
107,418614.070161774,4958082.0080403
108,418614.151221134,4958081.94947939
109,418317.869534619,4958302.17619921
110,418317.787239173,4958302.23300994
111,418280.159054921,4958334.30093508
112,418280.234092543,4958334.23483398
113,408143.714581523,4975616.48494682
114,408143.76833568,4975616.4006231
115,408177.397727356,4975580.33400847
116,408177.302965996,4975580.36595036
117,408370.744468792,4975410.15149195
118,408370.766129038,4975410.05386596
119,408397.425996481,4975371.08631148
120,408397.34651095,4975371.14699139
121,402679.391678716,4977796.4280831
122,402679.444197682,4977796.34298458
123,402708.087174268,4977756.00713611
124,402708.031755318,4977756.09037517
125,402842.876847732,4977104.33583779
126,402842.959719002,4977104.27987036
127,402884.094969383,4977077.00716925
128,402884.018079049,4977077.07110575
129,402977.69710999,4976390.0062296
130,402977.696122838,4976389.90623447
131,402956.378132184,4976345.64472439
132,402956.455515833,4976345.70806293
133,402725.858184897,4975787.90305595
134,402725.784622953,4975787.83531645
135,402688.172846259,4975755.49751185
136,402688.264218146,4975755.53814654
137,402290.899151395,4975336.10631563
138,402290.899006948,4975336.00631574
139,402296.826443508,4975287.74124336
140,402296.810410172,4975287.83994965
141,402776.939130566,4978607.94881558
142,402776.839399842,4978607.94148193
143,402736.265859463,4978608.01922661
144,402736.365824829,4978608.01659494
145,400043.959046152,4972021.02341719
146,400044.000178523,4972020.93226825
147,400065.373144909,4971976.25702845
148,400065.329192357,4971976.34685146
149,400086.028617565,4971933.60969642
150,400086.069242179,4971933.51832005
151,400113.984758648,4971892.79491751
152,400113.921313337,4971892.87221364
153,400648.889910991,4971811.88974514
154,400648.952967292,4971811.81213133
155,400683.124672365,4971778.30671606
156,400683.076703506,4971778.39445994
157,400673.995625585,4971742.79624654
158,400674.095596287,4971742.798667
159,400697.517201497,4971734.94657299
160,400697.445190381,4971735.01595886
161,419841.70176745,4958798.13763097
162,419841.654456652,4958798.22573141
163,419832.391227794,4958846.98108851
164,419832.391232539,4958846.88108851
165,419965.318740881,4959249.47550645
166,419965.393734959,4959249.54165695
167,420001.812150322,4959281.71018873
168,420001.743281335,4959281.63768312
169,409807.188944924,4977800.5131407
170,409807.171160111,4977800.41473491
171,409795.837617764,4977752.75160413
172,409795.862703282,4977752.84840659
173,409627.155992698,4977608.79246654
174,409627.060857928,4977608.7616546
175,409579.92894503,4977594.56499102
176,409580.021724165,4977594.60230097
177,409572.924282152,4977592.44855711
178,409572.828250609,4977592.42066548
179,409527.335739175,4977573.88955237
180,409527.432755009,4977573.91379959
181,409498.093980748,4977560.06391948
182,409497.994171537,4977560.05774522
183,409453.254995198,4977538.60508218
184,409453.331376276,4977538.6696262
185,409319.108581304,4977314.75688587
186,409319.096209361,4977314.65765414
187,409295.51302053,4977272.93627045
188,409295.595712958,4977272.99250178
189,408479.963844987,4976923.45183223
190,408479.888095965,4976923.38654758
191,408436.815085567,4976899.36062362
192,408436.906902934,4976899.40024143
193,408432.312443972,4976897.41780141
194,408432.220626605,4976897.3781836
195,408388.54353191,4976874.66263375
196,408388.637584819,4976874.69660507
197,408342.617193699,4976843.26665013
198,408342.538923589,4976843.20441035
199,408301.883722255,4976815.30024996
200,408301.960692039,4976815.3640908
201,408149.425810298,4976707.85415341
202,408149.353657142,4976707.78491525
203,408108.944317586,4976679.45174053
204,408109.003650812,4976679.53223629
205,413575.102985401,4960566.74742286
206,413575.202962603,4960566.74955805
207,413624.669338792,4960564.8202124
208,413624.56936159,4960564.81807721
209,414161.518787302,4960454.89730871
210,414161.615359005,4960454.92326842
211,414208.296634627,4960464.62897006
212,414208.200738686,4960464.60061572
213,414588.0444399,4960434.07129022
214,414588.113538432,4960433.99900335
215,414618.588921806,4960394.80529747
216,414618.520602253,4960394.87832102
217,414673.195568529,4960323.23053013
218,414673.256625145,4960323.15133361
219,414703.437108058,4960284.00423477
220,414703.376051442,4960284.0834313
221,385039.518943163,4954608.78200854
222,385039.618655902,4954608.77443427
223,385088.262157874,4954616.00018647
224,385088.234233524,4954615.90416444
225,385733.385094902,4954453.71459768
226,385733.433029664,4954453.62683517
227,385760.002803858,4954411.60779343
228,385759.959912578,4954411.69812802
229,385855.6035585,4954194.06637546
230,385855.642854783,4954193.97442002
231,385859.204960085,4954144.69136357
232,385859.207925758,4954144.79131958
233,412216.184807344,4955603.54169505
234,412216.248717979,4955603.61726046
235,412253.975804053,4955634.68657636
236,412253.890420347,4955634.63452233
237,413193.047356206,4955807.32796709
238,413193.132001245,4955807.27472033
239,413239.103317329,4955788.63003586
240,413239.016711353,4955788.68002991
241,412598.969907764,4960010.9199456
242,412599.061993652,4960010.9589352
243,412644.780565394,4960030.31639603
244,412644.688479506,4960030.27740643
245,412667.111425121,4960038.96804457
246,412667.199172842,4960039.0160064
247,412712.400700877,4960059.18672455
248,412712.312953156,4960059.13876272
249,394115.399625303,4975330.30558512
250,394115.498430136,4975330.29017068
251,394165.06257173,4975326.45000835
252,394164.962678662,4975326.45463166
253,411260.4175821,4980306.04952128
254,411260.510424143,4980306.08667441
255,411307.537363344,4980306.20234033
256,411307.443388114,4980306.23652594
257,411535.283569973,4980356.20562324
258,411535.383446988,4980356.21058124
259,411583.975000051,4980355.57233165
260,411583.875818153,4980355.58509687
261,412350.759139096,4979648.80558057
262,412350.734725123,4979648.70860656
263,412340.938767392,4979600.19911746
264,412340.958921899,4979600.29706539
265,412319.748874903,4979349.25392728
266,412319.749471218,4979349.15392906
267,412321.00311618,4979299.52006429
268,412320.975226734,4979299.61609647
269,412448.012347266,4979267.8864193
270,412448.110551429,4979267.86755286
271,412496.681029832,4979267.88669444
272,412496.581032725,4979267.88593386
273,412742.366405714,4979282.5788102
274,412742.466389923,4979282.58058727
275,412792.085279527,4979283.17989011
276,412791.985531414,4979283.18698335
277,413288.338641659,4979457.86444721
278,413288.432776473,4979457.8981909
279,413328.149200843,4979484.02651055
280,413328.079142678,4979483.95515333
281,411833.332654107,4972305.20747477
282,411833.237996361,4972305.17522711
283,411787.023519263,4972287.44536611
284,411787.122666283,4972287.45839947
285,419853.99829023,4972422.63623524
286,419854.049474759,4972422.55032747
287,419877.880632123,4972379.00211342
288,419877.844057276,4972379.09518479
289,411195.019204905,4971711.46806614
290,411195.103246833,4971711.52225981
291,411238.313859914,4971732.00105321
292,411238.227899287,4971731.94995751
