395799.822447076,4887165.43900091
395782.127009183,4887188.21175862
395601.960096932,4887425.85901482
394900.459881178,4887606.71593883
394478.672450352,4887836.99151946
394471.956694816,4887842.98112274
394222.279106136,4887919.96832807
394144.391985559,4887890.50681327
394142.596997875,4887889.62926469
394134.390625484,4887885.93934079
393968.23876717,4887812.36889181
388537.627845772,4877586.39561762
388496.042286335,4877615.76488842
388478.067545921,4877610.13819858
388451.729277322,4877606.21918492
388443.717938118,4877621.28638068
388464.062796563,4877668.6132664
388495.883076245,4877700.03613481
388554.539974821,4877744.13274068
388575.005544555,4877814.71370749
388553.840963415,4877894.414083
388538.28325652,4877969.5522141
388539.870292623,4878101.70351426
388547.307113269,4878151.549824
388547.537460527,4878207.98609093
388550.199424239,4878249.71668932
388598.994693063,4878323.04666875
388614.004578835,4878332.21733737
388672.644453901,4878390.82959999
388744.395916042,4878470.36325735
389020.351454449,4878719.09080363
390042.323837241,4880764.78923935
390178.219437017,4880837.04982903
390947.867509799,4881412.57308149
390935.743315063,4881542.48621485
390936.994011219,4881601.16036559
390729.962503045,4882207.93375601
390578.466745121,4882441.54970615
397373.695984787,4879107.93980678
397355.81755887,4879109.93399741
397037.010524569,4879074.9398269
397034.201902815,4879073.89035883
396910.688708221,4879027.97785259
396882.20073106,4879018.8127089
396879.364059171,4879017.85047041
397912.078062087,4885095.81945637
397883.034122702,4885007.55772629
397881.087686737,4885001.88716759
397871.414944351,4884973.62834588
396858.985131752,4884462.70492017
396663.158613213,4884434.82122132
396521.759635692,4884331.11664453
396440.186790818,4884248.59659082
396400.123162221,4884215.62742625
396110.028077538,4884067.89437487
395606.072099401,4883186.76178473
399298.785009234,4887121.4457394
399293.975226132,4887141.15117588
398163.837880734,4887403.99073418
399301.576071879,4887122.49075451
395571.107741593,4890134.98112205
395371.660058887,4889915.06324982
396357.531806297,4886797.11245125
393473.789234891,4887704.09189018
393470.86234228,4887693.49146579
393143.801416104,4887404.21229724
393213.063709028,4887035.35172232
393626.426265293,4886531.49189514
393481.783438228,4887716.2237134
392299.440693292,4887650.83678533
391898.58382271,4887233.35702935
391458.687796687,4886547.72632674
390850.183105182,4886430.03200118
392063.790233609,4888917.82240683
391877.896219831,4888992.85322262
391722.82973459,4889052.20917245
391676.301707554,4889055.67895706
391665.961601566,4889061.8748513
399448.845684663,4885167.95100153
399450.466161288,4885170.85434787
401692.380192465,4885020.89448315
399725.119559773,4885222.94552764
402746.06947193,4884001.77178039
402418.161556461,4883284.65699468
402250.48128274,4882817.774866
402066.044684897,4882481.77802636
401587.489777802,4881801.79642036
401542.022179224,4881759.64496239
400706.223099066,4881354.43348625
400442.295032453,4880793.35400167
400489.045953139,4880747.27504448
400491.01494657,4880745.01178118
400511.117051116,4880724.14863101
400720.067322867,4880083.04720193
400760.000268172,4879049.77820835
399489.894964355,4879155.88191882
399487.694553631,4879157.91559767
399350.419918746,4879294.90728123
399335.738008602,4879296.90719494
398950.960174986,4879260.91732113
398923.783041235,4879270.76057617
398634.981696985,4879460.11298658
398651.837067003,4879545.23327677
398652.827698577,4879550.1339597
398653.818330151,4879555.03464263
398658.679292509,4879687.95293217
398586.917773845,4879722.92718155
398438.694503432,4879793.97851312
398432.803796241,4879792.8397628
398043.060615263,4879571.97251937
397822.480474597,4879445.93619289
397819.015411543,4879443.9381723
397653.162005828,4879347.66833345
400899.943902918,4885900.98815528
400890.801659645,4885905.98417031
399301.576071879,4887122.49075451
398061.957137665,4887427.01218785
397439.150354572,4887524.35843209
396499.818127118,4888408.85498557
396316.040598364,4889593.10057532
396320.031500199,4890005.64783109
396320.475505097,4890602.82997192
396318.407968544,4890396.37688399
393379.787115077,4887789.50664895
393237.77114125,4884825.47232075
393239.962146267,4884394.57919486
393186.24537575,4884154.27536843
393748.524309627,4879575.06879778
393755.842023514,4879578.17158396
393765.612957322,4879585.01503557
393780.999238406,4879687.5696634
395537.002373073,4879571.85088428
395912.416787086,4878365.2436809
397527.140914277,4878451.49654802
390626.244536288,4876362.87080334
390619.136561381,4876383.197667
391031.815317388,4877044.85969231
397530.017977249,4878317.01106872
397532.815398055,4878316.04651901
397727.925248701,4878311.94197591
397078.465298709,4887033.71110064
396477.260163707,4886811.31892593
395799.822447076,4887165.43900091
395782.127009183,4887188.21175862
395601.960096932,4887425.85901482
394900.459881178,4887606.71593883
394478.672450352,4887836.99151946
394471.956694816,4887842.98112274
394222.279106136,4887919.96832807
394144.391985559,4887890.50681327
394142.596997875,4887889.62926469
394134.390625484,4887885.93934079
393968.23876717,4887812.36889181
397527.140914277,4878451.49654802
397343.973136693,4890868.39762316
397824.778141412,4890793.07073943
397869.984998749,4890805.18391604
397872.829225306,4890806.12352025
397876.691223072,4890807.16034478
397336.33561972,4890890.02059634
405828.983804147,4887773.16043262
396896.469451707,4877941.16707569
396896.84352486,4878297.18486631
397341.867058596,4890943.09775508
397341.883273485,4890953.97921287
