cat,a_cat,a_osm_id,a_code,a_fclass,a_name,a_ref,a_oneway,a_maxspeed,a_layer,a_bridge,a_tunnel,b_cat,to_x,to_y
53,44876,"18021238",5113,"primary","State Highway 30","MN 30","B",96,0,"F","F",1,440806.31513527,4860080.78201131
54,42316,"18018264",5122,"residential","526th Avenue",,"B",0,0,"F","F",1,406333.235600032,4873329.95835074
55,45854,"18022473",5122,"residential","618th Avenue",,"B",0,0,"F","F",1,434413.827306426,4875751.36058619
56,45854,"18022473",5122,"residential","618th Avenue",,"B",0,0,"F","F",1,434421.59261874,4876447.30104197
57,393891,"254446807",5122,"residential","230th Street",,"B",0,0,"F","F",1,394564.077232555,4852544.99738616
58,255235,"18276521",5122,"residential","15th Street",,"B",0,0,"F","F",1,440989.159257451,4889131.7127604
59,41318,"18017056",5122,"residential","T-7",,"B",0,0,"F","F",1,410901.353353475,4856398.04947541
60,43232,"18019333",5122,"residential","108th Street",,"B",0,0,"F","F",1,409987.383248258,4858027.26656769
61,255490,"18276808",5122,"residential","240th Avenue",,"B",0,0,"F","F",1,441121.207309162,4861685.59359334
62,390149,"249223182",5122,"residential","20th Street",,"B",0,0,"F","F",1,441555.279426119,4860699.96642029
63,43957,"18020206",5115,"tertiary","592nd Avenue","CR 16","B",0,0,"F","F",1,426398.822228766,4875873.01244778
64,44030,"18020292",5122,"residential","127th Street",,"B",0,0,"F","F",1,437564.193446136,4863339.49329232
65,581231,"763471742",5115,"tertiary","626th Avenue","CR 161","B",88,0,"F","F",1,436737.915771268,4863702.32837173
66,46187,"18022900",5115,"tertiary","County Road 30","CR 30","B",88,0,"F","F",1,393652.409101107,4885883.75452917
67,93851,"18082515",5115,"tertiary","245th Street","CR 110","B",0,0,"F","F",1,419031.365633722,4854620.84892825
68,94416,"18083216",5122,"residential","235th Street",,"B",0,0,"F","F",1,418882.796057187,4853012.10730814
69,93631,"18082238",5122,"residential","230th Street",,"B",0,0,"F","F",1,421063.586686617,4852181.65046667
70,92911,"18081360",5122,"residential","240th Street",,"B",0,0,"F","F",1,421000.697382669,4853791.19824811
71,307028,"115304136",5115,"tertiary","220th Street","CR 116","B",0,0,"F","F",1,419932.698358678,4850582.27349785
72,87730,"18075264",5141,"service",,,"B",0,0,"F","F",1,419577.60929683,4849786.23734498
73,255232,"18276518",5122,"residential","15th Street",,"B",0,0,"F","F",1,440906.557219112,4880727.4522436
74,809532,"1110452646",5115,"tertiary","County Road 37","CR 37","B",88,1,"T","F",1,438477.663110543,4880407.07043821
75,255032,"18276276",5115,"tertiary","360th Avenue","CR 2","B",80,0,"F","F",1,440812.663323537,4881011.88013678
76,41877,"18017782",5115,"tertiary","County Road 28","CR 28","B",88,0,"F","F",1,430420.066594399,4878248.59269679
77,44847,"18021208",5113,"primary","State Highway 30","MN 30","B",88,0,"F","F",1,409434.019206142,4860056.11377219
78,42239,"18018180",5122,"residential","119th Street",,"B",0,0,"F","F",1,412039.130487479,4861226.96125269
79,255490,"18276808",5122,"residential","240th Avenue",,"B",0,0,"F","F",1,439579.521694806,4861695.69005186
80,581231,"763471742",5115,"tertiary","626th Avenue","CR 161","B",88,0,"F","F",1,436720.405858662,4861079.84700582
81,44876,"18021238",5113,"primary","State Highway 30","MN 30","B",96,0,"F","F",1,436316.494556754,4860133.76464606
82,596893,"779704349",5141,"service",,,"B",0,0,"F","F",1,432489.555704049,4862627.05603541
83,41402,"18017148",5122,"residential","620th Avenue",,"B",0,0,"F","F",1,435122.119780278,4862545.62741568
84,46100,"18022792",5122,"residential","127th Street",,"B",0,0,"F","F",1,434007.290578644,4863364.82325304
85,43341,"18019469",5122,"residential","T 162",,"B",0,0,"F","F",1,433431.510449431,4881895.1265477
86,295308,"63400319",5122,"residential","505th Avenue",,"B",0,0,"F","F",1,400088.180555398,4886450.15045294
87,42273,"18018214",5122,"residential","111th Street",,"B",0,0,"F","F",1,401891.887477853,4858911.89172751
88,44735,"18021081",5122,"residential","507th Avenue",,"B",0,0,"F","F",1,400501.779057062,4860601.3691223
89,809843,"1111141326",5113,"primary","State Highway 30","MN 30","B",88,1,"T","F",1,398513.899066735,4860980.53447943
90,45491,"18022014",5122,"residential","594th Avenue",,"B",0,0,"F","F",1,427283.416907033,4884397.22967416
91,811501,"1113746804",5122,"residential","599th Avenue","CR 174","B",0,0,"F","F",1,428876.03683239,4883459.84272119
92,814428,"1118509924",5113,"primary","US Highway 169","US 169","B",96,0,"F","F",1,406160.060926407,4873115.11820156
93,44177,"18020459",5122,"residential","521st Avenue",,"B",0,0,"F","F",1,404655.887200871,4871840.3991362
94,938247,"1338657603",5141,"service",,,"B",0,0,"F","F",1,426217.680747026,4899015.84984552
95,43293,"18019409",5115,"tertiary","County Road 2","CR 2","B",0,0,"F","F",1,425082.225672715,4898885.93131148
96,43293,"18019409",5115,"tertiary","County Road 2","CR 2","B",0,0,"F","F",1,426640.189246206,4898918.74617977
97,43518,"18019710",5122,"residential","584th Avenue",,"B",0,0,"F","F",1,423835.739836246,4861094.49639625
98,946436,"1359359778",5154,"path",,,"B",0,1,"T","F",1,443186.334243108,4886283.32619849
99,46224,"18022946",5115,"tertiary","County Road 32","CR 32","B",0,0,"F","F",1,396716.428353201,4878927.85867014
100,295325,"63566651",5115,"tertiary","510th Avenue","CR 20","B",88,0,"F","F",1,401654.110682365,4881833.12274718
101,45239,"18021669",5122,"residential","179th Street",,"B",0,0,"F","F",1,400783.130925271,4879847.69599683
102,41663,"18017533",5122,"residential","499th Avenue",,"B",0,0,"F","F",1,398378.606529991,4879769.51764637
103,42133,"18018061",5115,"tertiary","164th Street","CR 10","B",88,0,"F","F",1,434400.765367685,4874659.21891932
104,295339,"63988220",5115,"tertiary","615th Avenue","CH 14","B",88,0,"F","F",1,433588.960240478,4874006.20160239
105,810823,"1112543284",5122,"residential","613th Lane",,"B",0,0,"F","F",1,432782.460647028,4873584.62735504
106,45715,"18022281",5122,"residential","T-181",,"B",0,0,"F","F",1,397749.777491479,4884728.82551444
107,814423,"1118509901",5122,"residential","499th Avenue","CR 109","B",88,0,"F","F",1,398466.331184418,4885309.38771247
108,295307,"63400216",5115,"tertiary","County Road 6","CR 6","B",0,0,"F","F",1,401663.848810826,4885019.99893813
109,42295,"18018239",5122,"residential","505th Avenue",,"B",0,0,"F","F",1,400070.877220868,4885167.18035412
110,41615,"18017469",5122,"residential","472nd Avenue",,"B",0,0,"F","F",1,390405.252531427,4895676.71971963
111,45573,"18022109",5122,"residential","232nd Street",,"B",0,0,"F","F",1,390765.962660983,4896155.21005598
112,45027,"18021434",5122,"residential","478th Avenue",,"B",88,0,"F","F",1,392073.202721301,4887233.56580861
113,295347,"63996666",5115,"tertiary","206th Street","CR 22","B",88,0,"F","F",1,393057.324912745,4888041.2097493
114,295329,"63738752",5115,"tertiary","185th Street","CR 15","B",0,0,"F","F",1,429895.315747948,4881136.20185909
115,42840,"18018858",5122,"residential","602nd Avenue",,"B",0,0,"F","F",1,429653.241940733,4880554.45351847
116,826162,"1157010004",5122,"residential","380th Avenue",,"B",0,0,"F","F",1,442163.978587631,4884243.79553331
117,151738,"18152795",5115,"tertiary","240th Street","CR 52","B",0,0,"F","F",1,395083.721708094,4854142.49599976
118,393900,"254447431",5122,"residential",,,"B",0,0,"F","F",1,395718.618349666,4855813.04015478
119,42907,"18018938",5121,"unclassified","105th Street",,"B",0,0,"F","F",1,395940.36563858,4857413.39110982
120,41402,"18017148",5122,"residential","620th Avenue",,"B",0,0,"F","F",1,435171.414011661,4869064.60740689
121,810767,"1112543210",5141,"service",,,"B",0,0,"F","F",1,433555.67866734,4866765.59002388
122,295338,"63988172",5115,"tertiary","615th Avenue","CH 14;CH 21","B",88,0,"F","F",1,433526.147763703,4866273.68756233
123,41402,"18017148",5122,"residential","620th Avenue",,"B",0,0,"F","F",1,435130.347478956,4865383.23204032
124,43341,"18019469",5122,"residential","T 162",,"B",0,0,"F","F",1,434301.963605752,4881880.06849497
125,42140,"18018068",5115,"tertiary","164th Street","CR 13","B",88,0,"F","F",1,406768.236434504,4874951.64974859
126,44317,"18020615",5122,"residential","158th Street",,"B",0,0,"F","F",1,406737.958195469,4873341.1643208
127,634229,"833218740",5122,"residential","499th Avenue",,"B",88,0,"F","F",1,398496.115992633,4887408.03136347
128,42898,"18018927",5122,"residential","129th Street",,"B",0,0,"F","F",1,432617.481070658,4864196.77475229
129,41358,"18017099",5122,"residential","T-314",,"B",0,0,"F","F",1,436909.838807547,4883870.46268542
130,42068,"18017989",5122,"residential","T-164",,"B",0,0,"F","F",1,435118.597585469,4882673.59521149
131,293478,"59573731",5113,"primary","State Highway 22","MN 22","B",96,0,"F","F",1,423169.893822399,4874279.36583629
132,43463,"18019635",5122,"residential","586th Lane",,"B",0,0,"F","F",1,424776.608482479,4874743.65204518
133,251533,"18272378",5115,"tertiary",,"CH 18","B",0,0,"F","F",1,442028.970354132,4889058.80969554
134,255490,"18276808",5122,"residential","240th Avenue",,"B",0,0,"F","F",1,440051.921957213,4861689.50045706
135,298181,"81177408",5114,"secondary","430th Avenue","CH 13","B",88,0,"F","F",1,419402.683035574,4854827.03035254
136,92493,"18080816",5122,"residential","440th Avenue",,"B",0,0,"F","F",1,420608.95452923,4854753.97846831
137,42779,"18018790",5122,"residential","494th Avenue",,"B",0,0,"F","F",1,396939.993657152,4890892.0590865
138,44520,"18020839",5122,"residential","206th Street",,"B",0,0,"F","F",1,396871.648787625,4887971.04218676
139,42057,"18017977",5122,"residential","T-163",,"B",0,0,"F","F",1,433253.57002336,4883504.37725503
140,808418,"1108775650",5141,"service",,,"B",0,0,"F","F",1,423849.062897387,4860567.26848106
141,41336,"18017075",5122,"residential","111th Street",,"B",0,0,"F","F",1,423980.904782991,4858664.15767804
142,255181,"18276453",5122,"residential","415th Avenue",,"B",0,0,"F","F",1,439777.683159001,4889885.37577322
143,255181,"18276453",5122,"residential","415th Avenue",,"B",0,0,"F","F",1,440792.231707883,4889875.60790235
144,255181,"18276453",5122,"residential","415th Avenue",,"B",0,0,"F","F",1,439928.509192952,4889882.10831674
145,255235,"18276521",5122,"residential","15th Street",,"B",0,0,"F","F",1,440987.791935345,4889914.99528379
146,151738,"18152795",5115,"tertiary","240th Street","CR 52","B",0,0,"F","F",1,398856.333364161,4854089.94578806
147,152175,"18153256",5121,"unclassified","300th Avenue",,"B",0,0,"F","F",1,398054.20145421,4851650.51184749
148,41942,"18017854",5122,"residential","473rd Avenue","CR 123","B",0,0,"F","F",1,390366.281862474,4880832.49118011
149,295345,"63996649",5112,"trunk","MN 60 W","MN 60","F",104,0,"F","F",1,390946.34064696,4881472.29092413
150,45535,"18022069",5122,"residential","240th Street",,"B",0,0,"F","F",1,436752.792961203,4897965.01655042
151,45405,"18021893",5122,"residential","T-393",,"B",0,0,"F","F",1,398583.126564653,4892779.90173093
152,45402,"18021890",5142,"track","T-393",,"B",0,0,"F","F",1,398582.003457222,4892783.87954452
153,42907,"18018938",5121,"unclassified","105th Street",,"B",0,0,"F","F",1,392339.933245563,4857479.59360731
154,152707,"18153818",5121,"unclassified","250th Avenue",,"B",0,0,"F","F",1,390013.97310482,4853121.55248563
155,44656,"18020993",5122,"residential","137th Street","CR 164","B",0,0,"F","F",1,423930.637344132,4866676.97497283
156,44521,"18020840",5122,"residential","206th Street",,"B",0,0,"F","F",1,436349.196342742,4887500.99062619
157,40732,"18016335",5141,"service",,,"B",0,0,"F","F",1,432681.793380448,4894976.31589049
158,42402,"18018358",5112,"trunk","State Highway 60","MN 60","F",104,0,"F","F",1,406189.553436768,4887566.8840247
159,295373,"64168491",5114,"secondary","586th Avenue","CR 12","B",88,0,"F","F",1,424901.437527074,4889140.37200554
160,869910,"1228702076",5152,"cycleway",,,"B",0,0,"F","F",1,424922.735239073,4889132.80674099
161,869927,"1228702094",5152,"cycleway",,,"B",0,0,"F","F",1,424437.72535474,4889574.71692559
162,42836,"18018854",5122,"residential","602nd Avenue","CR 157","B",0,0,"F","F",1,429442.475413285,4858022.40918603
163,41877,"18017782",5115,"tertiary","County Road 28","CR 28","B",88,0,"F","F",1,430447.947565526,4879391.96107305
164,43696,"18019917",5122,"residential","515th Avenue",,"B",0,0,"F","F",1,403054.560593762,4872064.60461814
165,295345,"63996649",5112,"trunk","MN 60 W","MN 60","F",104,0,"F","F",1,399249.50135638,4883799.45674264
166,810438,"1111917201",5141,"service",,,"B",0,0,"F","F",1,419021.835832808,4853417.64850218
167,46044,"18022719",5114,"secondary","State Highway 83","MN 83","B",96,0,"F","F",1,434717.067878911,4876463.01783979
168,46084,"18022771",5122,"residential","169th Street",,"B",0,0,"F","F",1,434398.981260632,4876265.16301934
169,46108,"18022802",5122,"residential","T-111",,"B",0,0,"F","F",1,437674.134057663,4880498.39773561
170,151618,"18152666",5121,"unclassified","280th Avenue",,"B",0,0,"F","F",1,394843.531452657,4852205.61643463
171,390149,"249223182",5122,"residential","20th Street",,"B",0,0,"F","F",1,441563.193418549,4861995.81803238
172,40406,"18015880",5141,"service",,,"B",0,0,"F","F",1,393303.894165694,4885615.88189827
173,45715,"18022281",5122,"residential","T-181",,"B",0,0,"F","F",1,393245.097194119,4884801.54011542
174,46187,"18022900",5115,"tertiary","County Road 30","CR 30","B",88,0,"F","F",1,393683.437883338,4887753.72407875
175,46044,"18022719",5114,"secondary","State Highway 83","MN 83","B",96,0,"F","F",1,429890.868982012,4882732.17112071
176,255032,"18276276",5115,"tertiary","360th Avenue","CR 2","B",80,0,"F","F",1,440645.134890539,4881014.23293982
177,45079,"18021493",5122,"residential","542nd Avenue",,"B",0,0,"F","F",1,411012.803945842,4860829.76733455
178,41704,"18017595",5122,"residential",,,"B",0,0,"F","F",1,438332.336952619,4861366.7204245
179,43782,"18020011",5122,"residential","124th Street","CR 159","B",0,0,"F","F",1,432264.834940455,4862591.99262832
180,42898,"18018927",5122,"residential","129th Street",,"B",0,0,"F","F",1,433395.748099799,4864181.82299797
181,41075,"18016774",5122,"residential","513th Avenue",,"B",0,0,"F","F",1,402083.708814018,4858618.24710311
182,43293,"18019409",5115,"tertiary","County Road 2","CR 2","B",0,0,"F","F",1,426328.525765855,4898921.851725
183,137618,"18136828",5122,"residential","333rd Avenue",,"B",0,0,"F","F",1,425418.055146739,4899279.69538269
184,941901,"1347702248",5154,"path",,,"B",0,0,"F","F",1,443210.490062051,4886167.44201745
185,941900,"1347702247",5154,"path",,,"B",0,1,"T","F",1,443203.675763174,4886395.77153763
186,41566,"18017375",5115,"tertiary","489th Avenue","CR 6","B",88,0,"F","F",1,395274.556286749,4887574.08276342
187,46133,"18022832",5122,"residential","480th Avenue",,"B",0,0,"F","F",1,392486.16960313,4888620.87399383
188,251815,"18272697",5141,"service",,,"B",0,0,"F","F",1,442060.435880056,4882633.30476602
189,255052,"18276298",5115,"tertiary","West Elysian Lake Road","CH 18","B",0,0,"F","F",1,442152.907957329,4886188.59799718
190,151618,"18152666",5121,"unclassified","280th Avenue",,"B",0,0,"F","F",1,394859.319940168,4853758.14039575
191,45862,"18022486",5122,"residential","618th Avenue",,"B",0,0,"F","F",1,434363.765343157,4868673.96814762
192,41726,"18017622",5115,"tertiary","137th Street","CH 21","B",88,0,"F","F",1,433557.661914827,4866620.05328643
193,41733,"18017629",5115,"tertiary","132nd Street","CH 21","B",88,0,"F","F",1,432830.342236766,4864989.94880501
194,45862,"18022486",5122,"residential","618th Avenue",,"B",0,0,"F","F",1,434329.524964599,4865666.60531947
195,45557,"18022091",5115,"tertiary","County Road 49","CR 49","B",0,0,"F","F",1,434480.750148262,4881860.93028324
196,45891,"18022521",5122,"residential","613th Avenue",,"B",0,0,"F","F",1,432712.031366632,4864368.87416884
197,390139,"249217398",5122,"residential","410th Avenue",,"B",0,0,"F","F",1,442024.868190508,4889063.9655328
198,41894,"18017799",5115,"tertiary","119th Street","CR 29","B",88,0,"F","F",1,423854.286603313,4861078.55297128
199,44680,"18021019",5122,"residential","113th Street","CR 154","B",0,0,"F","F",1,424145.967618159,4859465.90879407
200,152198,"18153279",5121,"unclassified","290th Avenue",,"B",0,0,"F","F",1,396449.565227547,4852086.51749154
201,393891,"254446807",5122,"residential","230th Street",,"B",0,0,"F","F",1,398090.40036438,4852493.05647369
202,45405,"18021893",5122,"residential","T-393",,"B",0,0,"F","F",1,398572.895163932,4892416.9194089
203,393893,"254446832",5115,"tertiary","250th Avenue","CH 51","B",0,0,"F","F",1,390044.389177946,4854207.6272259
204,293590,"59825392",5112,"trunk",,"US 14","F",104,0,"F","F",1,436401.250467114,4888618.42595883
205,447770,"463742177",5122,"residential","Prairie Rose Drive",,"B",48,0,"F","F",1,424595.955186149,4889471.4884281
206,809427,"1110426821",5113,"primary","Victory Drive","MN 22","F",96,0,"F","F",1,424119.772423416,4889609.05739736
207,44524,"18020843",5122,"residential","T-137",,"B",0,0,"F","F",1,430432.483195246,4879390.14946946
208,42413,"18018370",5112,"trunk","MN 60 E","MN 60","F",104,0,"F","F",1,399249.131246768,4883770.9563478
209,151387,"18152408",5121,"unclassified","220th Street",,"B",0,0,"F","F",1,395617.077326878,4850925.47587975
210,255521,"18276869",5122,"residential","6th Street",,"B",0,0,"F","F",1,439496.93511051,4880291.58950336
211,42740,"18018740",5115,"tertiary","615th Avenue","CH 14","B",88,0,"F","F",1,433512.600029417,4864088.66246183
212,42761,"18018766",5122,"residential","East Humphrey Street",,"B",0,0,"F","F",1,402928.891380092,4884460.61290395
213,45839,"18022457",5122,"residential","East Watonwan Street",,"B",0,0,"F","F",1,402777.218653732,4884133.57077505
214,255578,"18276930",5122,"residential","370th Avenue",,"B",0,0,"F","F",1,442055.291900362,4882625.66008607
215,308567,"118665743",5111,"motorway",,"US 14","F",104,0,"F","F",1,442185.268510514,4884516.85203042
216,151738,"18152795",5115,"tertiary","240th Street","CR 52","B",0,0,"F","F",1,390023.913950884,4854188.02670143
217,287023,"44449191",5112,"trunk",,"US 14","F",104,0,"F","F",1,436400.522067858,4888589.49875183
218,605717,"798040688",5122,"residential","Prairie Winds Drive",,"F",0,0,"F","F",1,424442.397803562,4889573.99724151
219,380885,"231172701",5113,"primary","State Highway 22","MN 22","F",96,0,"F","F",1,424092.89874105,4889591.38545916
220,43410,"18019562",5115,"tertiary","County Road 9","CR 9","B",0,0,"F","F",1,402705.004563224,4883851.80326907
221,45214,"18021643",5122,"residential","South Grove Street",,"B",0,0,"F","F",1,402928.860126904,4884460.58200672
222,344044,"156900175",5111,"motorway",,"US 14","F",104,0,"F","F",1,442182.687752231,4884484.00949191
223,287013,"44447463",5114,"secondary","Old Highway 14","CR 14","B",0,0,"F","F",1,442214.648039827,4885029.10604296
224,634305,"833606391",5122,"residential","Prairie Winds Drive",,"F",48,0,"F","F",1,424452.857081094,4889578.36396496
225,295388,"64219987",5122,"residential","East Prince Street",,"B",0,0,"F","F",1,402865.215073847,4884352.1324346
226,384099,"235588058",5141,"service",,,"B",0,0,"F","F",1,442184.710600635,4884509.69648937
227,40997,"18016682",5122,"residential","East Blue Earth Street",,"B",0,0,"F","F",1,402807.583585404,4884245.13386733
