from_cat,to_x,to_y,dist
663,398513.900315989,4860980.01592196,0.0496957057005292
691,390766.030823294,4896155.63673207,0.939761180312904
704,390406.458647214,4895676.8234774,0.160952128840401
782,406332.923007312,4873329.97433979,1.25288996353669
783,404657.200411714,4871840.36346062,1.19626251024805
784,391409.817270696,4855880.28931044,1.33795984321685
785,406737.968206632,4873341.16354968,0.0337963683267055
787,410903.545765682,4856394.09319734,4.5027230554344
790,402865.024898503,4884351.76768343,1.23272682635947
791,402926.832347792,4884458.59137095,2.13548106340398
792,402806.855619325,4884241.52248985,0.18231251847036
793,429655.39027877,4880554.35311008,3.66794551863112
794,428975.269379306,4878671.22862359,1.23118031049591
801,400503.256999089,4860601.445982,0.619650896860261
803,403055.61358269,4872064.60456977,0.794605954112825
804,406768.119525138,4874952.66029695,0.732238969912477
806,424449.560161423,4889576.65569954,4.36846753860178
808,395940.369290704,4857413.2753655,1.23214838432464
810,400094.787739043,4886449.88476496,4.17986913436368
813,398732.6513847,4855759.62314905,1.4342872420867
814,425370.522775463,4868284.88833207,5.7733710070325
815,429443.040048148,4858022.41052181,6.77427581062527
816,406767.878038923,4874954.58200196,0.946424091397246
819,429889.342727224,4882732.19771996,0.342740228854521
820,429550.896299556,4858263.09383871,10.3590104209185
821,425430.830515344,4862062.95656416,20.4653848693856
2906,421421.509907337,4854894.88892087,6.55371692066856
12231,409433.994588881,4860055.16072571,3.73502804004393
14978,438476.977584253,4880407.036369,1.08163976507075
14980,442058.714728718,4882630.74098556,9.24532157327863
14981,440641.204149598,4881009.98000608,7.03372041330762
14982,439496.923971151,4880291.60342912,1.91020023830963
15049,442164.021800523,4884244.47841099,6.79776808401176
15051,442182.769476059,4884484.92900534,0.630431493262768
15444,388730.518256806,4878448.01988118,2.39302043073229
16903,401664.662073579,4885020.03073336,0.519919904269323
16913,391834.377608381,4894526.89882266,1.5998893844623
17275,393680.651413949,4887753.8222726,0.0763107948994099
17303,400783.122267949,4879847.00858663,0.457436410248146
17350,390023.089008448,4854185.85242303,6.27986694322244
17601,442152.921375208,4886189.54214618,0.316626866401534
17611,394863.845986349,4861555.52103107,15.2533497682669
17645,390018.672204753,4853119.77254354,8.89454563119203
17678,424253.173981004,4858304.11046479,26.5970285769805
17679,424851.766924854,4857312.63070688,5.79670485318286
17757,435169.723554058,4869064.10601856,0.691698738966262
17758,434364.653274059,4868674.00223155,8.95352225396807
17771,401892.404923522,4858909.91380164,6.52465873158897
18534,426615.896357153,4857632.34710763,13.7049667047958
18535,401653.293728618,4881832.79662328,1.44584298598509
18573,395277.232114715,4887573.99972178,2.61695601822131
18586,431058.289029023,4858145.95034,15.6722510915549
18587,398494.734952844,4887407.93544847,0.84387348688151
18588,398473.44742296,4885309.60312593,0.187952317805092
18605,397749.939495816,4884729.03709403,0.622976965406708
19851,402704.28497357,4883849.36621467,0.616592398241744
20098,409987.403704594,4858025.84678373,0.708314613562328
20251,438333.078411498,4861366.85228547,1.60853396951662
20728,411013.054470063,4860829.77703188,12.8539774988809
21367,406159.300693982,4873114.84254746,0.956964266743708
21478,395083.60487215,4854141.94137868,0.866461397992724
22198,412038.660983458,4861224.7135067,5.5768873502448
22993,392152.815920926,4894414.99392325,2.73780244673042
23674,437668.368089515,4880498.38929034,18.4153845650215
23704,402776.807322084,4884132.0281575,0.416726111842846
23871,402088.607948044,4858612.21847431,6.81488354021389
24159,389445.660013705,4879629.8468363,6.36912150377846
24228,392339.960169831,4857478.40703773,1.54532697755549
24229,392408.639320328,4857567.09648559,0.582172802445741
