lcat,along,x,y,across,x1,y1,cos,sin,angle,culvert,overwrite
102,0,241624.89670705146,5150308.436058167,9.0,241618.1337638679,5150314.374290185,0.7514381315082319,-0.659803557519522,48.715107306841894,0,0
102,10,241632.24504883448,5150315.28934679,10.0,241624.7306675145,5150321.887382359,0.7514381319989266,-0.6598035569606788,48.715107349452666,0,0
102,20,241639.766310304,5150321.86136785,10.0,241633.3039732821,5150329.492763543,0.6462337021878113,-0.7631395692510219,40.25823736096521,0,0
102,30,241647.3963968155,5150328.3225962,10.0,241640.93405978873,5150335.953991888,0.6462337026758982,-0.7631395688377053,40.2582373976103,0,0
102,40,241654.38024962533,5150335.546964119,9.0,241648.56414631053,5150342.415220247,0.6462337016453328,-0.7631395697103978,40.25823732023645,0,0
102,50,241662.65656983852,5150341.2450529,10.0,241656.19423281177,5150348.876448588,0.6462337026758982,-0.7631395688377053,40.2582373976103,0,0
102,60,241670.93088712168,5150346.938503097,11.0,241663.8602671348,5150355.365028656,0.6427836351714666,-0.7660477781155395,39.99970272946221,0,0
102,70,241678.63132735592,5150353.303485553,11.0,241671.6264522489,5150361.7847428145,0.6368068279111061,-0.7710233874052037,39.55412270329681,0,0
102,80,241685.703431663,5150360.4414847605,10.0,241679.33536338387,5150368.151718634,0.6368068279111061,-0.7710233874052037,39.55412270329681,0,0
102,90,241693.4123427985,5150366.80846058,10.0,241687.0442745145,5150374.51869445,0.6368068283970418,-0.7710233870038576,39.55412273940735,0,0
102,100,241701.121253934,5150373.1754364,10.0,241694.75318565487,5150380.885670274,0.6368068279111061,-0.7710233874052037,39.55412270329681,0,0
102,110,241708.830165069,5150379.54241222,10.0,241702.46209679003,5150387.252646094,0.636806827896814,-0.7710233874170079,39.554122702234736,0,0
102,120,241716.5390762045,5150385.909388039,10.0,241710.17100792038,5150393.619621909,0.6368068284113342,-0.7710233869920533,39.554122740469424,0,0
102,130,241724.88400036792,5150391.583128554,11.0,241717.4604299617,5150399.700431211,0.674870036929847,-0.7379366051730372,42.44405863939605,0,0
102,140,241731.5872304065,5150399.06860777,10.0,241724.8385300272,5150406.447973813,0.6748700379299679,-0.73793660425839,42.44405871704866,0,0
102,150,241739.1928078095,5150405.54948051,10.0,241732.96953695355,5150413.37705356,0.6223270855956234,-0.7827573050020405,38.4862704481987,0,0
102,160,241746.3967108919,5150412.554441065,9.0,241740.7957671214,5150419.59925681,0.6223270856098033,-0.7827573049907669,38.48627044923664,0,0
102,170,241754.84526814648,5150417.993887015,10.0,241748.62199723345,5150425.82146002,0.6223270913028998,-0.7827573004645004,38.48627086595636,0,0
102,179,241762.631131632,5150422.10539518,10.0,241758.61198243385,5150431.262165338,0.4019149198134824,-0.9156770157819415,23.69794406412386,0,1
102,180,241763.433114806,5150422.650566325,10.0,241756.43422344595,5150429.793081269,0.6998891360036357,-0.7142514944360175,44.41811004356568,0,0
102,190,241770.52114543598,5150429.376034212,12.0,241761.59166347806,5150437.392539185,0.7441234964924369,-0.668042080985824,48.08386906076091,0,0
102,200,241777.85169594674,5150435.426089615,11.0,241770.97158979892,5150444.00887118,0.6254641952563568,-0.7802528695572468,38.71626626651784,0,0
102,210,241784.52442419642,5150443.24151194,9.0,241779.64579306624,5150450.804511232,0.5420701255761038,-0.8403332547019111,32.82467275897422,0,0
102,220,241792.89165424532,5150448.656768263,9.0,241787.7810908058,5150456.065016459,0.567840382167938,-0.8231386884233848,34.59976592110045,0,0
102,230,241802.642029546,5150452.274555237,12.0,241795.37855051484,5150461.826616395,0.6052899192634911,-0.7960050964899638,37.24970713210045,0,0
102,240,241807.8035564225,5150461.46411631,10.0,241799.68821597972,5150467.307167696,0.8115340442767338,-0.5843051385875776,54.246083605197285,0,0
102,250,241815.1917892397,5150467.92012916,11.0,241808.32461045755,5150476.513257553,0.6242889801947699,-0.7811934902489742,38.630019499330785,0,0
102,260,241822.6081214425,5150474.63643604,10.0,241816.8567621423,5150482.817014637,0.5751359300201792,-0.8180578598117761,35.10915201303301,0,0
102,270,241830.68569247637,5150480.6505621495,9.0,241826.32956355053,5150488.526102816,0.4840143250940535,-0.8750600739970644,28.947913837667656,0,0
102,280,241838.424134041,5150486.482517205,10.0,241830.94721944293,5150493.122980148,0.7476914598070192,-0.6640462942684408,48.390798772496765,0,0
102,290,241844.30110987226,5150494.63225519,9.0,241837.55880494663,5150500.593909683,0.7491449917369984,-0.6624060547393664,48.51636862308853,0,0
