from_cat,to_x,to_y,cat
5,235562.6064,5181208.3572,5
5,235562.6064,5181208.3572,5
5,235562.6064,5181208.3572,5
5,231561.358806895,5180589.24134085,5
5,231561.358806894,5180589.24134085,5
5,235562.6064,5181208.3572,5
5,231561.358806895,5180589.24134085,5
5,231561.358806895,5180589.24134085,5
5,235562.6064,5181208.3572,5
5,231561.358806895,5180589.24134085,5
5,235562.6064,5181208.3572,5
5,235562.6064,5181208.3572,5
5,235562.6064,5181208.3572,5
5,235562.6064,5181208.3572,5
5,231561.358806894,5180589.24134085,5
5,235562.6064,5181208.3572,5
5,231561.358806895,5180589.24134085,5
5,231561.358806895,5180589.24134085,5
5,231561.358806895,5180589.24134085,5
5,231561.358806895,5180589.24134085,5
5,231561.358806894,5180589.24134085,5
5,231561.358806895,5180589.24134085,5
5,235562.6064,5181208.3572,5
5,235562.6064,5181208.3572,5
6,213095.520178734,5212747.50325606,6
6,213095.520178732,5212747.50325606,6
6,213095.520178734,5212747.50325606,6
6,213095.520178734,5212747.50325606,6
6,213095.520178734,5212747.50325606,6
6,213095.520178734,5212747.50325606,6
6,213095.520178734,5212747.50325606,6
6,213095.520178732,5212747.50325606,6
6,213095.520178732,5212747.50325606,6
6,213095.520178732,5212747.50325606,6
6,213095.520178732,5212747.50325606,6
6,213095.520178732,5212747.50325606,6
6,213095.520178732,5212747.50325606,6
6,213095.520178732,5212747.50325606,6
6,213095.520178734,5212747.50325606,6
6,213095.520178732,5212747.50325606,6
6,213095.520178732,5212747.50325606,6
6,213095.520178732,5212747.50325606,6
6,213095.520178732,5212747.50325606,6
6,213095.520178734,5212747.50325606,6
6,213095.520178734,5212747.50325606,6
6,213095.520178734,5212747.50325606,6
6,213095.520178732,5212747.50325606,6
6,213095.520178732,5212747.50325606,6
6,213095.520178734,5212747.50325606,6
6,213095.520178734,5212747.50325606,6
6,213095.520178734,5212747.50325606,6
6,213095.520178732,5212747.50325606,6
6,213095.520178732,5212747.50325606,6
6,213095.520178732,5212747.50325606,6
6,213095.520178732,5212747.50325606,6
6,213095.520178734,5212747.50325606,6
6,213095.520178732,5212747.50325606,6
6,213095.520178734,5212747.50325606,6
6,213095.520178734,5212747.50325606,6
6,213095.520178734,5212747.50325606,6
6,213095.520178732,5212747.50325606,6
6,213095.520178732,5212747.50325606,6
6,213095.520178734,5212747.50325606,6
6,213095.520178732,5212747.50325606,6
6,213095.520178734,5212747.50325606,6
6,213095.520178734,5212747.50325606,6
6,213095.520178734,5212747.50325606,6
6,213095.520178732,5212747.50325606,6
6,213095.520178732,5212747.50325606,6
6,213095.520178732,5212747.50325606,6
6,213095.520178732,5212747.50325606,6
6,213095.520178732,5212747.50325606,6
6,213095.520178734,5212747.50325606,6
6,213095.520178734,5212747.50325606,6
6,213095.520178732,5212747.50325606,6
6,213095.520178732,5212747.50325606,6
6,213095.520178732,5212747.50325606,6
6,213095.520178732,5212747.50325606,6
6,210968.1306,5212830.2126,6
6,213095.520178734,5212747.50325606,6
6,213095.520178734,5212747.50325606,6
6,213095.520178732,5212747.50325606,6
6,213095.520178732,5212747.50325606,6
6,213095.520178732,5212747.50325606,6
6,213095.520178732,5212747.50325606,6
6,213095.520178732,5212747.50325606,6
6,213095.520178734,5212747.50325606,6
6,213095.520178734,5212747.50325606,6
7,216748.6859,5185260.3868,7
7,216748.6859,5185260.3868,7
7,216748.6859,5185260.3868,7
7,216748.6859,5185260.3868,7
7,216748.6859,5185260.3868,7
7,216748.6859,5185260.3868,7
7,216748.6859,5185260.3868,7
7,216748.6859,5185260.3868,7
7,216748.6859,5185260.3868,7
7,216748.6859,5185260.3868,7
7,216748.6859,5185260.3868,7
7,216748.6859,5185260.3868,7
7,216748.6859,5185260.3868,7
7,216748.6859,5185260.3868,7
7,216748.6859,5185260.3868,7
7,216748.6859,5185260.3868,7
7,216748.6859,5185260.3868,7
7,216748.6859,5185260.3868,7
7,216748.6859,5185260.3868,7
7,216748.6859,5185260.3868,7
7,216748.6859,5185260.3868,7
7,216748.6859,5185260.3868,7
7,216748.6859,5185260.3868,7
7,211764.5807,5185401.9348,7
7,216748.6859,5185260.3868,7
8,220229.2509,5199615.9633,8
8,220229.2509,5199615.9633,8
8,220229.2509,5199615.9633,8
8,220229.2509,5199615.9633,8
8,219111.610150929,5208174.24981446,8
8,219111.61015093,5208174.24981446,8
8,219111.61015093,5208174.24981446,8
8,219111.61015093,5208174.24981446,8
8,219111.610150929,5208174.24981446,8
8,219111.61015093,5208174.24981446,8
8,220229.2509,5199615.9633,8
8,220229.2509,5199615.9633,8
8,220229.2509,5199615.9633,8
8,219111.61015093,5208174.24981446,8
8,219111.61015093,5208174.24981446,8
8,219111.61015093,5208174.24981446,8
8,220229.2509,5199615.9633,8
8,220229.2509,5199615.9633,8
8,220229.2509,5199615.9633,8
8,220229.2509,5199615.9633,8
8,220229.2509,5199615.9633,8
8,220229.2509,5199615.9633,8
8,219111.61015093,5208174.24981446,8
8,219111.610150929,5208174.24981446,8
8,219111.61015093,5208174.24981446,8
8,219111.61015093,5208174.24981446,8
8,219111.61015093,5208174.24981446,8
8,219111.61015093,5208174.24981446,8
8,220229.2509,5199615.9633,8
8,219111.610150929,5208174.24981446,8
8,219111.6121,5208174.2514,8
8,219111.61015093,5208174.24981446,8
8,219111.61015093,5208174.24981446,8
8,219111.61015093,5208174.24981446,8
8,219111.610150929,5208174.24981446,8
8,220229.2509,5199615.9633,8
8,220229.2509,5199615.9633,8
8,219111.61015093,5208174.24981446,8
8,219111.610150929,5208174.24981446,8
8,219111.61015093,5208174.24981446,8
8,219111.61015093,5208174.24981446,8
8,220229.2509,5199615.9633,8
8,220229.2509,5199615.9633,8
8,220229.2509,5199615.9633,8
8,220229.2509,5199615.9633,8
8,220229.2509,5199615.9633,8
8,220229.2509,5199615.9633,8
8,220229.2509,5199615.9633,8
8,220229.2509,5199615.9633,8
9,216736.4287,5178813.352,9
9,216736.4287,5178813.352,9
9,216736.4287,5178813.352,9
9,216736.4287,5178813.352,9
9,216736.4287,5178813.352,9
9,216736.4287,5178813.352,9
9,216736.4287,5178813.352,9
9,216736.4287,5178813.352,9
9,211959.500164479,5179012.13828418,9
9,211959.500164479,5179012.13828418,9
9,211959.500164479,5179012.13828418,9
9,211959.4972,5179012.138,9
9,216736.4287,5178813.352,9
9,216736.4287,5178813.352,9
9,216736.4287,5178813.352,9
9,216736.4287,5178813.352,9
9,216736.4287,5178813.352,9
9,216736.4287,5178813.352,9
9,216736.4287,5178813.352,9
9,216736.4287,5178813.352,9
9,216736.4287,5178813.352,9
9,216736.4287,5178813.352,9
9,216736.4287,5178813.352,9
9,216736.4287,5178813.352,9
9,216736.4287,5178813.352,9
9,216736.4287,5178813.352,9
9,216736.4287,5178813.352,9
9,216736.4287,5178813.352,9
10,223778.7177,5218742.1657,10
10,215731.120251247,5219174.59129395,10
10,215731.120251247,5219174.59129395,10
10,215731.120251247,5219174.59129395,10
10,215731.120251247,5219174.59129395,10
10,216570.9156,5219061.7016,10
10,216570.9156,5219061.7016,10
10,221388.260020278,5218848.36818903,10
10,221388.260020277,5218848.36818903,10
10,221388.261,5218848.3682,10
10,221388.260020278,5218848.36818903,10
10,220741.050115208,5218875.37305597,10
10,220741.0516,5218875.373,10
10,220741.0516,5218875.373,10
10,220741.0516,5218875.373,10
10,220741.0516,5218875.373,10
10,220741.0516,5218875.373,10
10,220741.0516,5218875.373,10
10,216570.920054255,5219061.70143114,10
10,219487.319929067,5218924.68858369,10
10,219487.319929067,5218924.68858369,10
10,219487.319929067,5218924.68858369,10
10,219487.3216,5218924.6885,10
10,219804.8852,5218910.6658,10
10,219804.8852,5218910.6658,10
10,219804.889835075,5218910.66562526,10
10,219487.319929067,5218924.68858369,10
10,219804.889835075,5218910.66562526,10
10,219804.889835075,5218910.66562526,10
10,219487.319929067,5218924.68858369,10
10,221388.260020278,5218848.36818903,10
10,221388.261,5218848.3682,10
10,222956.8153,5218780.5934,10
10,222956.8153,5218780.5934,10
10,222956.8153,5218780.5934,10
10,222956.820148367,5218780.59317332,10
10,222956.820148367,5218780.59317332,10
10,221388.260020277,5218848.36818903,10
10,221388.261,5218848.3682,10
10,222956.8153,5218780.5934,10
10,222956.8153,5218780.5934,10
10,227430.240098887,5218571.26169506,10
10,227430.2383,5218571.2618,10
10,227735.670191091,5218553.44327554,10
10,227735.670191091,5218553.44327554,10
10,227430.240098887,5218571.26169506,10
10,227430.2383,5218571.2618,10
10,227430.2383,5218571.2618,10
10,227430.2383,5218571.2618,10
10,227430.2383,5218571.2618,10
10,227430.2383,5218571.2618,10
10,227430.2383,5218571.2618,10
10,227430.240098887,5218571.26169506,10
10,227430.2383,5218571.2618,10
10,227430.2383,5218571.2618,10
10,227430.2383,5218571.2618,10
10,219804.889835075,5218910.66562526,10
10,219804.889835075,5218910.66562526,10
10,219804.889835075,5218910.66562526,10
10,219804.889835075,5218910.66562526,10
10,219804.8852,5218910.6658,10
10,227430.2383,5218571.2618,10
10,227430.2383,5218571.2618,10
10,227430.2383,5218571.2618,10
10,227430.2383,5218571.2618,10
10,227430.2383,5218571.2618,10
10,227430.240098887,5218571.26169506,10
10,227430.2383,5218571.2618,10
10,227430.2383,5218571.2618,10
10,225392.050168598,5218678.5935624,10
10,225391.143374398,5218678.63647847,10
10,225391.143374398,5218678.63647847,10
10,225391.143374337,5218678.63647847,10
10,225391.139861046,5218678.64000657,10
10,225391.139841249,5218678.63664568,10
10,225391.136780315,5218678.63679055,10
10,225391.139531818,5218678.63304248,10
10,225391.140313464,5218678.63662333,10
10,225391.139861046,5218678.64000657,10
10,225391.139718577,5218678.63699295,10
10,225391.139702658,5218678.63665224,10
10,225391.139531818,5218678.63304249,10
10,225391.139531818,5218678.63304247,10
10,225391.139531818,5218678.63304247,10
10,225391.139531817,5218678.63304246,10
10,225391.139389349,5218678.63002887,10
10,225391.139389349,5218678.63002887,10
10,225391.139389349,5218678.63002887,10
10,225391.139841249,5218678.63664568,10
10,225391.139861046,5218678.64000657,10
10,225391.136780315,5218678.63679055,10
10,225391.136780315,5218678.63679055,10
10,225390.229986115,5218678.67970662,10
10,225391.139861046,5218678.64000657,10
10,225391.182874666,5218679.5498641,10
10,225391.182874666,5218679.5498641,10
10,225391.136780379,5218678.63679054,10
10,225391.182874666,5218679.5498641,10
10,225390.229986115,5218678.67970662,10
10,225392.050168598,5218678.5935624,10
10,225391.143374398,5218678.63647847,10
10,225391.143374398,5218678.63647847,10
10,225391.143374337,5218678.63647847,10
10,225391.139861046,5218678.64000657,10
10,225391.139841249,5218678.63664568,10
10,225391.136780315,5218678.63679055,10
10,225391.139531818,5218678.63304249,10
10,225391.140313464,5218678.63662333,10
10,225391.139861046,5218678.64000657,10
10,225391.139718577,5218678.63699295,10
10,225391.136780379,5218678.63679054,10
10,225391.139702477,5218678.6366524,10
10,225391.139531818,5218678.63304248,10
10,225391.139531818,5218678.63304247,10
10,225391.139531817,5218678.63304246,10
10,225391.139389349,5218678.63002887,10
10,225391.139389349,5218678.63002887,10
10,225391.139389349,5218678.63002887,10
10,225391.139841249,5218678.63664568,10
10,225391.139861046,5218678.64000657,10
10,225391.136780315,5218678.63679055,10
10,225391.136780315,5218678.63679055,10
10,225390.229986115,5218678.67970662,10
10,225391.139861046,5218678.64000657,10
10,225391.182874666,5218679.5498641,10
10,225391.182874666,5218679.5498641,10
10,225391.136780315,5218678.63679055,10
10,225391.182874666,5218679.5498641,10
10,225390.229986115,5218678.67970662,10
10,225391.143374398,5218678.63647847,10
10,225391.143374398,5218678.63647847,10
10,225391.143374337,5218678.63647847,10
10,225391.139861046,5218678.64000657,10
10,225391.139841249,5218678.63664568,10
10,225391.136780315,5218678.63679055,10
10,225391.139531818,5218678.63304249,10
10,225391.140313464,5218678.63662333,10
10,225391.139861046,5218678.64000657,10
10,225391.139861046,5218678.64000657,10
10,219487.319929067,5218924.68858369,10
10,219487.319929067,5218924.68858369,10
10,219487.3216,5218924.6885,10
10,219487.319929067,5218924.68858369,10
10,219487.319929067,5218924.68858369,10
10,219487.319929067,5218924.68858369,10
10,219487.319929067,5218924.68858369,10
10,219487.319929067,5218924.68858369,10
10,219487.319929067,5218924.68858369,10
10,219487.3216,5218924.6885,10
10,219487.319929067,5218924.68858369,10
10,219487.319929067,5218924.68858369,10
10,219487.319929067,5218924.68858369,10
10,219487.319929067,5218924.68858369,10
10,225391.139654972,5218678.6366545,10
10,225391.139718577,5218678.63699295,10
10,225391.139531818,5218678.63304248,10
10,225391.139531818,5218678.63304247,10
10,225391.139531817,5218678.63304246,10
10,225391.139389349,5218678.63002887,10
10,225391.139389349,5218678.63002887,10
10,225391.139389349,5218678.63002887,10
10,225391.139841249,5218678.63664568,10
10,225391.139861046,5218678.64000657,10
10,225391.136780315,5218678.63679055,10
10,225391.136780315,5218678.63679055,10
10,225391.182874666,5218679.5498641,10
10,225391.182874666,5218679.5498641,10
10,225391.182874666,5218679.5498641,10
10,225391.136780379,5218678.63679054,10
10,225391.182874666,5218679.5498641,10
10,225392.050168598,5218678.5935624,10
10,225391.143374398,5218678.63647847,10
10,225391.143374398,5218678.63647847,10
10,225391.143374337,5218678.63647847,10
10,225391.139861046,5218678.64000657,10
10,225391.139841249,5218678.63664568,10
10,225391.136780315,5218678.63679055,10
10,225391.139531818,5218678.63304249,10
10,225391.140313464,5218678.63662333,10
10,225391.139861046,5218678.64000657,10
10,225391.139718577,5218678.63699295,10
10,225391.139841249,5218678.63664568,10
10,225391.13970247,5218678.63665224,10
10,224588.610094449,5218706.76213997,10
10,224588.611,5218706.7621,10
10,224588.611,5218706.7621,10
10,217336.890076148,5219024.54138902,10
10,217336.890076148,5219024.54138902,10
10,217336.8917,5219024.5413,10
10,217336.890076148,5219024.54138902,10
10,225392.050168598,5218678.5935624,10
10,225391.143374398,5218678.63647847,10
10,225391.143374398,5218678.63647847,10
10,225391.143374337,5218678.63647847,10
10,225391.139861046,5218678.64000657,10
10,225391.139841249,5218678.63664568,10
10,225391.136780315,5218678.63679055,10
10,225391.139531818,5218678.63304249,10
10,225391.140313464,5218678.63662333,10
10,225391.139861046,5218678.64000657,10
10,216731.6216,5219055.6092,10
10,216731.6216,5219055.6092,10
10,216731.6216,5219055.6092,10
10,216731.6216,5219055.6092,10
10,216731.6216,5219055.6092,10
10,216731.6216,5219055.6092,10
10,216731.619972012,5219055.60926172,10
10,215731.120251247,5219174.59129395,10
10,215731.120251247,5219174.59129395,10
10,215731.120251247,5219174.59129395,10
10,215731.120251247,5219174.59129395,10
10,215731.120251247,5219174.59129395,10
10,215731.1161,5219174.5921,10
10,215621.9812,5219218.5691,10
10,215621.9812,5219218.5691,10
10,215621.9812,5219218.5691,10
10,215621.9812,5219218.5691,10
10,215621.9812,5219218.5691,10
10,225391.139718577,5218678.63699295,10
10,225391.136780379,5218678.63679054,10
10,225391.139702477,5218678.6366524,10
10,225391.139531818,5218678.63304248,10
10,225391.139531818,5218678.63304247,10
10,225391.139531817,5218678.63304246,10
10,225391.139389349,5218678.63002887,10
10,225391.139389349,5218678.63002887,10
10,225391.139389349,5218678.63002887,10
10,225391.139841249,5218678.63664568,10
10,225391.139861046,5218678.64000657,10
10,225391.136780315,5218678.63679055,10
10,225391.136780315,5218678.63679055,10
10,225390.229986115,5218678.67970662,10
10,225391.139861046,5218678.64000657,10
10,225391.182874666,5218679.5498641,10
10,225391.182874666,5218679.5498641,10
10,225391.136780315,5218678.63679055,10
10,225391.182874666,5218679.5498641,10
10,225390.229986115,5218678.67970662,10
10,225391.143374398,5218678.63647847,10
10,225391.143374398,5218678.63647847,10
10,225391.143374337,5218678.63647847,10
10,225391.139861046,5218678.64000657,10
10,225391.139841249,5218678.63664568,10
10,225391.136780315,5218678.63679055,10
10,225391.139531818,5218678.63304249,10
10,225391.140313464,5218678.63662333,10
10,225391.139861046,5218678.64000657,10
10,225391.139861046,5218678.64000657,10
10,225391.139654972,5218678.6366545,10
10,225391.139718577,5218678.63699295,10
10,225391.139531818,5218678.63304248,10
10,225391.139531818,5218678.63304247,10
10,225391.139531817,5218678.63304246,10
10,225391.139389349,5218678.63002887,10
10,225391.139389349,5218678.63002887,10
10,225391.139389349,5218678.63002887,10
10,225391.139841249,5218678.63664568,10
10,225391.139861046,5218678.64000657,10
10,225391.136780315,5218678.63679055,10
10,225391.136780315,5218678.63679055,10
10,225391.182874666,5218679.5498641,10
10,225391.182874666,5218679.5498641,10
10,225391.182874666,5218679.5498641,10
10,225391.136780379,5218678.63679054,10
10,225391.182874666,5218679.5498641,10
10,225391.139531818,5218678.63304248,10
10,225391.139531818,5218678.63304247,10
10,225391.139531817,5218678.63304246,10
10,225391.139389349,5218678.63002887,10
10,224565.3259,5218707.7898,10
10,224565.3259,5218707.7898,10
10,224565.3259,5218707.7898,10
10,224565.329983219,5218707.78961978,10
10,224565.3259,5218707.7898,10
10,224565.3259,5218707.7898,10
10,224565.3259,5218707.7898,10
10,224565.3259,5218707.7898,10
10,224565.3259,5218707.7898,10
10,224565.329983219,5218707.78961978,10
10,224565.329983219,5218707.78961978,10
10,224588.610094449,5218706.76213997,10
10,224565.3259,5218707.7898,10
10,224565.3259,5218707.7898,10
10,224565.3259,5218707.7898,10
10,222956.8153,5218780.5934,10
10,222956.8153,5218780.5934,10
10,224588.611,5218706.7621,10
10,225391.139389349,5218678.63002887,10
10,225391.139389349,5218678.63002887,10
10,225391.139841249,5218678.63664568,10
10,225391.139861046,5218678.64000657,10
10,225391.136780315,5218678.63679055,10
10,225095.100123425,5218681.40233575,10
10,225095.100123425,5218681.40233575,10
10,222956.8153,5218780.5934,10
10,222956.8153,5218780.5934,10
10,222956.820148367,5218780.59317332,10
10,222956.820148367,5218780.59317332,10
10,222956.8153,5218780.5934,10
10,222956.8153,5218780.5934,10
10,222956.8153,5218780.5934,10
10,222956.820148367,5218780.59317332,10
10,216570.9156,5219061.7016,10
10,216570.920054255,5219061.70143114,10
10,216731.619972012,5219055.60926172,10
10,216731.619972012,5219055.60926172,10
10,216731.6216,5219055.6092,10
10,216731.6216,5219055.6092,10
10,216731.6216,5219055.6092,10
10,216731.6216,5219055.6092,10
10,216731.6216,5219055.6092,10
10,216731.619972012,5219055.60926172,10
10,216731.6216,5219055.6092,10
10,225095.100123425,5218681.40233575,10
10,225095.100123426,5218681.40233575,10
10,225095.100123426,5218681.40233575,10
10,225095.100123425,5218681.40233575,10
10,225095.100123426,5218681.40233575,10
10,225095.1008,5218681.4023,10
10,227430.2383,5218571.2618,10
10,222956.8153,5218780.5934,10
10,222956.8153,5218780.5934,10
10,222956.820148367,5218780.59317332,10
10,222956.820148367,5218780.59317332,10
10,222956.8153,5218780.5934,10
10,222956.8153,5218780.5934,10
10,227430.2383,5218571.2618,10
10,227430.240098887,5218571.26169506,10
10,227430.2383,5218571.2618,10
10,227430.2383,5218571.2618,10
10,227430.2383,5218571.2618,10
10,227430.2383,5218571.2618,10
10,216731.619972012,5219055.60926172,10
10,216731.6216,5219055.6092,10
10,216731.6216,5219055.6092,10
10,216731.6216,5219055.6092,10
10,216731.6216,5219055.6092,10
10,216731.6216,5219055.6092,10
10,216731.6216,5219055.6092,10
10,217336.8917,5219024.5413,10
10,216731.6216,5219055.6092,10
10,216731.6216,5219055.6092,10
10,216731.6216,5219055.6092,10
10,216731.6216,5219055.6092,10
10,216731.6216,5219055.6092,10
10,225391.136780315,5218678.63679055,10
10,225390.229986115,5218678.67970662,10
10,224565.3259,5218707.7898,10
10,224565.3259,5218707.7898,10
10,224565.3259,5218707.7898,10
10,224565.329983219,5218707.78961978,10
10,224565.3259,5218707.7898,10
10,224565.3259,5218707.7898,10
10,224565.3259,5218707.7898,10
10,225095.100123425,5218681.40233575,10
10,225095.100123425,5218681.40233575,10
10,225095.100123425,5218681.40233575,10
10,225095.100123425,5218681.40233575,10
10,225095.100123426,5218681.40233575,10
10,225095.100123426,5218681.40233575,10
10,225095.100123425,5218681.40233575,10
10,225095.100123426,5218681.40233575,10
10,225095.1008,5218681.4023,10
10,225095.100123425,5218681.40233575,10
10,225095.100123425,5218681.40233575,10
10,225095.100123425,5218681.40233575,10
10,225095.100123426,5218681.40233575,10
10,225095.100123426,5218681.40233575,10
10,225095.100123426,5218681.40233575,10
10,225095.100123425,5218681.40233575,10
10,225095.100123426,5218681.40233575,10
10,225095.1008,5218681.4023,10
10,227430.2383,5218571.2618,10
10,227430.2383,5218571.2618,10
10,227430.2383,5218571.2618,10
10,227430.2383,5218571.2618,10
10,227430.240098887,5218571.26169506,10
10,227430.2383,5218571.2618,10
10,227430.2383,5218571.2618,10
10,225390.229986115,5218678.67970662,10
10,225391.182874666,5218679.5498641,10
10,225391.136780315,5218678.63679055,10
10,225391.182874666,5218679.5498641,10
10,225391.182874666,5218679.5498641,10
10,225392.050168598,5218678.5935624,10
10,225391.143374398,5218678.63647847,10
10,225391.143374398,5218678.63647847,10
10,225391.143374337,5218678.63647847,10
10,225391.139861046,5218678.64000657,10
10,225391.139841249,5218678.63664568,10
10,225391.136780315,5218678.63679055,10
10,225391.139531818,5218678.63304248,10
10,225391.140313464,5218678.63662333,10
10,225391.139861046,5218678.64000657,10
10,225391.139718577,5218678.63699295,10
10,225391.139702658,5218678.63665224,10
10,225391.139531818,5218678.63304249,10
10,225391.139531818,5218678.63304247,10
10,225391.139531817,5218678.63304246,10
10,225391.139531817,5218678.63304246,10
10,225391.139389349,5218678.63002887,10
10,225391.139389349,5218678.63002887,10
10,225391.139389349,5218678.63002887,10
10,225391.139841249,5218678.63664568,10
10,225391.139861046,5218678.64000657,10
10,225391.136780315,5218678.63679055,10
10,225391.136780315,5218678.63679055,10
10,225390.229986115,5218678.67970662,10
10,225391.139861046,5218678.64000657,10
10,225391.182874666,5218679.5498641,10
10,225391.182874666,5218679.5498641,10
10,225391.136780379,5218678.63679054,10
10,225391.182874666,5218679.5498641,10
10,225390.229986115,5218678.67970662,10
10,225392.050168598,5218678.5935624,10
