from_cat,to_x,to_y,cat
54,223596.9967,5157537.2617,54
54,223596.9967,5157537.2617,54
54,223596.9967,5157537.2617,54
54,223596.9967,5157537.2617,54
54,223596.9967,5157537.2617,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,223596.9967,5157537.2617,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,217469.7036,5162686.5414,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,223596.9967,5157537.2617,54
54,223596.9967,5157537.2617,54
54,223596.9967,5157537.2617,54
54,223596.9967,5157537.2617,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,223596.9967,5157537.2617,54
54,223596.9967,5157537.2617,54
54,222979.368016074,5159171.27897962,54
54,223596.9967,5157537.2617,54
54,222979.368016074,5159171.27897962,54
54,223596.9967,5157537.2617,54
54,223596.9967,5157537.2617,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,223596.9967,5157537.2617,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,223596.9967,5157537.2617,54
54,223596.9967,5157537.2617,54
54,223596.9967,5157537.2617,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,223596.9967,5157537.2617,54
54,222979.368016074,5159171.27897962,54
54,223596.9967,5157537.2617,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,222979.368016074,5159171.27897962,54
54,223596.9967,5157537.2617,54
54,223596.9967,5157537.2617,54
54,223596.9967,5157537.2617,54
54,222979.368016074,5159171.27897962,54
54,222979.369804848,5159171.27637819,55
54,222979.369804848,5159171.27637819,55
54,222979.369804845,5159171.27637819,55
54,222979.3694,5159171.2764,55
54,222979.369804848,5159171.27637819,55
54,222979.369804846,5159171.27637819,55
54,222979.369804848,5159171.27637819,55
54,222979.369804848,5159171.27637819,55
54,222979.369804846,5159171.27637819,55
54,222979.369804845,5159171.27637819,55
54,222979.369804845,5159171.27637819,55
54,222979.369804848,5159171.27637819,55
54,222979.369804848,5159171.27637819,55
54,222979.369804846,5159171.27637819,55
54,222979.3694,5159171.2764,55
54,222979.369804848,5159171.27637819,55
54,222979.369804845,5159171.27637819,55
54,222979.369804845,5159171.27637819,55
54,222979.369804845,5159171.27637819,55
54,222979.369804848,5159171.27637819,55
54,222979.369804846,5159171.27637819,55
54,222979.369804848,5159171.27637819,55
54,222979.369804848,5159171.27637819,55
54,222979.369804848,5159171.27637819,55
54,222979.3694,5159171.2764,55
54,222979.369804848,5159171.27637819,55
54,222979.369804848,5159171.27637819,55
54,222979.369804845,5159171.27637819,55
54,222979.369804848,5159171.27637819,55
54,222979.369804848,5159171.27637819,55
54,222979.3694,5159171.2764,55
54,222979.369804848,5159171.27637819,55
54,222979.369804845,5159171.27637819,55
54,222979.369804846,5159171.27637819,55
54,222979.369804848,5159171.27637819,55
54,222979.369804845,5159171.27637819,55
54,222979.3694,5159171.2764,55
54,222979.369804845,5159171.27637819,55
54,222979.369804848,5159171.27637819,55
54,222979.369804848,5159171.27637819,55
54,222979.369804845,5159171.27637819,55
54,222979.369804848,5159171.27637819,55
54,222979.369804848,5159171.27637819,55
54,222979.369804845,5159171.27637819,55
54,222979.369804846,5159171.27637819,55
54,222979.369804848,5159171.27637819,55
54,222979.3694,5159171.2764,55
54,222979.369804845,5159171.27637819,55
54,222979.369804848,5159171.27637819,55
54,222979.369804848,5159171.27637819,55
54,222979.369804848,5159171.27637819,55
54,222979.369804846,5159171.27637819,55
54,222979.369804845,5159171.27637819,55
54,222979.369804848,5159171.27637819,55
54,222979.3694,5159171.2764,55
54,222979.369804848,5159171.27637819,55
54,222979.369804848,5159171.27637819,55
54,222979.3694,5159171.2764,55
54,222979.369804848,5159171.27637819,55
54,222979.369804845,5159171.27637819,55
54,222979.369804846,5159171.27637819,55
54,222979.369804848,5159171.27637819,55
54,222979.369804848,5159171.27637819,55
54,222979.369804845,5159171.27637819,55
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.369448359,5159171.27619483,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.369448359,5159171.27619484,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.369448359,5159171.27619483,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.369448359,5159171.27619484,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.369448359,5159171.27619484,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.369448359,5159171.27619483,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.369354795,5159171.27637675,54
55,222979.369448359,5159171.27619483,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.368016074,5159171.27897962,54
55,222979.369804848,5159171.27637819,55
55,222979.369804848,5159171.27637819,55
55,222979.369804845,5159171.27637819,55
55,222979.369804848,5159171.27637819,55
55,222979.369804848,5159171.27637819,55
55,222979.369804848,5159171.27637819,55
55,222979.369804845,5159171.27637819,55
55,222979.369804845,5159171.27637819,55
55,222979.369804848,5159171.27637819,55
55,222979.369804848,5159171.27637819,55
55,222979.369804848,5159171.27637819,55
55,222979.369804846,5159171.27637819,55
55,222979.369804848,5159171.27637819,55
55,222979.369804848,5159171.27637819,55
55,222979.369804845,5159171.27637819,55
55,222979.369804848,5159171.27637819,55
55,222979.369804848,5159171.27637819,55
55,222979.369804846,5159171.27637819,55
55,222979.369804845,5159171.27637819,55
55,222979.369804845,5159171.27637819,55
55,222979.369804845,5159171.27637819,55
55,222979.369804846,5159171.27637819,55
55,222979.369804848,5159171.27637819,55
55,222979.369804848,5159171.27637819,55
55,222979.369804845,5159171.27637819,55
55,222979.369804848,5159171.27637819,55
55,222979.369804848,5159171.27637819,55
55,222979.369804848,5159171.27637819,55
55,222979.369804845,5159171.27637819,55
55,222979.369804848,5159171.27637819,55
55,222979.369804848,5159171.27637819,55
55,222979.369804846,5159171.27637819,55
55,222979.369804848,5159171.27637819,55
55,222979.369804846,5159171.27637819,55
55,222979.369804845,5159171.27637819,55
55,222979.369804845,5159171.27637819,55
55,222979.369804848,5159171.27637819,55
55,222979.369804845,5159171.27637819,55
55,222979.369804845,5159171.27637819,55
55,222979.369804848,5159171.27637819,55
55,222979.369804848,5159171.27637819,55
55,222979.369804848,5159171.27637819,55
55,222979.369804845,5159171.27637819,55
55,222979.369804848,5159171.27637819,55
55,222979.369804848,5159171.27637819,55
55,222979.369804845,5159171.27637819,55
55,222979.369804846,5159171.27637819,55
55,222979.369804848,5159171.27637819,55
55,222979.369804848,5159171.27637819,55
55,222979.369804846,5159171.27637819,55
55,222979.369804848,5159171.27637819,55
55,222979.369804848,5159171.27637819,55
55,222979.369804848,5159171.27637819,55
55,222979.369804848,5159171.27637819,55
55,222979.369804845,5159171.27637819,55
55,222979.369804848,5159171.27637819,55
55,222979.369804846,5159171.27637819,55
55,227696.6583,5158958.687,55
55,222979.369804848,5159171.27637819,55
55,222979.369804848,5159171.27637819,55
55,222979.369804846,5159171.27637819,55
55,222979.369804848,5159171.27637819,55
55,222979.369804845,5159171.27637819,55
55,222979.369804845,5159171.27637819,55
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,222011.219850547,5161160.86587147,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,222011.219850547,5161160.86587147,56
56,222011.219850547,5161160.86587147,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,222011.2163,5161160.866,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,222011.219850547,5161160.86587147,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,226175.580267819,5161465.54454916,56
56,222011.219850547,5161160.86587147,56
56,222011.219850547,5161160.86587147,56
56,222011.219850547,5161160.86587147,56
56,222011.219850547,5161160.86587147,56
57,224518.77982715,5160728.61612826,57
57,224518.77982715,5160728.61612826,57
57,224518.77982715,5160728.61612826,57
57,224518.77982715,5160728.61612826,57
57,224518.77982715,5160728.61612826,57
57,224518.77982715,5160728.61612826,57
57,224518.77982715,5160728.61612826,57
57,224518.77982715,5160728.61612826,57
57,224518.77982715,5160728.61612826,57
57,224518.77982715,5160728.61612826,57
57,224518.77982715,5160728.61612826,57
57,224518.77982715,5160728.61612826,57
57,224518.77982715,5160728.61612826,57
57,224518.77982715,5160728.61612826,57
57,224518.77982715,5160728.61612826,57
57,224518.77982715,5160728.61612826,57
57,224518.77982715,5160728.61612826,57
57,224518.77982715,5160728.61612826,57
57,224518.77982715,5160728.61612826,57
57,224518.77982715,5160728.61612826,57
57,224518.77982715,5160728.61612826,57
57,224518.77982715,5160728.61612826,57
57,224518.77982715,5160728.61612826,57
57,224518.77982715,5160728.61612826,57
57,222167.1606,5160832.2022,57
57,224518.77982715,5160728.61612826,57
57,224518.77982715,5160728.61612826,57
57,224518.77982715,5160728.61612826,57
57,224518.77982715,5160728.61612826,57
57,224518.77982715,5160728.61612826,57
57,224518.77982715,5160728.61612826,57
57,224518.77982715,5160728.61612826,57
57,224518.77982715,5160728.61612826,57
57,224518.77982715,5160728.61612826,57
57,224518.77982715,5160728.61612826,57
57,224518.77982715,5160728.61612826,57
58,235893.039882645,5129569.75583285,58
58,235893.039882645,5129569.75583285,58
58,235893.039882645,5129569.75583285,58
58,235893.039882645,5129569.75583285,58
58,235893.039882645,5129569.75583285,58
58,235893.039882645,5129569.75583285,58
58,235893.039882645,5129569.75583285,58
58,235893.039882645,5129569.75583285,58
58,235893.039882645,5129569.75583285,58
58,235893.039882645,5129569.75583285,58
58,235893.039882645,5129569.75583285,58
58,235893.039882645,5129569.75583285,58
58,235893.039882645,5129569.75583285,58
58,235893.039882645,5129569.75583285,58
58,235893.039882645,5129569.75583285,58
58,235893.039882645,5129569.75583285,58
58,235893.039882645,5129569.75583285,58
58,235893.039882645,5129569.75583285,58
58,234130.029825772,5129572.2203852,58
58,234130.0261,5129572.2187,58
58,234130.029825772,5129572.2203852,58
58,235893.039882645,5129569.75583285,58
58,234130.029825772,5129572.2203852,58
58,235893.039882645,5129569.75583285,58
58,235893.039882645,5129569.75583285,58
58,234130.029825772,5129572.2203852,58
58,234130.029825772,5129572.2203852,58
58,235893.039882645,5129569.75583285,58
58,235893.039882645,5129569.75583285,58
58,234130.029825772,5129572.2203852,58
58,235893.039882645,5129569.75583285,58
58,234130.029825772,5129572.2203852,58
58,234130.029825772,5129572.2203852,58
58,235893.039882645,5129569.75583285,58
58,235893.039882645,5129569.75583285,58
58,235893.039882645,5129569.75583285,58
58,235893.039882645,5129569.75583285,58
58,235893.039882645,5129569.75583285,58
58,235893.039882645,5129569.75583285,58
58,234130.029825772,5129572.2203852,58
58,234130.029825772,5129572.2203852,58
58,234130.029825772,5129572.2203852,58
58,235893.039882645,5129569.75583285,58
58,235893.039882645,5129569.75583285,58
58,235893.039882645,5129569.75583285,58
58,235893.039882645,5129569.75583285,58
58,235893.039882645,5129569.75583285,58
58,234130.029825772,5129572.2203852,58
58,234130.029825772,5129572.2203852,58
58,234130.029825772,5129572.2203852,58
58,234130.029825772,5129572.2203852,58
58,234130.026150775,5129572.22013609,123
58,234130.026150775,5129572.22013609,123
58,234130.026150775,5129572.22013609,123
58,234130.026150775,5129572.22013609,123
58,234130.02616416,5129572.22051466,123
58,234130.026150775,5129572.22013609,123
58,234130.026150775,5129572.22013609,123
58,234130.026150775,5129572.22013609,123
58,234130.026150775,5129572.22013609,123
58,234130.02616416,5129572.22051466,123
58,234130.026150775,5129572.22013609,123
58,234130.026150775,5129572.22013609,123
58,234130.026150775,5129572.22013609,123
58,234130.026150775,5129572.22013609,123
58,234130.0261,5129572.2187,123
58,234130.026150775,5129572.22013609,123
58,234130.026150775,5129572.22013609,123
58,234130.02616416,5129572.22051466,123
58,234130.026150775,5129572.22013609,123
58,234130.026150775,5129572.22013609,123
59,226282.178005852,5163900.21006466,59
59,226282.178005852,5163900.21006466,59
59,226282.178005852,5163900.21006466,59
59,226282.178005852,5163900.21006466,59
59,226282.178005852,5163900.21006466,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086234543,5164703.30017144,59
59,226313.086275915,5164703.30108013,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086275915,5164703.30108013,59
59,226313.086275915,5164703.30108013,59
59,226313.086688891,5164703.31015075,59
59,226313.086275915,5164703.30108013,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086234543,5164703.30017144,59
59,226313.086275915,5164703.30108013,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,227360.438774715,5163521.48491644,59
59,227360.438774714,5163521.48491644,59
59,227360.438774715,5163521.48491644,59
59,227360.438774715,5163521.48491644,59
59,227360.438774715,5163521.48491644,59
59,227360.438774714,5163521.48491644,59
59,227360.438774715,5163521.48491644,59
59,227360.438774714,5163521.48491644,59
59,227360.438774715,5163521.48491644,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,227360.438774714,5163521.48491644,59
59,229981.8548,5155946.0875,59
59,226313.086234543,5164703.30017144,59
59,226313.086275915,5164703.30108013,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086275915,5164703.30108013,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086275915,5164703.30108013,59
59,226313.086275915,5164703.30108013,59
59,226313.086275915,5164703.30108013,59
59,226313.086234543,5164703.30017144,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086275915,5164703.30108013,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,229981.8548,5155946.0875,59
59,229981.8548,5155946.0875,59
59,229981.8548,5155946.0875,59
59,229981.8548,5155946.0875,59
59,229981.8548,5155946.0875,59
59,226313.086275915,5164703.30108013,59
59,227360.438774715,5163521.48491644,59
59,227360.438774714,5163521.48491644,59
59,227371.7661,5163521.8754,59
59,227360.438774715,5163521.48491644,59
59,227360.438774715,5163521.48491644,59
59,226313.086275915,5164703.30108013,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,227360.438774714,5163521.48491644,59
59,227360.438774715,5163521.48491644,59
59,227360.438774714,5163521.48491644,59
59,226313.086688891,5164703.31015075,59
59,226313.086275915,5164703.30108013,59
59,226313.086688891,5164703.31015075,59
59,226282.178005852,5163900.21006466,59
59,226282.178005852,5163900.21006466,59
59,226313.086688891,5164703.31015075,59
59,226313.086234543,5164703.30017144,59
59,226313.086275915,5164703.30108013,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086234543,5164703.30017144,59
59,226313.086275915,5164703.30108013,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086275915,5164703.30108013,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086234543,5164703.30017144,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086275915,5164703.30108013,59
59,226313.086275915,5164703.30108013,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226282.178005852,5163900.21006466,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226282.178005852,5163900.21006466,59
59,226282.178005852,5163900.21006466,59
59,229981.8548,5155946.0875,59
59,229981.8548,5155946.0875,59
59,229981.8548,5155946.0875,59
59,229981.8548,5155946.0875,59
59,229981.8548,5155946.0875,59
59,226282.178005852,5163900.21006466,59
59,226282.178005852,5163900.21006466,59
59,226313.086688891,5164703.31015075,59
59,226282.178005852,5163900.21006466,59
59,226282.178005852,5163900.21006466,59
59,226282.178005852,5163900.21006466,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,227082.2084,5170276.5456,59
59,226313.086275915,5164703.30108013,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086275915,5164703.30108013,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,227360.438774715,5163521.48491644,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086275915,5164703.30108013,59
59,226313.086688891,5164703.31015075,59
59,229992.230286599,5155938.0102818,59
59,226313.086275915,5164703.30108013,59
59,226313.086688891,5164703.31015075,59
59,226313.086275915,5164703.30108013,59
59,226313.086275915,5164703.30108013,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086275915,5164703.30108013,59
59,226313.086688891,5164703.31015075,59
59,226313.086234543,5164703.30017144,59
59,226313.086275915,5164703.30108013,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086275915,5164703.30108013,59
59,226313.086688891,5164703.31015075,59
59,226313.086275915,5164703.30108013,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,229981.8548,5155946.0875,59
59,229981.8548,5155946.0875,59
59,229981.8548,5155946.0875,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086275915,5164703.30108013,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086275915,5164703.30108013,59
59,226313.086234543,5164703.30017144,59
59,226313.086688891,5164703.31015075,59
59,229981.8548,5155946.0875,59
59,229981.8548,5155946.0875,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086275915,5164703.30108013,59
59,226313.086688891,5164703.31015075,59
59,226313.086234543,5164703.30017144,59
59,226313.086275915,5164703.30108013,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,227360.438774714,5163521.48491644,59
59,226313.086275915,5164703.30108013,59
59,226313.086688891,5164703.31015075,59
59,227360.438774715,5163521.48491644,59
59,226313.086688891,5164703.31015075,59
59,226313.086275915,5164703.30108013,59
59,227360.438774714,5163521.48491644,59
59,226313.086234543,5164703.30017144,59
59,227360.438774715,5163521.48491644,59
59,226313.086688891,5164703.31015075,59
59,227360.438774714,5163521.48491644,59
59,227360.438774715,5163521.48491644,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,227360.438774714,5163521.48491644,59
59,227360.438774715,5163521.48491644,59
59,227360.438774714,5163521.48491644,59
59,229992.230286599,5155938.0102818,59
59,227360.438774715,5163521.48491644,59
59,227360.438774714,5163521.48491644,59
59,227360.438774715,5163521.48491644,59
59,227360.438774715,5163521.48491644,59
59,227360.438774715,5163521.48491644,59
59,227360.438774714,5163521.48491644,59
59,227360.438774715,5163521.48491644,59
59,229981.8548,5155946.0875,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,229981.8548,5155946.0875,59
59,229981.8548,5155946.0875,59
59,229981.8548,5155946.0875,59
59,229981.8548,5155946.0875,59
59,226313.086688891,5164703.31015075,59
59,227360.438774714,5163521.48491644,59
59,227360.438774715,5163521.48491644,59
59,227360.438774714,5163521.48491644,59
59,227360.438774715,5163521.48491644,59
59,227360.438774714,5163521.48491644,59
59,226313.086275915,5164703.30108013,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086275915,5164703.30108013,59
59,226313.086234543,5164703.30017144,59
59,227360.438774715,5163521.48491644,59
59,227360.438774714,5163521.48491644,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,227360.438774715,5163521.48491644,59
59,227360.438774714,5163521.48491644,59
59,227360.438774715,5163521.48491644,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,227360.438774714,5163521.48491644,59
59,227360.438774715,5163521.48491644,59
59,227360.438774714,5163521.48491644,59
59,227360.438774715,5163521.48491644,59
59,227360.438774715,5163521.48491644,59
59,227360.438774715,5163521.48491644,59
59,227360.438774714,5163521.48491644,59
59,227360.438774715,5163521.48491644,59
59,227360.438774714,5163521.48491644,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086275915,5164703.30108013,59
59,227360.438774715,5163521.48491644,59
59,227360.438774714,5163521.48491644,59
59,227360.438774715,5163521.48491644,59
59,227360.438774714,5163521.48491644,59
59,227360.438774715,5163521.48491644,59
59,227360.438774714,5163521.48491644,59
59,227360.438774715,5163521.48491644,59
59,229981.8548,5155946.0875,59
59,229981.8548,5155946.0875,59
59,229981.8548,5155946.0875,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,226313.086688891,5164703.31015075,59
59,229992.2343,5155938.0062,59
59,229992.230286599,5155938.0102818,59
59,226282.178005852,5163900.21006466,59
59,226282.178005852,5163900.21006466,59
59,226282.178005852,5163900.21006466,59
59,226282.178005852,5163900.21006466,59
59,226282.178005852,5163900.21006466,59
59,226313.086688891,5164703.31015075,59
59,226313.086275915,5164703.30108013,59
