cat,lcat,along,x,y,elev
1,132,0,229315.934245524,5187975.02331016,
2,132,0.999913798813802,229315.926735777,5187974.02342457,
3,132,1.9998275976276,229315.91922603,5187973.02353897,
4,132,2.99974139644141,229315.911716283,5187972.02365337,
5,132,3.99965519525521,229315.904206536,5187971.02376777,
6,132,4.99956899406901,229315.896696789,5187970.02388218,
7,132,5.99948279288281,229315.889187042,5187969.02399658,
8,132,6.99939659169661,229315.881677295,5187968.02411098,
9,132,7.99931039051042,229315.874167548,5187967.02422538,
10,132,8.99922418932422,229315.866657801,5187966.02433978,
11,132,9.99913798813802,229315.859145418,5187965.02445421,
12,132,10.9990517869518,229315.849147588,5187964.02459039,
13,132,11.9989655857656,229315.839149759,5187963.02472658,
14,132,12.9988793845794,229315.829151929,5187962.02486276,
15,132,13.9987931833932,229315.8191541,5187961.02499895,
16,132,14.998706982207,229315.80915627,5187960.02513514,
17,132,15.9986207810208,229315.799158441,5187959.02527132,
18,132,16.9985345798346,229315.789160611,5187958.02540751,
19,132,17.9984483786484,229315.779162782,5187957.02554369,
20,132,18.9983621774622,229315.769164952,5187956.02567988,
21,132,19.998275976276,229315.759036589,5187955.0258205,
22,132,20.9981897750898,229315.701003236,5187954.02759221,282.5103
23,132,21.9981035739036,229315.642969883,5187953.02936391,282.5144
24,132,22.9980173727174,229315.584936531,5187952.03113561,282.6253
25,132,23.9979311715312,229315.526903178,5187951.03290731,282.6601
26,132,24.997844970345,229315.468869825,5187950.03467901,282.6339
27,132,25.9977587691588,229315.410836473,5187949.03645072,282.5461
28,132,26.9976725679727,229315.35280312,5187948.03822242,282.4791
29,132,27.9975863667865,229315.294769767,5187947.03999412,282.5541
30,132,28.9975001656003,229315.236736414,5187946.04176582,282.6012
31,132,29.9974139644141,229315.178327762,5187945.04357819,282.5717
32,132,30.9973277632279,229315.021195968,5187944.05608783,282.4739
33,132,31.9972415620417,229314.864064174,5187943.06859748,282.4712
34,132,32.9971553608555,229314.70693238,5187942.08110712,282.6008
