lcat,x,y,across,x1,y1,cos,sin,culvert,along
180.0,273158.54837855126,5214193.4382899245,19.0,273143.6478010981,5214205.226962096,0.7842409185862311,-0.6204564300698514,0.0,0.0
180.0,273165.53682514885,5214200.659789363,20.0,273149.85200677713,5214213.068917965,0.7842409185862311,-0.6204564300698514,0.0,10.0
180.0,273162.1886965125,5214216.009577426,8.0,273155.8229157604,5214220.85486745,0.7957225940108622,-0.6056612529959503,0.0,20.0
180.0,273176.2021849025,5214217.909730896,18.0,273161.87917821034,5214228.81163345,0.7957225940108622,-0.6056612529959503,0.0,30.0
180.0,273182.25844735256,5214225.866496886,18.0,273167.9354406604,5214236.76839944,0.7957225940108622,-0.6056612529959503,0.0,40.0
180.0,273178.76603867544,5214241.091197922,6.0,273173.9917031114,5214244.72516544,0.7957225940108622,-0.6056612529959503,0.0,50.0
180.0,273190.4324088115,5214244.9961814955,13.0,273179.6439562383,5214252.249407749,0.8298809671705746,-0.5579404809906087,0.0,60.0
180.0,273186.05291952443,5214259.9897972485,1.0,273185.2230385573,5214260.54773773,0.8298809671705746,-0.5579404809906087,0.0,70.0
180.0,273190.8021208766,5214268.84606771,0.0,273190.8021208766,5214268.84606771,0.8298809671436215,-0.5579404810306986,0.0,80.0
180.0,273205.5098938341,5214271.0070524,11.0,273196.3812031905,5214277.144397684,0.8298809676018244,-0.5579404803491674,0.0,90.0
180.0,273211.97101500176,5214278.687144073,12.0,273202.08174067835,5214285.484368018,0.8241061936191276,-0.5664353287345282,0.0,100.0
180.0,273216.8109347019,5214287.49416498,11.0,273207.74576658045,5214293.724953609,0.8241061928583542,-0.5664353298413767,0.0,110.0
180.0,273223.29906678945,5214295.168315231,12.0,273213.4097924712,5214301.9655391835,0.8241061931843584,-0.5664353293670734,0.0,120.0
180.0,273228.13898648653,5214303.975336131,11.0,273219.07381840126,5214310.206124811,0.8241061895712112,-0.5664353346238377,0.0,130.0
180.0,273234.6271185767,5214311.649486381,12.0,273224.73784426245,5214318.446710339,0.8241061928583542,-0.5664353298413767,0.0,140.0
180.0,273240.2911444722,5214319.890071961,12.0,273230.40187015204,5214326.687295911,0.8241061933474695,-0.5664353291297632,0.0,150.0
180.0,273249.25159514137,5214325.864916228,16.0,273236.06589604303,5214334.927881487,0.8241061936463007,-0.566435328694994,0.0,160.0
180.0,273256.5638333961,5214332.972631107,18.0,273241.72992197017,5214343.16846711,0.8241061903319846,-0.566435333516989,0.0,170.0
180.0,273253.9867973808,5214346.877570008,8.0,273247.39394783403,5214351.409052641,0.8241061933474695,-0.5664353291297632,0.0,180.0
180.0,273258.82671708055,5214355.684590916,7.0,273253.057973725,5214359.649638217,0.8241061936463007,-0.566435328694994,0.0,190.0
180.0,273267.7000914275,5214361.735060855,11.0,273258.5498626368,5214367.840248246,0.8318389809734413,-0.5550170355341058,0.0,200.0
180.0,273268.2589070794,5214373.383072053,5.0,273264.09971217084,5214376.158157225,0.8318389817172236,-0.5550170344193524,0.0,210.0
180.0,273276.3042735675,5214380.035929951,8.0,273269.64956171974,5214384.476066235,0.8318389809734413,-0.5550170355341058,0.0,220.0
180.0,273283.51780107105,5214387.24380487,10.0,273275.19941125676,5214392.793975219,0.8318389814303188,-0.5550170348493547,0.0,230.0
180.0,273283.2447777457,5214399.446833119,3.0,273280.74926080275,5214401.111884225,0.8318389809734413,-0.5550170355341058,0.0,240.0
180.0,273296.2811781168,5214402.769588791,12.0,273286.29911033966,5214409.429793209,0.8318389814303188,-0.5550170348493547,0.0,250.0
180.0,273297.6718327506,5214413.862582965,7.0,273291.8489598804,5214417.747702208,0.8318389814571939,-0.5550170348090752,0.0,260.0
180.0,273297.65992210404,5214426.356159652,0.0,273297.65992210404,5214426.356159652,0.8097043504970263,-0.5868380226145787,0.0,270.0
180.0,273304.33766749647,5214433.865897103,1.0,273303.5279631463,5214434.452735126,0.8097043501762798,-0.5868380230571365,0.0,280.0
180.0,273311.82511723595,5214440.788796526,3.0,273309.3960041855,5214442.549310596,0.8097043501486201,-0.5868380230953009,0.0,290.0
180.0,273327.12577770604,5214440.847093779,14.0,273317.7237770208,5214451.220250633,0.6715714775156135,-0.7409397752769761,0.0,300.0
180.0,273337.42022276274,5214441.863458733,20.0,273326.6421917223,5214458.7108338075,0.5389015520234762,-0.8423687537098515,0.0,310.0
180.0,273335.6042938094,5214463.257169099,1.0,273335.06539225054,5214464.099537848,0.5389015588440484,-0.8423687493464217,0.0,320.0
180.0,273347.43984071125,5214464.353618755,6.0,273344.9899168507,5214469.830650166,0.4083206434270433,-0.9128385685055849,0.0,330.0
180.0,273356.15937804605,5214469.34942779,5.0,273354.1177747901,5214473.913620615,0.4083206511879631,-0.9128385650340578,0.0,340.0
180.0,273364.32924631593,5214474.182626461,4.0,273362.36035675654,5214477.664504388,0.49222238984948474,-0.8704694819066673,0.0,350.0
180.0,273372.5412156184,5214479.975035292,3.0,273371.0645484475,5214482.586443737,0.49222239029842907,-0.8704694816528038,0.0,360.0
180.0,273379.76874022034,5214487.508383126,0.0,273379.76874022034,5214487.508383126,0.49222238251056954,-0.8704694860565869,0.0,370.0
180.0,273390.6554943847,5214487.5058303755,6.0,273387.09245554893,5214492.333330168,0.5938398059600711,-0.8045832988928524,0.0,380.0
180.0,273397.4581349921,5214492.744004415,6.0,273392.47940966446,5214496.092480802,0.8297875546031822,-0.5580793977792685,0.0,390.0
180.0,273405.5279690399,5214499.367162153,9.0,273398.0598810444,5214504.389876727,0.8297875550614475,-0.5580793970978907,0.0,400.0
180.0,273409.11444598256,5214508.334319979,9.0,273400.5635749633,5214511.141917673,0.9500967799186809,-0.3119552993429566,0.0,410.0
180.0,273407.48333474994,5214519.394515084,4.0,273403.6829476263,5214520.642336269,0.950096780915698,-0.31195529630642277,0.0,420.0
180.0,273418.2034816702,5214526.399291342,12.0,273406.8023203001,5214530.1427549,0.9500967808423132,-0.3119552965299251,0.0,430.0
180.0,273415.7087817402,5214537.899915434,6.0,273410.08228869305,5214539.983800266,0.9377488411967347,-0.34731413854633275,0.0,440.0
180.0,273414.49297817313,5214549.013432496,1.0,273413.5552293319,5214549.360746635,0.9377488412156937,-0.34731413849514353,0.0,450.0
