cat,lcat,along,elev,x,y
183,27,181.99415856724,274.757815136719,215304.172745561,5197788.50668505
184,27,182.994126471456,274.723640478516,215304.222482357,5197787.50795482
185,27,183.994094375671,274.723119580078,215304.272219154,5197786.5092246
186,27,184.994062279887,274.686749707031,215304.32195595,5197785.51049438
187,27,185.994030184102,274.635329589844,215304.371692747,5197784.51176415
188,27,186.993998088318,274.524210791016,215304.421429543,5197783.51303393
189,27,187.993965992534,274.416961523438,215304.47116634,5197782.5143037
190,27,188.993933896749,274.387549365234,215304.520903136,5197781.51557348
191,27,189.993901800965,274.387549365234,215304.201763723,5197781.21139927
192,27,190.99386970518,274.416961523438,215304.111240656,5197782.2072614
193,27,191.993837609396,274.524210791016,215304.020717588,5197783.20312354
194,27,192.993805513612,274.234051757812,215303.946159702,5197783.84699982
195,27,193.993773417827,274.109147753906,215303.946162403,5197782.84703192
196,27,194.993741322043,274.058267138672,215303.936396525,5197781.84733021
197,27,195.993709226259,274.058267138672,215303.712283739,5197781.02816793
198,27,196.993677130474,274.058267138672,215303.061962458,5197781.4401964
199,27,197.99364503469,273.724650292969,215302.943847622,5197781.62286683
200,27,198.993612938905,273.724650292969,215302.506337744,5197781.02926306
201,27,199.993580843121,273.737412304687,215302.114028294,5197780.38788289
202,27,200.993548747337,273.761168994141,215302.059568599,5197779.38939906
203,27,201.993516651552,273.778209814453,215302.0051089,5197778.39091524
204,27,202.993484555768,273.486302050781,215301.985661984,5197777.39147733
205,27,203.993452459983,273.482209277344,215301.98566469,5197776.39150942
206,27,204.993420364199,273.513779443359,215301.84750534,5197775.50135489
207,27,205.993388268415,273.575133837891,215301.793045631,5197774.50287106
208,27,206.99335617263,273.738416894531,215301.738585928,5197773.50438723
209,27,207.993324076846,273.899597753906,215301.684126234,5197772.50590341
210,27,208.993291981061,274.063085449219,215301.629666529,5197771.50741958
211,27,209.993259885277,274.125983935547,215301.575206826,5197770.50893576
212,27,210.993227789493,274.136904199219,215301.520747122,5197769.51045193
213,27,211.993195693708,274.203504785156,215301.466287408,5197768.51196811
214,27,212.993163597924,274.254310986328,215301.411827704,5197767.51348428
215,27,213.993131502139,274.293471386719,215301.357368004,5197766.51500046
216,27,214.993099406355,274.316632763672,215301.302908306,5197765.51651663
217,27,215.993067310571,274.363420605469,215301.277732961,5197764.51723482
218,27,216.993035214786,274.363290380859,215301.277735657,5197763.51726691
219,27,217.993003119002,274.382024121094,215301.168820562,5197762.62631546
220,27,218.992971023217,274.380684667969,215301.168823258,5197761.62634755
221,27,219.992938927433,274.386730810547,215301.042160886,5197760.73587973
222,27,220.992906831649,274.066285253906,215300.987701191,5197759.7373959
223,27,221.992874735864,274.097874023437,215300.933241491,5197758.73891207
224,27,222.99284264008,274.103120214844,215300.87878178,5197757.74042825
225,27,223.992810544295,274.150614990234,215300.824322079,5197756.74194442
226,27,224.992778448511,274.184398974609,215300.787627873,5197755.7429765
227,27,225.992746352727,274.172213671875,215300.78763056,5197754.74300859
228,27,226.992714256942,274.195468066406,215300.682719476,5197753.85209353
229,27,227.992682161158,274.182445605469,215300.700899086,5197752.85229089
230,27,228.992650065373,274.178352832031,215300.719078695,5197751.85248826
231,27,229.992617969589,274.178352832031,215300.514998303,5197751.07069098
232,27,230.992585873805,274.242814013672,215300.460538612,5197750.07220715
233,27,231.99255377802,274.301526708984,215300.406612643,5197749.07371606
234,27,232.992521682236,274.316446728516,215300.433874852,5197748.07411985
235,27,233.992489586451,274.325748486328,215300.461137061,5197747.07452364
236,27,234.992457490667,274.325078759766,215300.488399269,5197746.07492744
237,27,235.992425394883,274.311144726563,215300.504409934,5197745.08629004
238,27,236.992393299098,274.328780859375,215300.151349567,5197744.40342401
239,27,237.992361203314,274.338845361328,215300.096889867,5197743.40494018
240,27,238.99232910753,274.3432171875,215300.042430146,5197742.40645636
241,27,239.992297011745,274.109594238281,215299.987970445,5197741.40797253
242,27,240.992264915961,274.110338378906,215299.970787981,5197740.40847291
243,27,241.992232820176,274.058174121094,215299.970790688,5197739.40850501
244,27,242.992200724392,274.012669921875,215299.9333526,5197738.40955735
245,27,243.992168628608,274.082135449219,215299.775907196,5197737.51992833
246,27,244.992136532823,274.167339550781,215299.763481968,5197736.52068134
247,27,245.992104437039,274.179934130859,215299.781661578,5197735.52087871
248,27,246.992072341254,274.158484277344,215299.799841188,5197734.52107607
249,27,247.99204024547,274.166762841797,215299.715724977,5197733.63050647
250,27,248.992008149686,274.217996923828,215299.752062896,5197732.63119903
251,27,249.991976053901,274.247223046875,215299.788400815,5197731.63189159
252,27,250.991943958117,274.230907763672,215299.824738733,5197730.63258415
253,27,251.991911862332,274.160679492188,215299.861076652,5197729.6332767
254,27,252.991879766548,274.158093603516,215299.897414571,5197728.63396926
255,27,253.991847670764,274.158093603516,215299.437813421,5197728.11332955
256,27,254.991815574979,274.229903173828,215299.217926054,5197727.28970105
257,27,255.991783479195,274.322251025391,215299.163466344,5197726.29121723
258,27,256.99175138341,274.388442333984,215299.196323208,5197725.29259772
259,27,257.991719287626,274.375550097656,215299.247679684,5197724.29394948
260,27,258.991687191842,274.338324462891,215299.299036159,5197723.29530123
261,27,259.991655096057,274.360871923828,215299.350392635,5197722.29665298
262,27,260.991623000273,274.373001416016,215299.401749111,5197721.29800473
263,27,261.991590904488,274.410766552734,215299.453105586,5197720.29935649
264,27,262.991558808704,274.450317626953,215299.504462062,5197719.30070824
265,27,263.99152671292,274.472753466797,215299.555818538,5197718.30205999
266,27,264.991494617135,274.488994335937,215299.607175014,5197717.30341175
267,27,265.991462521351,274.485757324219,215299.658531489,5197716.3047635
268,27,266.991430425566,274.483338867188,215299.709887965,5197715.30611525
269,27,267.991398329782,274.499430908203,215299.761244441,5197714.307467
270,27,268.991366233998,274.501719140625,215299.812600916,5197713.30881876
271,27,269.991334138213,274.48341328125,215299.863957392,5197712.31017051
272,27,270.991302042429,274.452029150391,215299.915313868,5197711.31152226
273,27,271.991269946644,274.437425390625,215299.966670343,5197710.31287401
274,27,272.99123785086,274.801272949219,215300.018026819,5197709.31422577
275,27,273.991205755076,274.796268603516,215300.069383295,5197708.31557752
276,27,274.991173659291,274.792492089844,215300.120739771,5197707.31692927
277,27,275.991141563507,274.788194677734,215300.172096246,5197706.31828102
278,27,276.991109467722,274.793217626953,215300.223452722,5197705.31963278
279,27,277.991077371938,274.797608056641,215300.274809198,5197704.32098453
280,27,278.991045276154,274.803077490234,215300.326165673,5197703.32233628
281,27,279.991013180369,274.812286230469,215300.377522149,5197702.32368804
282,27,280.990981084585,274.834331396484,215300.428878625,5197701.32503979
283,27,281.990948988801,274.822815820313,215300.4802351,5197700.32639154
284,27,282.990916893016,274.822462353516,215300.531591576,5197699.32774329
285,27,283.990884797232,274.811263037109,215300.582948052,5197698.32909505
286,27,284.990852701447,274.722821923828,215300.634304527,5197697.3304468
287,27,285.990820605663,274.684517285156,215300.685661003,5197696.33179855
288,27,286.990788509879,274.623367529297,215300.737017479,5197695.3331503
289,27,287.990756414094,274.547800048828,215300.788373955,5197694.33450206
290,27,288.99072431831,274.464977197266,215300.83973043,5197693.33585381
291,27,289.990692222525,274.268133398437,215300.891086906,5197692.33720556
292,27,290.990660126741,274.119454101562,215300.942443382,5197691.33855732
293,27,291.990628030957,273.967109912109,215300.95118082,5197690.33881387
294,27,292.990595935172,273.796831933594,215300.951183526,5197689.33884597
295,27,293.990563839388,273.796831933594,215300.181120747,5197689.24250591
296,27,294.990531743603,273.967109912109,215300.072690682,5197690.23657771
297,27,295.990499647819,273.576584912109,215299.970921168,5197691.10816434
298,27,296.990467552035,273.542484667969,215299.970923868,5197690.10819643
299,27,297.99043545625,273.535750195313,215299.906499785,5197689.17271368
300,27,298.990403360466,273.535750195313,215299.286138231,5197689.58294524
301,27,299.990371264681,273.542484667969,215299.210005533,5197690.58001074
302,27,300.990339168897,273.576584912109,215299.133872835,5197691.57707625
303,27,301.990307073113,273.655501025391,215299.057740137,5197692.57414175
304,27,302.990274977328,273.567785449219,215298.981607439,5197693.57120726
305,27,303.990242881544,273.567785449219,215298.94353259,5197693.76247653
306,27,304.990210785759,273.440072314453,215298.961712203,5197692.76267389
307,27,305.990178689975,273.386643017578,215298.979891817,5197691.76287126
308,27,306.990146594191,273.386643017578,215298.583186673,5197691.17084823
309,27,307.990114498406,273.386643017578,215298.175647178,5197691.81404474
310,27,308.990082402622,273.440072314453,215298.094111979,5197692.810683
311,27,309.990050306837,273.567785449219,215298.012576779,5197693.80732126
312,27,310.990018211053,273.33326953125,215297.931041579,5197694.80395952
313,27,311.989986115269,273.33326953125,215297.91306536,5197694.52805115
314,27,312.989954019484,273.328953515625,215297.931244973,5197693.52824851
315,27,313.9899219237,273.319744775391,215297.949424586,5197692.52844588
316,27,314.989889827915,273.319744775391,215297.314597636,5197692.17046667
317,27,315.989857732131,273.334143896484,215297.248641776,5197691.18413415
318,27,316.989825636347,273.374922802734,215297.19418208,5197690.18565032
319,27,317.989793540562,273.419534033203,215297.139722386,5197689.1871665
320,27,318.989761444778,273.505965966797,215297.085262672,5197688.18868267
321,27,319.989729348993,273.621810058594,215297.030802968,5197687.19019885
322,27,320.989697253209,273.763531640625,215297.080512493,5197686.19153227
323,27,321.989665157425,273.868529882813,215297.131468441,5197685.1928635
324,27,322.98963306164,273.954626953125,215297.182424388,5197684.19419474
325,27,323.989600965856,274.065838769531,215297.233380336,5197683.19552598
326,27,324.989568870072,274.096832226563,215297.284336284,5197682.19685721
327,27,325.989536774287,274.099808789063,215297.335292231,5197681.19818845
328,27,326.989504678503,274.140699316406,215297.386248179,5197680.19951968
329,27,327.989472582718,274.176250634766,215297.437204127,5197679.20085092
330,27,328.989440486934,274.255687646484,215297.488160074,5197678.20218215
331,27,329.98940839115,274.322734716797,215297.539116022,5197677.20351339
332,27,330.989376295365,274.332743408203,215297.59007197,5197676.20484463
333,27,331.989344199581,274.330845849609,215297.641027917,5197675.20617586
334,27,332.989312103796,274.374526904297,215297.691983865,5197674.2075071
335,27,333.989280008012,274.417947509766,215297.742939813,5197673.20883833
336,27,334.989247912228,274.431732714844,215297.79389576,5197672.21016957
337,27,335.989215816443,274.425295898438,215297.844851708,5197671.2115008
338,27,336.989183720659,274.460605371094,215297.895807655,5197670.21283204
339,27,337.989151624874,274.440308935547,215297.946763603,5197669.21416328
340,27,338.98911952909,274.408310888672,215297.997719551,5197668.21549451
341,27,339.989087433306,274.750280712891,215298.048675498,5197667.21682575
342,27,340.989055337521,274.7218359375,215298.099631446,5197666.21815698
343,27,341.989023241737,274.653505224609,215298.150587394,5197665.21948822
344,27,342.988991145952,274.552599755859,215298.201543341,5197664.22081945
345,27,343.988959050168,274.449406054688,215298.252499289,5197663.22215069
346,27,344.988926954384,274.400795068359,215298.303455237,5197662.22348193
347,27,345.988894858599,274.313395751953,215298.354411184,5197661.22481316
348,27,346.988862762815,274.252152978516,215298.405367132,5197660.2261444
349,27,347.98883066703,274.181106152344,215298.45632308,5197659.22747563
350,27,348.988798571246,274.070471044922,215298.507279027,5197658.22880687
351,27,349.988766475462,273.919875585938,215298.558234975,5197657.2301381
352,27,350.988734379677,273.715702001953,215298.609190923,5197656.23146934
353,27,351.988702283893,273.399088769531,215297.937552705,5197655.88611312
354,27,352.988670188108,273.399088769531,215297.562223512,5197655.2326458
355,27,353.988638092324,273.378159814453,215296.562256223,5197655.23344886
356,27,354.98860599654,273.378159814453,215296.154330117,5197655.96784605
357,27,355.988573900755,273.365155957031,215295.942285597,5197656.94507322
358,27,356.988541804971,273.352524169922,215295.165592593,5197657.22231842
359,27,357.988509709186,273.360839941406,215294.328333967,5197657.42448179
360,27,358.988477613402,273.362011962891,215294.116289445,5197658.40170895
361,27,359.988445517618,273.335855419922,215293.768928963,5197659.21118798
362,27,360.988413421833,273.349677832031,215293.429361382,5197658.47537625
363,27,361.988381326049,273.36898828125,215293.321496898,5197657.48124293
364,27,362.988349230264,273.397953955078,215293.21363242,5197656.48710961
365,27,363.98831713448,273.402716455078,215293.105767963,5197655.49297628
366,27,364.988285038696,273.37732265625,215292.997903496,5197654.49884296
367,27,365.988252942911,273.614350048828,215292.890039007,5197653.50470964
368,27,366.988220847127,274.238404980469,215292.782174545,5197652.51057631
369,27,367.988188751343,275.242380908203,215292.829169128,5197651.5159237
370,27,368.988156655558,276.292400537109,215292.930364028,5197650.52108934
371,27,369.988124559774,276.558728466797,215293.031558927,5197649.52625498
372,27,370.988092463989,276.696115429687,215293.132753827,5197648.53142063
373,27,371.988060368205,276.706924072266,215293.233948727,5197647.53658627
374,27,372.988028272421,276.675149267578,215293.335143626,5197646.54175191
375,27,373.987996176636,276.595470410156,215293.436338526,5197645.54691755
376,27,374.987964080852,276.528144287109,215293.537533425,5197644.55208319
377,27,375.987931985067,276.561742236328,215293.638728325,5197643.55724883
378,27,376.987899889283,276.586466308594,215293.739923224,5197642.56241447
379,27,377.987867793499,276.606186035156,215293.841118124,5197641.56758011
380,27,378.987835697714,276.677660742188,215293.942313023,5197640.57274575
381,27,379.98780360193,276.778026708984,215294.043507923,5197639.57791139
382,27,380.987771506145,276.759013916016,215294.144702823,5197638.58307704
383,27,381.987739410361,276.75453046875,215294.245897722,5197637.58824268
384,27,382.987707314577,276.706738037109,215294.347092622,5197636.59340832
385,27,383.987675218792,276.627542871094,215294.448287521,5197635.59857396
386,27,384.987643123008,276.566448925781,215294.549482421,5197634.6037396
387,27,385.987611027223,276.575564648438,215294.65067732,5197633.60890524
388,27,386.987578931439,276.584215283203,215294.75187222,5197632.61407088
389,27,387.987546835655,276.629254394531,215294.853067119,5197631.61923652
390,27,388.98751473987,276.676098046875,215294.954262019,5197630.62440216
391,27,389.987482644086,276.662573291016,215295.055456919,5197629.62956781
392,27,390.987450548301,276.683595263672,215295.156651818,5197628.63473345
393,27,391.987418452517,276.659559521484,215295.257846718,5197627.63989909
394,27,392.987386356733,276.574020556641,215295.359041617,5197626.64506473
395,27,393.987354260948,276.427313232422,215295.460236517,5197625.65023037
396,27,394.987322165164,276.059856591797,215295.561431416,5197624.65539601
397,27,395.987290069379,275.623306494141,215295.662626316,5197623.66056165
398,27,396.987257973595,275.012757714844,215295.763821215,5197622.66572729
399,27,397.987225877811,274.233307617188,215295.865016115,5197621.67089293
400,27,398.987193782026,273.682345898438,215295.966211014,5197620.67605857
401,27,399.987161686242,273.682345898438,215295.227918897,5197620.43999832
402,27,400.987129590457,273.383592041016,215294.227951097,5197620.4404548
403,27,401.987097494673,273.412241455078,215293.960199413,5197619.62457683
404,27,402.987065398889,273.420203759766,215293.940879039,5197618.62565424
405,27,403.987033303104,273.364356005859,215293.940884414,5197617.62568633
406,27,404.98700120732,273.364356005859,215293.108365953,5197617.45861792
407,27,405.986969111535,273.384652441406,215292.108398153,5197617.45907441
408,27,406.986937015751,273.39161015625,215291.108430353,5197617.4595309
409,27,407.986904919967,273.405655810547,215290.920737091,5197616.64734632
410,27,408.986872824182,273.390903222656,215290.920742471,5197615.64737842
411,27,409.986840728398,273.390903222656,215290.096769427,5197615.47176073
412,27,410.986808632614,273.434212207031,215290.132103878,5197614.5136108
413,27,411.986776536829,273.569403955078,215290.209373026,5197613.51663272
414,27,412.986744441045,273.599709082031,215290.286642173,5197612.51965465
415,27,413.98671234526,273.509370410156,215290.363911321,5197611.52267657
416,27,414.986680249476,273.426361523437,215290.441180468,5197610.52569849
417,27,415.986648153692,273.427645166016,215290.518449615,5197609.52872041
418,27,416.986616057907,273.413487890625,215290.595718763,5197608.53174233
419,27,417.986583962123,273.422919873047,215290.660917959,5197607.53390366
420,27,418.986551866338,273.477818847656,215290.725882387,5197606.53604824
