lcat,x,y,across,x1,y1,cos,sin,culvert,along
65.0,223641.91521210113,5189972.864437028,11.0,223638.29147208968,5189962.478460506,0.3294309101327553,0.9441796838786061,0.0,0.0
65.0,223651.5169416943,5189971.242424209,12.0,223649.5418875675,5189959.4060750585,0.16458784390072387,0.9863624291507209,0.0,10.0
65.0,223660.42103597496,5189965.0950086415,8.0,223658.42036197276,5189957.349216007,0.250084250273896,0.9682240793147748,0.0,20.0
65.0,223667.96189199152,5189961.256810015,7.0,223663.18978937084,5189956.135576123,0.6817289458138379,0.7316048417277958,0.0,30.0
65.0,223678.14353128654,5189959.070295193,12.0,223674.90919511244,5189947.514384605,0.2695280145074019,0.9629925489824404,0.0,40.0
65.0,223687.20046855148,5189956.678213865,10.0,223684.2496560692,5189966.232935509,0.2950812482288982,-0.955472164400238,0.0,50.0
65.0,223695.51823731215,5189962.38604006,8.0,223692.07550924065,5189969.607371199,0.43034100893699834,-0.9026663924324901,0.0,60.0
65.0,223705.83193471795,5189963.979548974,11.0,223701.09818361964,5189973.90887929,0.43034100893699834,-0.9026663924324901,0.0,70.0
65.0,223714.95889913614,5189965.687304371,9.0,223714.84193933135,5189956.688064381,0.012995533864107808,0.9999155544842708,0.0,80.0
65.0,223725.97691341906,5189967.249282046,13.0,223719.2837207633,5189956.104724089,0.5148609735196081,0.8572736890552756,0.0,90.0
65.0,223738.73677568123,5189957.236106805,19.0,223719.73689372672,5189957.303082279,0.9999937870801663,-0.0035250249739656684,0.0,100.0
65.0,223730.90751740243,5189946.6816599835,12.0,223719.69854260076,5189950.966386801,0.934081233472801,-0.3570605680748445,0.0,110.0
65.0,223726.40440857186,5189937.702036612,11.0,223716.12951502166,5189941.629702908,0.9340812318359454,-0.3570605723569082,0.0,120.0
65.0,223726.88849163652,5189928.367023641,11.0,223715.97518279543,5189926.988731169,0.9921189855538326,0.1252993156550906,0.0,130.0
65.0,223729.1330499781,5189918.575518006,12.0,223717.22762215143,5189917.071926218,0.9921189855538326,0.1252993156550906,0.0,140.0
65.0,223730.46046993425,5189908.971319481,12.0,223718.90033098566,5189905.752128978,0.9633449123821373,0.2682658751825366,0.0,150.0
65.0,223727.36187355526,5189897.732532838,6.0,223721.58180408136,5189896.122937586,0.9633449123150836,0.2682658754233271,0.0,160.0
65.0,223731.00669156233,5189888.371607325,7.0,223724.26327717566,5189886.493746199,0.9633449123821373,0.2682658751825366,0.0,170.0
65.0,223738.63678099302,5189880.5431307405,10.0,223730.55412527817,5189874.654949646,0.8082655714854619,0.5888181093948112,0.0,180.0
65.0,223745.84641079968,5189874.593984922,11.0,223741.67465365876,5189864.4157511685,0.3792506491738693,0.9252939776639632,0.0,190.0
65.0,223755.85376230747,5189872.653742548,13.0,223750.92350387273,5189860.624920837,0.37925064882647147,0.9252939778063513,0.0,200.0
65.0,223766.24036451918,5189871.638794124,16.0,223760.172353992,5189856.834090539,0.3792506579488117,0.9252939740673736,0.0,210.0
65.0,223774.33903934664,5189864.634578245,13.0,223768.75224996684,5189852.89627409,0.4297530292160335,0.902946473429983,0.0,220.0
65.0,223780.72163608522,5189855.2555150585,8.0,223776.68046552618,5189848.351245328,0.505146319880887,0.8630337163232944,0.0,230.0
65.0,223791.3904137252,5189855.940353857,14.0,223787.94918131974,5189842.369874149,0.245802314675072,0.9693199792124254,0.0,240.0
