cat,x,y
178,234282.521324852,5148966.10544959
179,234307.310759685,5149011.00994115
180,234307.259318714,5149010.9241867
181,230161.277324065,5157223.05816222
182,230161.376989137,5157223.0499846
183,230167.155117732,5157258.96386215
184,230167.254011571,5157258.94902946
185,229368.266183148,5159474.32263609
186,229368.166187036,5159474.32351792
187,229327.735146026,5159489.25618662
188,229327.769137462,5159489.16214098
189,242891.674764323,5151841.11151596
190,242891.67817576,5151841.21145775
191,242892.027076688,5151892.78193045
192,242892.052531755,5151892.68522451
193,214539.492049338,5154642.0394047
194,214539.53058181,5154641.9471266
195,214588.499087427,5154636.98783423
196,214588.40076497,5154637.00607415
197,228431.29607435,5137946.0764182
198,228431.395851012,5137946.06973855
199,228483.975160118,5137942.28863694
200,228483.876543419,5137942.30521242
201,234840.691761423,5136036.56692623
202,234840.591800793,5136036.569732
203,234791.022391031,5136039.55168326
204,234791.121039427,5136039.53529747
205,223998.097186705,5143016.65767969
206,223998.140665249,5143016.56762628
207,224003.284669711,5142963.43009461
208,224003.299946194,5142963.52892086
209,227172.704395668,5147689.96987254
210,227172.804262751,5147689.96471834
211,227222.387999815,5147690.45872223
212,227222.293361717,5147690.42641697
213,225447.398110403,5142937.36422605
214,225447.29830357,5142937.37043863
215,225396.419699013,5142939.22406594
216,225396.519501492,5142939.23034807
217,214236.015645943,5153862.85359968
218,214236.038956565,5153862.95084481
219,214242.004156361,5153914.0221352
220,214242.036079985,5153913.92736768
221,225361.894038899,5142069.22910763
222,225361.992811184,5142069.21348599
223,225395.514625005,5142039.75631285
224,225395.541525303,5142039.85262678
225,228641.61424606,5142785.20609175
226,228641.516050088,5142785.22500077
227,228592.116816026,5142790.59456612
228,228592.216807452,5142790.59325662
229,231880.690881663,5142622.68551859
230,231880.591038237,5142622.69111237
231,231830.290157358,5142625.603871
232,231830.387164715,5142625.57958988
233,226784.449238083,5138000.10722727
234,226784.501011488,5138000.19278143
235,226803.532610428,5138034.86511863
236,226803.436507042,5138034.83747556
237,238603.803472032,5150403.90710422
238,238603.873249735,5150403.97873572
239,238654.951115521,5150412.73062038
240,238654.851140953,5150412.73287555
241,222330.154718546,5147940.0865898
242,222330.253962065,5147940.09886676
243,222380.653435598,5147939.63230669
244,222380.553814374,5147939.62361119
245,239525.908268089,5139074.37694752
246,239526.007448709,5139074.38972268
247,239577.608960047,5139072.81541915
248,239577.513317974,5139072.84461836
249,238146.166312255,5139105.56590151
250,238146.266290417,5139105.56381176
251,238199.273568693,5139104.72973896
252,238199.174613445,5139104.74415627
253,242682.660757598,5135740.58694417
254,242682.656307612,5135740.48704324
255,242642.107677437,5135709.40737443
256,242642.207110717,5135709.39674322
257,227273.016700649,5163819.97068348
258,227273.096618047,5163820.03079346
259,227289.348071687,5163868.5961884
260,227289.348537181,5163868.49618948
261,228377.332573384,5162155.60067805
262,228377.264191223,5162155.67364297
263,228358.004806599,5162202.51924843
264,228358.088412672,5162202.46438474
265,229730.726098163,5158852.92431796
266,229730.7314916,5158853.0241724
267,229732.703526205,5158903.22637229
268,229732.705085367,5158903.12638445
269,227395.57169807,5139588.40751537
270,227395.607513521,5139588.50088161
271,227430.286122472,5139621.41382929
272,227430.186335449,5139621.42035234
273,231589.437562049,5134593.84364619
274,231589.51314557,5134593.90912238
275,231595.300393422,5134598.92247628
276,231595.224809902,5134598.85700009
277,233179.418505014,5136075.89229561
278,233179.490675371,5136075.96151584
279,233217.452230884,5136110.3468236
280,233217.365840135,5136110.29645855
281,236548.363626718,5139165.78609236
282,236548.433902854,5139165.85723493
283,236587.042360094,5139200.04898381
284,236586.952233397,5139200.00565739
285,234869.798298632,5137621.95752198
286,234869.872661738,5137622.024381
287,234909.450431273,5137658.95561959
288,234909.377194198,5137658.88752898
289,241075.807320165,5135781.96340222
290,241075.811018858,5135782.0633338
291,241076.485895025,5135801.70820704
292,241076.482730825,5135801.60825712
293,241086.11757761,5135781.92915975
294,241086.01771195,5135781.93434144
295,241075.807320165,5135781.96340222
296,241075.881753739,5135782.03018278
297,239469.156949717,5135838.85569381
298,239469.057106347,5135838.86128859
299,239416.011649306,5135840.09656619
300,239416.111594422,5135840.09987887
301,235467.702779731,5136014.20545865
302,235467.602835531,5136014.20879884
303,235415.494457269,5136016.70843169
304,235415.594347062,5136016.70373816
305,214652.048316148,5154658.16266671
306,214652.106550905,5154658.2439607
307,214688.099900717,5154692.56838783
308,214688.000079231,5154692.56241531
309,223842.529465084,5144701.66118988
310,223842.62942308,5144701.65829177
311,223894.428381637,5144703.53988259
312,223894.329307192,5144703.52630856
313,233687.569503494,5148517.56675255
314,233687.655845943,5148517.61720036
315,233734.944182994,5148543.33410002
316,233734.845280022,5148543.31932836
317,241180.258922441,5138968.30439801
318,241180.263058444,5138968.40431244
319,241183.535414882,5139052.19960354
320,241183.533850597,5139052.09961577
321,241122.821371556,5137360.30008174
322,241122.822502674,5137360.40007534
323,241121.505944148,5137410.24558791
324,241121.524462783,5137410.14731757
325,243049.149018231,5145400.86466225
326,243049.146031209,5145400.76470688
327,243048.587376572,5145350.09985292
328,243048.571789346,5145350.19863064
329,231631.845560484,5136170.77245213
330,231631.74565581,5136170.77681747
331,231582.322037384,5136171.47694706
332,231582.420857849,5136171.49226097
333,232495.122188809,5135438.43467439
334,232495.196105316,5135438.50202682
335,232534.363331746,5135472.47399418
336,232534.290269506,5135472.40571601
337,236459.940037664,5135973.62836957
338,236459.840196091,5135973.63399631
339,236406.160868141,5135976.7602194
340,236406.26042874,5135976.75085526
341,227982.708426609,5141205.38591384
342,227982.80831092,5141205.38110506
343,228035.125468296,5141204.0933562
344,228035.025653579,5141204.0872716
345,230035.59823388,5137876.13388926
346,230035.697823974,5137876.14293433
347,230085.947845913,5137875.41836042
348,230085.848847166,5137875.43247594
349,223940.125096664,5147860.72374508
350,223940.221747855,5147860.6980829
351,223988.927678323,5147846.32893043
352,223988.827944163,5147846.32164364
353,228790.958037139,5147616.88100018
354,228791.05794953,5147616.87681519
355,228842.258668288,5147612.9489169
356,228842.158804036,5147612.95412567
357,225552.978784075,5147773.6999662
358,225553.078694966,5147773.69574556
359,225604.125749372,5147770.81661978
360,225604.026754336,5147770.83076131
361,225447.189103512,5144552.83711424
362,225447.288977308,5144552.8320918
363,225497.874797384,5144548.58525259
364,225497.77784811,5144548.6097646
365,226947.697602594,5141247.83167556
366,226947.797541316,5141247.82817528
367,226999.841720595,5141245.80103722
368,226999.741958909,5141245.80793693
369,232014.875303219,5147551.75226593
370,232014.962430736,5147551.80134541
371,232062.420185323,5147576.36111531
372,232062.342142997,5147576.29859015
373,230414.130783807,5147535.5765472
374,230414.230554103,5147535.56977313
375,230465.891744704,5147531.52051423
376,230465.79314365,5147531.53718253
377,229199.65797823,5144377.06151668
378,229199.757875187,5144377.05697817
379,229251.336418744,5144374.71366834
380,229251.236521787,5144374.71820684
381,227060.306995125,5144475.49735323
382,227060.40692907,5144475.49371913
383,227111.097526034,5144473.99997708
384,227110.997726444,5144473.99364922
385,226822.101175597,5138031.76838911
386,226822.200125802,5138031.75393723
387,226873.46488841,5138029.71702538
388,226873.365037047,5138029.72247564
389,226803.532610428,5138034.86511863
390,226803.630985201,5138034.84716301
391,226822.059920851,5138031.77441445
392,226821.960970646,5138031.78886633
393,238205.340943159,5140670.10503742
394,238205.415149264,5140670.17207065
395,238268.896540796,5140735.23303454
396,238268.812329521,5140735.17910439
397,223556.961351754,5136513.48605863
398,223556.861454998,5136513.49060155
399,223456.802881883,5136518.29268791
400,223456.897290027,5136518.25971668
401,226198.773064553,5136419.27409111
402,226198.673136717,5136419.27788949
403,226140.854477562,5136419.49850398
404,226140.948667961,5136419.5320922
405,239649.035599784,5142251.47906064
406,239649.099777035,5142251.55575015
407,239696.537195391,5142293.07424158
408,239696.437231451,5142293.07692685
409,233217.270427977,5136110.57028939
410,233217.173192277,5136110.54693947
411,233164.976714866,5136104.3805547
412,233165.07641777,5136104.38825736
413,226803.532610428,5138034.86511863
414,226803.523919273,5138034.96474023
415,226803.196360619,5138047.91190486
416,226803.175892174,5138047.81402206
