lcat,along,x,y,across,x1,y1,cos,sin,angle,culvert,overwrite
11,0,324594.1640415776,5003037.627164209,20.0,324574.17642959923,5003036.923340793,0.9993805989193588,0.03519117081859797,92.0167219678149,0,0
11,10,324593.8124378317,5003047.612224578,20.0,324573.8248258533,5003046.908401162,0.9993805989202533,0.0351911707931942,92.01672196635847,0,0
11,20,324589.4633116896,5003057.456520266,16.0,324573.4732221065,5003056.893461544,0.9993805989435411,0.03519117013185098,92.0167219284428,0,0
11,30,324584.114804949,5003067.265624785,11.0,324573.12161836063,5003066.878521913,0.9993805989414922,0.03519117019003748,92.01672193177872,0,0
11,40,324578.7662982089,5003077.074729299,6.0,324572.7700146155,5003076.863582272,0.9993805989055062,0.03519117121199061,92.01672199036861,0,0
11,50,324572.41841086943,5003086.848642644,0.0,324572.41841086943,5003086.848642644,0.9993805989066606,0.0351911711792079,92.01672198848914,0,0
11,60,324573.0661877222,5003096.868894192,1.0,324572.0668071233,5003096.8337030215,0.9993805989193588,0.03519117081859797,92.0167219678149,0,0
11,70,324585.7065317621,5003107.311439784,14.0,324571.71520337724,5003106.818763393,0.9993805989193588,0.03519117081859797,92.0167219678149,0,0
11,80,324571.3635996313,5003116.803823763,0.0,324571.3635996313,5003116.803823763,0.9993805989193588,0.03519117081859797,92.0167219678149,0,1
11,80,324571.3635996313,5003116.803823763,0.0,324571.3635996313,5003116.803823763,0.9993805989193588,0.03519117081859797,92.0167219678149,0,1
11,90,324571.847949786,5003114.799021767,7.0,324571.767343267,5003107.799485884,0.011515217001121935,0.9999336976907104,179.34021208377317,0,0
11,100,324561.857363268,5003114.914073138,7.0,324561.77675674896,5003107.914537254,0.01151521700045096,0.9999336976907182,179.3402120838116,0,0
11,110,324551.84374631493,5003113.0292571215,5.0,324551.78617022996,5003108.029588633,0.01151521700045096,0.9999336976907182,179.3402120838116,0,0
11,120,324541.853159797,5003113.144308492,5.0,324541.795583712,5003108.144640003,0.011515217001121935,0.9999336976907104,179.34021208377317,0,0
11,130,324531.862573278,5003113.259359862,5.0,324531.804997193,5003108.259691373,0.011515217001121935,0.9999336976907104,179.34021208377317,0,0
11,140,324521.883501977,5003114.37434494,6.0,324521.814410675,5003108.374742754,0.01151521700045096,0.9999336976907182,179.3402120838116,0,0
11,150,324511.892915458,5003114.4893963095,6.0,324511.823824156,5003108.489794123,0.01151521700045096,0.9999336976907182,179.3402120838116,0,0
11,160,324501.91384418774,5003115.604381381,7.0,324501.8332377405,5003108.604845496,0.011515206748960257,0.9999336978087741,179.34021267121767,0,0
11,170,324491.900227204,5003113.719565362,5.0,324491.842651119,5003108.719896873,0.011515217001121935,0.9999336976907104,179.34021208377317,0,0
11,180,324481.93267112,5003115.834484127,7.0,324481.852064601,5003108.834948244,0.01151521700045096,0.9999336976907182,179.3402120838116,0,0
11,190,324471.9420846289,5003115.949535501,7.0,324471.86147817515,5003108.9499996165,0.011515207680304122,0.9999336977980487,179.34021261785207,0,0
11,200,324461.939982866,5003115.06465318,6.0,324461.870891564,5003109.065050993,0.011515217001121935,0.9999336976907104,179.34021208377317,0,0
11,210,324451.93788113,5003114.1797708515,5.0,324451.880305045,5003109.180102363,0.011515217001121935,0.9999336976907104,179.34021208377317,0,0
11,220,324441.958809829,5003115.29475593,6.0,324441.88971852703,5003109.295153744,0.01151521700045096,0.9999336976907182,179.3402120838116,0,0
11,230,324431.956708093,5003114.409873602,5.0,324431.899132008,5003109.410205114,0.01151521700045096,0.9999336976907182,179.3402120838116,0,0
11,240,324422.00066724466,5003117.524726069,8.0,324421.9085455832,5003109.525256487,0.011515207680974873,0.999933697798041,179.34021261781362,0,0
11,250,324411.987050273,5003115.63991005,6.0,324411.917958971,5003109.640307863,0.011515217001121935,0.9999336976907104,179.34021208377317,0,0
11,260,324402.0079774089,5003116.754897609,7.0,324401.92736717715,5003109.755361768,0.011515747386573185,0.9999336915826612,179.3401816929102,0,0
11,270,324392.0173909821,5003116.869954235,7.0,324391.93678082206,5003109.870418393,0.011515737145816133,0.999933691700599,179.34018227970125,0,0
11,280,324382.0383202612,5003117.984944557,8.0,324381.94619436405,5003109.985475023,0.011515737145816133,0.999933691700599,179.34018227970125,0,0
11,290,324372.03621806327,5003117.100067494,7.0,324371.9556078967,5003110.100531653,0.011515738077830745,0.9999336916898655,179.3401822262972,0,0
11,300,324362.03411582985,5003116.215190427,6.0,324361.9650213455,5003110.215588278,0.011515747397977527,0.9999336915825299,179.34018169225672,0,0
11,310,324352.0435294129,5003116.330247053,6.0,324351.97443499,5003110.330644903,0.011515737145145382,0.9999336917006066,179.34018227973968,0,0
11,320,324341.9937039642,5003116.45797554,6.0,324341.83542285534,5003110.460063647,0.026380184816814384,0.9996519823663788,178.4883513830277,0,0
11,330,324332.03231228935,5003117.721198579,7.0,324331.8476509239,5003110.723634705,0.026380195063200107,0.999651982095983,178.48835079574866,0,0
11,340,324322.0445404613,5003117.984769629,7.0,324321.85987909586,5003110.987205755,0.026380195063200107,0.999651982095983,178.48835079574866,0,0
11,350,324312.0303884745,5003117.2486887,6.0,324311.87210736005,5003111.250776806,0.026380185748304058,0.9996519823417973,178.4883513296387,0,0
11,360,324302.06899683125,5003118.511911732,7.0,324301.88433553104,5003111.514347856,0.026380185748304058,0.9996519823417973,178.4883513296387,0,0
11,370,324292.02846457984,5003116.776178825,5.0,324291.89656359976,5003111.777918914,0.02638019602080734,0.9996519820707124,178.4883507408627,0,0
11,380,324282.0406927515,5003117.039749875,5.0,324281.90879177157,5003112.041489964,0.026380195994689555,0.9996519820714016,178.48835074235967,0,0
11,390,324272.05292097374,5003117.3033209285,5.0,324271.921020045,5003112.305061017,0.026380185748304058,0.9996519823417973,178.4883513296387,0,0
11,400,324262.06514914474,5003117.5668919785,5.0,324261.933248216,5003112.568632067,0.026380185748304058,0.9996519823417973,178.4883513296387,0,0
11,410,324252.0773772702,5003117.830463034,5.0,324251.9454762949,5003112.832203124,0.026380195063200107,0.999651982095983,178.48835079574866,0,0
11,420,324242.06322524615,5003117.094382102,4.0,324241.9577044659,5003113.095774174,0.026380195063200107,0.999651982095983,178.48835079574866,0,0
11,430,324232.1018336122,5003118.357605134,5.0,324231.9699326369,5003113.359345224,0.026380195063200107,0.999651982095983,178.48835079574866,0,0
11,440,324222.1404420196,5003119.62082817,6.0,324221.98216091056,5003113.622916277,0.026380184842932173,0.9996519823656894,178.48835138153072,0,0
11,450,324212.1526701912,5003119.88439922,6.0,324211.9943890823,5003113.886487327,0.026380184818350843,0.9996519823663381,178.48835138293964,0,0
11,460,324202.1385181262,5003119.148318295,5.0,324202.0066171509,5003114.150058385,0.026380195063200107,0.999651982095983,178.48835079574866,0,0
11,470,324192.15074629255,5003119.411889344,5.0,324192.0188453126,5003114.413629434,0.026380195994689555,0.9996519820714016,178.48835074235967,0,0
11,480,324182.13659433,5003118.675808416,4.0,324182.031073587,5003114.677200486,0.026380185748304058,0.9996519823417973,178.4883513296387,0,0
11,490,324172.2015828725,5003120.93868343,6.0,324172.043301758,5003114.940771536,0.026380185748304058,0.9996519823417973,178.4883513296387,0,0
11,500,324162.16105061054,5003119.202950522,4.0,324162.05552982655,5003115.204342594,0.026380195994689555,0.9996519820714016,178.48835074235967,0,0
11,510,324152.1468985866,5003118.466869591,3.0,324152.0677579986,5003115.467913644,0.026380195994689555,0.9996519820714016,178.48835074235967,0,0
11,520,324142.23826739023,5003121.72939659,6.0,324142.07998628134,5003115.731484696,0.026380184816814384,0.9996519823663788,178.4883513830277,0,0
11,530,324132.2504955612,5003121.99296764,6.0,324132.09221445234,5003115.995055746,0.026380184816814384,0.9996519823663788,178.4883513830277,0,0
11,540,324122.2627236916,5003122.256538697,6.0,324122.10444252106,5003116.258626804,0.026380195089317892,0.9996519820952937,178.4883507942517,0,0
11,550,324112.2221914731,5003120.520805782,4.0,324112.11667069286,5003116.522197854,0.026380195063200107,0.999651982095983,178.48835079574866,0,0
11,560,324102.2080394491,5003119.78472485,3.0,324102.1288988639,5003116.785768904,0.026380195063200107,0.999651982095983,178.48835079574866,0,0
11,570,324092.2202676918,5003120.048295904,3.0,324092.14112713735,5003117.049339957,0.026380184816814384,0.9996519823663788,178.4883513830277,0,0
11,580,324082.3116364145,5003123.3108229,6.0,324082.1533553,5003117.312911007,0.026380185748304058,0.9996519823417973,178.4883513296387,0,0
11,590,324072.2974843485,5003122.5747419745,5.0,324072.16558336857,5003117.576482064,0.026380195994689555,0.9996519820714016,178.48835074235967,0,0
11,600,324062.3360927155,5003123.837965007,6.0,324062.17781153956,5003117.840053114,0.026380195994689555,0.9996519820714016,178.48835074235967,0,0
