449336.241381793,4838000.61788026,25
449394.210668005,4839517.62212223,25
479943.876485831,4825923.14631636,25
483138.404968201,4827544.97450485,25
479855.312378753,4822943.31759996,25
456557.426574315,4854256.53620715,25
479925.685990905,4844191.19206397,25
501313.248732329,4841304.02313696,25
457446.959071774,4841343.93590612,25
450515.089669409,4835767.76578369,25
451237.195911846,4834923.02849365,25
452286.028470373,4834126.37293785,25
486987.419632115,4836874.08021844,25
486514.768982622,4837678.08069307,25
473496.797059066,4847568.46558221,25
479191.367165561,4820359.91521307,25
462294.810805983,4840191.34432883,25
462237.344564734,4838504.62722002,25
489970.638569401,4849135.13980025,25
487958.893189308,4848513.43330243,25
487338.51265347,4847900.93670062,25
487364.654518294,4846991.33880812,25
482936.880636445,4830785.1028144,25
478322.716737296,4818064.35810944,25
454165.220975126,4830954.84001606,25
478910.293877951,4846498.06891274,25
486363.593306565,4850996.60855521,25
485980.134868827,4851798.12500506,25
479260.868620096,4819565.59121805,25
479930.965508858,4848485.6175898,25
459131.904693397,4829274.10700467,25
469079.60221932,4844325.32386073,25
470163.39284133,4843689.78070189,25
480248.170106778,4855040.62348045,25
459678.034621301,4823250.36321955,25
459056.387812287,4854410.46085158,25
468671.71588374,4845435.10799415,25
469628.477307922,4845719.23761288,25
470283.175049742,4846452.80592417,25
471291.239779944,4846912.19393439,25
449882.812596445,4832537.18687948,25
450805.885389825,4830925.30562411,25
478297.2567335,4837231.90996746,25
483121.757549869,4833622.25139837,25
475506.257952732,4847107.97438165,25
469472.525566489,4854183.35585699,25
460526.594031342,4837288.48024945,25
466127.089215939,4819251.02922875,25
492898.571831549,4846229.30782928,25
475889.609252496,4835749.07074386,25
457370.091942259,4830357.17240449,25
456142.589912525,4829285.0481489,25
455376.064514678,4827671.39750544,25
475838.470954734,4816876.94300509,25
467785.218427945,4817547.8943187,25
465624.832482666,4817984.66502785,25
467489.419894838,4855084.47248311,25
471269.113580997,4838848.17901594,25
476705.058725807,4846088.33255354,25
488160.157718054,4829202.2898632,25
459486.550311688,4826434.81669739,25
451078.781432607,4851110.09966087,25
472637.925549598,4821216.91620428,25
472288.165810808,4849941.89438548,25
488358.071062547,4827998.05776285,25
479366.405726548,4832316.69773446,25
485730.596466457,4822763.15505195,25
479517.744566074,4853338.88670022,25
486372.989906305,4841526.21892407,25
484742.384293551,4832404.51405282,25
467811.228465907,4822122.46748843,25
473182.34481617,4839657.86695219,25
464899.453914561,4842512.1270478,25
492800.013006768,4844395.98311345,25
491827.3140491,4845339.40449901,25
485416.339821931,4838891.9881408,25
484776.634963189,4838877.19257157,25
486600.706181108,4843763.5082239,25
487164.740672721,4832420.37893419,25
489017.052429907,4822753.81984747,25
488620.202608023,4821143.5232034,25
490909.381703527,4847461.34316977,25
490921.656844193,4846974.41505661,25
481543.484744609,4842090.46982483,25
486366.702585667,4846592.51314289,25
489196.701590668,4840588.96953523,25
491221.259792903,4839686.06741988,25
492003.693374506,4839219.81346147,25
495106.636877178,4837461.58775651,25
496811.53597405,4836922.46254434,25
497449.296320961,4836050.02876922,25
498417.516098276,4835620.68254113,25
499466.990540232,4834847.06034568,25
489590.75831456,4843304.05775024,25
449768.580793921,4834880.3479772,25
450184.44687614,4834142.36038782,25
451138.830864943,4832525.57561407,25
463709.455564675,4831939.56267445,25
463762.975323884,4832088.88525746,25
478976.544147383,4836643.725258,25
484760.377860079,4830824.42217092,25
484161.560716899,4822785.48252206,25
479060.519232704,4819559.64027436,25
463812.730190654,4826916.95720922,25
479914.912499298,4846512.18084623,25
455661.951725582,4817254.65175569,25
458740.003131772,4818029.1079883,25
472003.096042226,4819405.58793903,25
472611.028064097,4816750.65714318,25
485558.951120786,4834118.17072877,25
485933.525967404,4822759.63988123,25
465246.270687154,4821425.97048308,25
479902.675300965,4838869.6992052,25
486364.404762388,4851814.80008446,25
458163.357933225,4825748.54840286,25
451537.84578229,4818711.45954396,25
452139.060897015,4849880.57872962,25
462240.073720202,4835669.18314607,25
473471.676860365,4825919.88351631,25
470247.070328097,4823174.84779121,25
461142.08292705,4835677.6990029,25
459661.426931019,4832463.62506242,25
484715.947576009,4822350.2204536,25
454604.349851473,4827677.53190257,25
457921.173926251,4822831.85196798,25
455623.172274596,4826062.83405064,25
459262.668029963,4851810.70904623,25
458651.069856577,4850205.43279496,25
461468.182388088,4852919.6857424,25
470544.456127788,4852553.73511213,25
468271.879614803,4843708.85309703,25
471882.597863061,4841910.53320254,25
476718.463283926,4852120.7090264,25
475104.250869483,4852188.54669042,25
473771.64026707,4852259.58938892,25
472692.265934024,4850113.16020783,25
463223.533708676,4846965.63318776,25
467125.413718596,4854158.93551131,25
458144.832991886,4823634.5809,25
483088.730776013,4822359.77057455,25
483091.367707438,4822772.29426713,25
484705.166507525,4819249.10917355,25
484704.847732183,4819642.87325124,25
468760.862506012,4843699.56435061,25
451890.496996595,4851092.75159244,25
468666.434621634,4852467.55161934,25
450035.378874083,4820204.18289861,25
447876.302819574,4821329.72988454,25
462878.668451394,4835664.73690335,25
475012.957541427,4819496.93553185,25
501652.606015885,4837943.35199823,25
500639.315601297,4838071.59625753,25
498408.31774202,4839328.44051636,25
492793.061230846,4848568.52440388,25
494413.13025695,4850969.86336425,25
492795.579228781,4849781.29326516,25
477091.706305158,4845289.65525742,25
478218.978843826,4846101.30385902,25
489569.258361937,4845842.14107212,25
487966.585024468,4844525.27605142,25
482535.765722762,4846927.24067016,25
486606.056994033,4842125.67487337,25
452444.28118954,4818046.29475058,25
452354.737992821,4816469.41958262,25
451236.448468529,4818093.60611363,25
461096.056798222,4827634.12636984,25
460864.803329352,4827636.3598263,25
455575.207411819,4818053.79644618,25
483117.256332142,4832394.69817444,25
470864.19873531,4841269.86806412,25
490387.351591051,4845777.40931456,25
492788.606553519,4846121.39616047,25
492913.888506191,4851792.12989955,25
492799.141598446,4851206.4226571,25
487945.078826774,4852657.73247272,25
486372.182956817,4852662.2371039,25
475300.966553161,4836452.65057413,25
464650.626016071,4838214.18062656,25
464345.320292202,4841298.74426652,25
464643.17242531,4837291.89102669,25
464446.310723541,4836471.69016632,25
481551.621370618,4847720.12229633,25
489685.167246461,4816307.24247985,25
488461.133216995,4817916.95425461,25
486336.76826367,4821542.15662624,25
494397.918104392,4848766.30704765,25
478706.176162419,4835608.32918166,25
479488.132787027,4836525.4007174,25
468809.065924,4844499.16865012,25
484779.95269568,4840902.33324942,25
483546.180609043,4845912.5871395,25
484762.267781408,4845353.90629119,25
491865.419877686,4846956.4198483,25
492118.802461231,4846968.11617607,25
492476.867399158,4849374.47712675,25
485257.251738142,4848571.21289381,25
448388.157430864,4818107.74338927,25
486364.255959585,4832430.54326429,25
484753.370956854,4832425.23417889,25
462220.448055209,4835685.06712511,25
468666.00981928,4852750.92764742,25
454747.561150023,4819677.01386868,25
452452.167293826,4820749.80928983,25
452004.11952908,4821316.96887576,25
486362.361232217,4849054.56107995,25
485341.213176461,4851793.14175345,25
484613.023160134,4850168.30739448,25
490120.37417212,4825992.8034585,25
489574.035352501,4826658.19664617,25
487943.967662043,4818722.7789042,25
486336.260790338,4821129.78627152,25
447741.96913189,4837766.55067575,25
449375.963412649,4839032.49376339,25
479903.87856026,4825630.44708598,25
481418.039271099,4824446.43175813,25
479691.583581594,4822813.76484696,25
481484.136694154,4824547.40090019,25
455917.757211578,4854287.84159545,25
499201.787703784,4842495.22622126,25
500811.663958039,4841520.34844076,25
451230.671990469,4834948.70634113,25
452575.533092125,4833874.69448348,25
470024.931037618,4821571.27796281,25
460622.700588172,4838909.554178,25
472282.746735936,4841263.01599107,25
487251.842764928,4847766.93175786,25
499313.859122775,4835772.79794903,25
482181.043159989,4829981.32319324,25
481394.302338832,4829970.44362373,25
481547.08666859,4829864.58578074,25
454142.301010858,4827914.44801329,25
471870.022837912,4826588.279535,25
467400.501496233,4827203.64567668,25
460070.555100733,4836068.60938892,25
479950.648216696,4849301.7398819,25
476081.884056058,4823270.27395579,25
474141.875457721,4824320.28237072,25
470274.264634035,4823864.92529744,25
458991.374839976,4829628.17981385,25
469707.279067194,4844016.8354005,25
470286.125329599,4843604.87069592,25
478851.614238043,4853349.64559683,25
470495.65254953,4846917.56612231,25
453535.870256667,4829292.53132136,25
489171.646756728,4846157.29555269,25
455753.46280541,4828640.02206879,25
477854.271350591,4816761.32911557,25
467575.892468572,4817974.3209911,25
471749.886661637,4821965.9155923,25
471012.993243178,4823328.44258283,25
467006.444454951,4827608.20252389,25
478346.667550146,4834715.38163298,25
479712.229981389,4832956.18915156,25
479965.998098468,4833357.37452242,25
478346.036421839,4834741.26489981,25
471785.271852523,4820363.98648871,25
470217.372442289,4821355.44818661,25
461812.190536448,4836422.73615974,25
472473.376257981,4840455.50523258,25
483127.636749928,4832387.84433436,25
487951.084336332,4845373.68984339,25
494889.13908684,4849371.68685741,25
494398.311545899,4848955.96558831,25
483148.848076086,4842102.03294474,25
487157.376214065,4846588.20160476,25
499300.345759973,4835786.274488,25
487331.426004146,4842117.12940495,25
449760.519262478,4834906.38200004,25
450967.32645352,4833231.79128917,25
459356.376455412,4819302.13108438,25
483145.492399959,4830805.1968652,25
463813.678278522,4827165.29293681,25
463815.895309181,4827485.87997671,25
481539.457562878,4845314.03825406,25
481555.656683373,4844518.83568732,25
487951.848624044,4844956.2244928,25
470266.856708336,4828638.57984506,25
471308.495357606,4819597.39026603,25
460071.36868513,4836096.10994741,25
485558.737795745,4834091.62478116,25
470255.849621632,4824437.90867303,25
460511.573105391,4833269.80484287,25
454933.528669575,4827307.04634531,25
455721.392128682,4825683.47661186,25
464775.320791854,4848563.99471416,25
465734.265422814,4852595.74326154,25
482112.925596575,4821188.31545959,25
484901.00103499,4819539.70465546,25
468703.105208268,4852578.17892308,25
500662.128386087,4838069.26733445,25
489571.842265553,4845352.20894175,25
482746.782554572,4848545.08664051,25
460724.652620944,4827924.41372389,25
455651.478776007,4817696.71099916,25
483134.999300401,4832394.91746069,25
449907.003137735,4818105.26267218,25
450019.974504659,4818171.63234405,25
475286.478818467,4836425.6222608,25
464647.075745712,4838879.43993107,25
464445.864682941,4836404.24007046,25
486611.640721201,4821143.22443362,25
479906.52059465,4836521.37921891,25
484770.533431121,4838888.40889646,25
484769.075957317,4843721.66397842,25
485704.061589559,4832427.06893279,25
