cat,lcat,along,elev
1,27,0,273.757764550781
2,27,0.999967904215605,273.757764550781
3,27,1.99993580843121,273.774024023438
4,27,2.99990371264681,273.647036425781
5,27,3.99987161686242,273.60651796875
6,27,4.99983952107802,273.620731054687
7,27,5.99980742529363,273.806505761719
8,27,6.99977532950923,274.1527171875
9,27,7.99974323372484,274.314102685547
10,27,8.99971113794044,274.450633886719
11,27,9.99967904215605,274.529791845703
12,27,10.9996469463717,274.543763085938
13,27,11.9996148505873,274.561250390625
14,27,12.9995827548029,274.386637792969
15,27,13.9995506590185,274.442448339844
16,27,14.9995185632341,274.474558007813
17,27,15.9994864674497,274.470893115234
18,27,16.9994543716653,274.470893115234
19,27,17.9994222758809,274.473925488281
20,27,18.9993901800965,274.509048925781
21,27,19.9993580843121,274.575854150391
22,27,20.9993259885277,274.631664697266
23,27,21.9992938927433,274.6468265625
24,27,22.9992617969589,274.673113330078
25,27,23.9992297011745,274.687140380859
26,27,24.9991976053901,274.620893261719
27,27,25.9991655096057,274.600317773437
28,27,26.9991334138213,274.574961181641
29,27,27.9991013180369,274.550237109375
30,27,28.9990692222525,274.544618847656
31,27,29.9990371264681,274.533028857422
32,27,30.9990050306837,274.545567626953
33,27,31.9989729348993,274.571761376953
34,27,32.998940839115,274.320874365234
35,27,33.9989087433306,274.323795117188
36,27,34.9988766475462,274.333878222656
37,27,35.9988445517618,274.347942480469
38,27,36.9988124559774,274.380740478516
39,27,37.998780360193,274.409761962891
40,27,38.9987482644086,274.415808105469
41,27,39.9987161686242,274.440587988281
42,27,40.9986840728398,274.47150703125
43,27,41.9986519770554,274.488510644531
44,27,42.998619881271,274.496956640625
45,27,43.9985877854866,274.504342236328
46,27,44.9985556897022,274.50543984375
47,27,45.9985235939178,274.512676611328
48,27,46.9984914981334,274.59473671875
49,27,47.998459402349,274.583109521484
50,27,48.9984273065646,274.583109521484
51,27,49.9983952107802,274.580765478516
52,27,50.9983631149958,274.616558642578
53,27,51.9983310192114,274.639868847656
54,27,52.9982989234271,274.602661816406
55,27,53.9982668276427,274.594848339844
56,27,54.9982347318583,274.581193359375
57,27,55.9982026360739,274.527652441406
58,27,56.9981705402895,274.527652441406
59,27,57.9981384445051,274.581193359375
60,27,58.9981063487207,274.594848339844
61,27,59.9980742529363,274.602661816406
62,27,60.9980421571519,274.365206542969
63,27,61.9980100613675,274.365206542969
64,27,62.9979779655831,274.349747021484
65,27,63.9979458697987,274.338938378906
66,27,64.9979137740143,274.322883544922
67,27,65.9978816782299,274.292801660156
68,27,66.9978495824455,274.292131933594
69,27,67.9978174866611,274.315293310547
70,27,68.9977853908767,274.344072949219
71,27,69.9977532950923,274.368685400391
72,27,70.9977211993079,274.376070996094
73,27,71.9976891035235,274.400274169922
74,27,72.9976570077391,274.423565771484
75,27,73.9976249119547,274.449536279297
76,27,74.9975928161704,274.468846728516
77,27,75.9975607203859,274.467972363281
78,27,76.9975286246016,274.478669384766
79,27,77.9974965288172,274.483952783203
80,27,78.9974644330328,274.490910498047
81,27,79.9974323372484,274.258515380859
82,27,80.997400241464,274.300094238281
83,27,81.9973681456796,274.291666845703
84,27,82.9973360498952,274.296578173828
85,27,83.9973039541108,274.343979931641
86,27,84.9972718583264,274.338510498047
87,27,85.997239762542,274.324539257812
88,27,86.9972076667576,274.324539257812
89,27,87.9971755709732,274.340798730469
90,27,88.9971434751888,274.362918310547
91,27,89.9971113794044,274.389558544922
92,27,90.99707928362,274.390991015625
93,27,91.9970471878356,274.390488720703
94,27,92.9970150920512,274.402543798828
95,27,93.9969829962668,274.422951855469
96,27,94.9969509004824,274.452680273438
97,27,95.9969188046981,274.491766259766
98,27,96.9968867089136,274.498017041016
99,27,97.9968546131293,274.482855175781
100,27,98.9968225173449,274.247111425781
101,27,99.9967904215605,274.277751416016
102,27,100.996758325776,274.249697314453
103,27,101.996726229992,274.20956953125
104,27,102.996694134207,274.274849267578
105,27,103.996662038423,274.366564599609
106,27,104.996629942638,274.402283349609
107,27,105.996597846854,274.408143457031
108,27,106.99656575107,274.403846044922
109,27,107.996533655285,274.415529052734
110,27,108.996501559501,274.411529296875
111,27,109.996469463717,274.431286230469
112,27,110.996437367932,274.428514306641
113,27,111.996405272148,274.400832275391
114,27,112.996373176363,274.400832275391
115,27,113.996341080579,274.427770166016
116,27,114.996308984795,274.452122167969
117,27,115.99627688901,274.467897949219
118,27,116.996244793226,274.4682328125
119,27,117.996212697441,274.232061181641
120,27,118.996180601657,274.251018164062
121,27,119.996148505873,274.261696582031
122,27,120.996116410088,274.261752392578
123,27,121.996084314304,274.268710107422
124,27,122.996052218519,274.284895166016
125,27,123.996020122735,274.276765429687
126,27,124.995988026951,274.289899511719
127,27,125.995955931166,274.319311669922
128,27,126.995923835382,274.339998779297
129,27,127.995891739597,274.333561962891
130,27,128.995859643813,274.348705224609
131,27,129.995827548029,274.363662451172
132,27,130.995795452244,274.376145410156
133,27,131.99576335646,274.41138046875
134,27,132.995731260675,274.419770654297
135,27,133.995699164891,274.444829589844
136,27,134.995667069107,274.471934912109
137,27,135.995634973322,274.467786328125
138,27,136.995602877538,274.225252294922
139,27,137.995570781753,274.240953662109
140,27,138.995538685969,274.261975634766
141,27,139.995506590185,274.280151269531
142,27,140.9954744944,274.293062109375
143,27,141.995442398616,274.293564404297
144,27,142.995410302831,274.315963037109
145,27,143.995378207047,274.323590478516
146,27,144.995346111263,274.298736181641
147,27,145.995314015478,274.318883789063
148,27,146.995281919694,274.355811767578
149,27,147.995249823909,274.386302929688
150,27,148.995217728125,274.405762207031
151,27,149.995185632341,274.437016113281
152,27,150.995153536556,274.443359912109
153,27,151.995121440772,274.443062255859
154,27,152.995089344988,274.445052832031
155,27,153.995057249203,274.436160351563
156,27,154.995025153419,274.436160351563
157,27,155.994993057634,274.226814990234
158,27,156.99496096185,274.2170109375
159,27,157.994928866066,274.224247705078
160,27,158.994896770281,274.252599462891
161,27,159.994864674497,274.275742236328
162,27,160.994832578712,274.253157568359
163,27,161.994800482928,274.257082910156
164,27,162.994768387144,274.285230029297
165,27,163.994736291359,274.318362890625
166,27,164.994704195575,274.338808154297
167,27,165.99467209979,274.346751855469
168,27,166.994640004006,274.367569189453
169,27,167.994607908222,274.39649765625
170,27,168.994575812437,274.433202392578
171,27,169.994543716653,274.452252392578
172,27,170.994511620868,274.474762646484
173,27,171.994479525084,274.450503662109
174,27,172.9944474293,274.430672314453
175,27,173.994415333515,274.475990478516
176,27,174.994383237731,274.480994824219
177,27,175.994351141946,274.484287646484
178,27,176.994319046162,274.501830761719
179,27,177.994286950378,274.519504101563
180,27,178.994254854593,274.812118798828
181,27,179.994222758809,274.814034960938
182,27,180.994190663024,274.795989550781
183,27,181.99415856724,274.757815136719
184,27,182.994126471456,274.723640478516
185,27,183.994094375671,274.723119580078
186,27,184.994062279887,274.686749707031
187,27,185.994030184102,274.635329589844
188,27,186.993998088318,274.524210791016
189,27,187.993965992534,274.416961523438
190,27,188.993933896749,274.387549365234
191,27,189.993901800965,274.387549365234
