cat,system_cod,type,segment_na,map_label,bottom_wid,tile_dim,tile_mater,source,side_slope,grade,buffer_rig,buffer_lef,buffer_req,easement,easement_w,easement_1,constructi,construc_1,construc_2,notes,SHAPE_Leng
112,"CCD23","Open","Clay Co. Ditch No. 23","South",-9998,-9998,"Not Applicable","Ditch CL from CAD ROW Work","Unknown",-9999,"Unknown","Unknown",,"Unknown",-9999,-9999,"Unknown",-9999,-9999,,2841.79855502
113,"CCD3","Open","Clay Co. Ditch No. 3","Main",-9998,-9998,"Not Applicable","Ditch CL from CAD ROW Work","Unknown",-9999,"Unknown","Unknown",,"Unknown",-9999,-9999,"Unknown",-9999,-9999,,13976.7151954
114,"BCD10","Open","Becker Co. Ditch No. 10","Main",-9998,-9998,"Not Applicable","Ditch CL from GIS Update 2007","Unknown",-9999,"Unknown","Unknown",,"Unknown",-9999,-9999,"Unknown",-9999,-9999,,4176.50036542
115,"BCD19","Open","Becker Co. Ditch No. 19","Main",-9998,-9998,"Not Applicable","Ditch CL from GIS Update 2007","Unknown",-9999,"Unknown","Unknown",,"Unknown",-9999,-9999,"Unknown",-9999,-9999,,8043.53079776
116,"BCD6","Open","Becker Co. Ditch No. 6","Main",-9998,-9998,"Not Applicable","Ditch CL from GIS Update 2007","Unknown",-9999,"Unknown","Unknown",,"Unknown",-9999,-9999,"Unknown",-9999,-9999,,1199.99733264
117,"BCD15","Open","Becker Co. Ditch No. 15","Br. 7",-9998,-9998,"Not Applicable","Ditch CL from GIS Update 2007","Unknown",-9999,"Unknown","Unknown",,"Unknown",-9999,-9999,"Unknown",-9999,-9999,,8136.35733936
118,"BCD15","Open","Becker Co. Ditch No. 15","Br. 4",-9998,-9998,"Not Applicable","Ditch CL from GIS Update 2007","Unknown",-9999,"Unknown","Unknown",,"Unknown",-9999,-9999,"Unknown",-9999,-9999,,12952.2018458
119,"BCD15","Open","Becker Co. Ditch No. 15","Main",-9998,-9998,"Not Applicable","Ditch CL from GIS Update 2007","Unknown",-9999,"Unknown","Unknown",,"Unknown",-9999,-9999,"Unknown",-9999,-9999,,12954.3555712
120,"CCD34","Open","Clay Co. Ditch No. 34","Main",-9998,-9998,"Not Applicable","Ditch CL from CAD ROW Work","Unknown",-9999,"Unknown","Unknown",,"Unknown",-9999,-9999,"Unknown",-9999,-9999,,25820.6629207
121,"WCD13L1","Open","Wilkin Co. Ditch No. 13 L1","Main",-9998,-9998,"Not Applicable","Ditch CL from CAD ROW Work","Unknown",-9999,"Unknown","Unknown",,"Unknown",-9999,-9999,"Unknown",-9999,-9999,,61190.7869044
122,"WCD1A","Open","Wilkin Co. Ditch No. 1A","Main",-9998,-9998,"Not Applicable","Ditch CL from GIS Update 2007","Unknown",-9999,"Unknown","Unknown",,"Unknown",-9999,-9999,"Unknown",-9999,-9999,,10901.665129
123,"WCD2","Open","Wilkin Co. Ditch No. 2","Main",-9998,-9998,"Not Applicable","Ditch CL from GIS Update 2007","Unknown",-9999,"Unknown","Unknown",,"Unknown",-9999,-9999,"Unknown",-9999,-9999,,5850.33409361
124,"WCD3","Open","Wilkin Co. Ditch No. 3","Main",-9998,-9998,"Not Applicable","Ditch CL from GIS Update 2007","Unknown",-9999,"Unknown","Unknown",,"Unknown",-9999,-9999,"Unknown",-9999,-9999,,24884.6759048
125,"WCD3","Open","Wilkin Co. Ditch No. 3","Willow Creek",-9998,-9998,"Not Applicable","Ditch CL from GIS Update 2007","Unknown",-9999,"Unknown","Unknown",,"Unknown",-9999,-9999,"Unknown",-9999,-9999,,3648.50050041
126,"CCD31","Open","Clay Co. Ditch No. 31","Main",-9998,-9998,"Not Applicable","Ditch CL from CAD ROW Work","Unknown",-9999,"Unknown","Unknown",,"Unknown",-9999,-9999,"Unknown",-9999,-9999,,8182.87662232
127,"CCD20","Open","Clay Co. Ditch No. 20","Main",-9998,-9998,"Not Applicable","Ditch CL from CAD ROW Work","Unknown",-9999,"Unknown","Unknown",,"Unknown",-9999,-9999,"Unknown",-9999,-9999,,13894.8656359
128,"CCD40","Open","Clay Co. Ditch No. 40","Main",-9998,-9998,"Not Applicable","Ditch CL from CAD ROW Work","Unknown",-9999,"Unknown","Unknown",,"Unknown",-9999,-9999,"Unknown",-9999,-9999,,10205.6322379
129,"C-WJD1","Open","Judicial Ditch No. 1","Br. 1",-9998,-9998,"Not Applicable","Ditch CL from CAD ROW Work","Unknown",-9999,"Unknown","Unknown",,"Unknown",-9999,-9999,"Unknown",-9999,-9999,,7845.18735745
130,"C-WJD1","Open","Judicial Ditch No. 1","Main",-9998,-9998,"Not Applicable","Ditch CL from CAD ROW Work","Unknown",-9999,"Unknown","Unknown",,"Unknown",-9999,-9999,"Unknown",-9999,-9999,,7643.64197373
131,"WCD4","Open","Wilkin Co. Ditch No. 4A","Lat. A",-9998,-9998,"Not Applicable","Ditch CL from CAD ROW Work","Unknown",-9999,"Unknown","Unknown",,"Unknown",-9999,-9999,"Unknown",-9999,-9999,,15558.8436661
132,"CCD41","Open","Clay Co. Ditch No. 41","Main",-9998,-9998,"Not Applicable","Ditch CL from CAD ROW Work","Unknown",-9999,"Unknown","Unknown",,"Unknown",-9999,-9999,"Unknown",-9999,-9999,,17777.2521024
