cat,a_cat,b_cat,to_x,to_y
325,1964,1,242016.193024002,5005203.26570083
326,693,1,241978.725190726,5006023.38809453
327,87,1,243172.016717303,5004946.39288424
328,1774,1,243960.392282138,5005945.44766115
329,1366,1,244422.547152111,4973203.27361571
330,245,1,254126.895236804,4998423.38216898
331,237,1,254126.894263157,4998423.36217574
332,1546,1,264691.051676877,4983343.68052237
333,343,1,264691.051676877,4983343.68052237
334,121,1,235945.350500161,4994020.75125933
335,1416,1,276648.152015867,4974823.20953233
336,1104,1,269617.937205682,4989617.07976483
337,1032,1,265232.708949868,4993859.59284336
338,526,1,266804.391608339,4991763.24601026
339,1547,1,269960.53261435,4989024.66357624
340,237,1,254363.832290655,5003869.15587541
341,239,1,254363.832290655,5003869.15587541
342,1965,1,246222.03631683,5000820.1493653
343,2231,1,244616.326759515,5000860.88910944
344,1085,1,255434.313604046,4990316.98901083
345,5,1,241803.850843517,4966517.79968777
346,724,1,234076.163460302,4989429.33966179
347,424,1,235020.969259489,4987774.23694631
348,1006,1,274186.107129564,4975279.42364126
349,1409,1,255246.249842684,4999773.66279589
350,1255,1,288793.23727894,4971475.80898311
351,359,1,273242.24204337,4967889.53309832
352,1013,1,274833.503889128,4968087.44676614
353,435,1,265224.233498531,4976818.25977195
354,447,1,272371.366463255,4970160.23108848
355,1584,1,263375.521584311,4962744.58594789
356,223,1,262620.442249333,4962378.7439153
357,735,1,263375.521584311,4962744.58594789
358,189,1,263153.564445435,4960765.49483438
359,1023,1,267919.308993966,4970323.36368926
360,949,1,270002.753842236,4968328.63434939
361,1447,1,270834.334740292,4968599.15174466
362,447,1,271329.667282116,4970198.14596414
363,1736,1,264876.63191787,4965596.25241177
364,355,1,268645.571699828,4974589.34557131
365,438,1,269319.563317586,4975096.77261673
366,1823,1,277501.739280747,4978023.63893468
367,1114,1,250790.217635135,5004772.52231358
368,766,1,261166.498128355,4984327.51174682
369,2088,1,260120.828452116,4984876.22496717
370,203,1,284513.808458425,4968145.29512185
371,554,1,284326.897633077,4968129.57830463
372,359,1,273192.698800478,4966901.43195581
373,1490,1,271764.470873017,4966944.55981915
374,1742,1,268492.025442787,4970313.12472122
375,2275,1,266820.571431788,4969578.23434169
376,1542,1,266564.313725257,4963447.31218996
377,1563,1,267895.601365136,4963703.95606839
378,189,1,264863.17964277,4960723.67413519
379,597,1,258631.293197111,4965150.40494342
380,1744,1,260246.073293931,4965162.42359019
381,1736,1,259457.196235521,4965763.09433732
382,1700,1,259457.196235521,4965763.09433732
383,903,1,259457.196235521,4965763.09433732
384,1164,1,259329.911618026,4970617.04391359
385,585,1,258787.573133016,4969828.8100502
386,353,1,271792.187292455,4971807.8774261
387,920,1,250689.574003476,4969619.47482229
388,1196,1,250689.574003476,4969619.47482229
389,26,1,249765.394788222,4969429.03529298
390,2249,1,249017.763495362,4968831.19941852
391,225,1,258245.283629393,4996462.95352942
392,758,1,276302.257057231,4980077.24117281
393,1699,1,278292.328350429,4974580.872866
394,842,1,286834.811529277,4969681.61531624
395,434,1,266526.406062199,4978418.9444856
396,1007,1,266526.406062199,4978418.9444856
397,432,1,272770.78568228,4983069.51116221
398,2074,1,242062.47901608,5003237.46405312
399,1133,1,278209.520867437,4973358.33606333
400,1004,1,272770.78568228,4983069.51116221
401,1011,1,272770.78568228,4983069.51116221
402,1305,1,272643.008640782,4976954.89536019
403,494,1,245990.18418182,4972334.61762338
404,198,1,245031.920338355,4972856.96005657
405,1302,1,265716.627476808,4981857.17490183
406,1567,1,264819.151207719,4981735.04495323
407,1490,1,274340.596650978,4966894.9158224
408,366,1,289440.440416003,4972226.63632673
409,1690,1,287852.500734299,4973676.61720139
410,1155,1,256448.49035803,4965871.94163554
411,1700,1,256448.470373664,4965871.94247639
412,1736,1,256448.470373664,4965871.94247639
413,1144,1,250132.282942876,4993583.97919096
414,764,1,258733.474537149,4990760.91735636
415,1006,1,274464.405009576,4981326.85999847
416,943,1,274951.438748129,4970338.3625772
417,943,1,274899.229249816,4969319.15243061
418,1011,1,274899.229249816,4969319.15243061
419,447,1,273351.12935839,4970136.61765819
420,1286,1,273082.466247917,4965321.85358192
421,1315,1,264890.688849285,4960952.71817
422,354,1,266659.503790107,4965726.48848784
423,2007,1,273478.546983042,4973960.76945824
424,697,1,246179.660628705,5008287.473759
425,401,1,246179.639597162,5008287.47460129
426,981,1,246449.486343081,5008041.08590388
427,2258,1,264522.589836316,4976902.64186312
428,1832,1,247941.36723453,4995268.40785973
429,846,1,249330.44879725,4999999.72619259
430,104,1,245974.340034919,4995351.13807301
431,271,1,250196.566249239,4990715.59271156
432,829,1,265374.295058571,4991338.11996626
433,1567,1,265195.968964497,4991308.65298413
434,1896,1,244412.016913937,5001810.27440321
435,1896,1,241230.137675661,5001929.52856837
436,398,1,241451.030870697,5002341.60221861
437,1023,1,248066.553949784,4971127.16483613
438,1023,1,247516.42357021,4971154.84084576
439,1386,1,252945.61073211,4998259.55118732
440,103,1,242297.51247749,4984112.41032756
441,504,1,242101.615083039,4984255.09648465
442,97,1,240743.194831834,4986059.12209982
443,2169,1,246434.612028731,5001732.48242091
444,1084,1,255264.290250982,4985321.44152078
445,571,1,254446.731508014,4985363.94466055
446,1707,1,283692.458904387,4971363.15869673
447,2224,1,279664.491797541,4968748.99600454
448,1131,1,281273.074164888,4966082.28685556
449,1447,1,269705.888634324,4968650.1455286
450,1071,1,264819.69786146,4959109.67972333
451,2428,1,264852.681898661,4959852.10418954
452,223,1,268120.19138132,4962238.80173919
453,592,1,270471.953404641,4966990.05520169
454,434,1,264904.940390556,4978492.73336855
455,2088,1,260326.22180131,4989916.09598868
456,724,1,258733.474537149,4990760.91735636
457,3,1,246845.376202106,4971177.05814201
458,29,1,245031.899369529,4972856.96104493
459,38,1,245990.18418182,4972334.61762338
460,1023,1,246845.396194048,4971177.05757334
461,1386,1,254615.079978082,4998211.95618477
462,812,1,254615.079978082,4998211.95618477
463,461,1,262991.142324182,4993157.03544937
464,156,1,264864.049386596,4991437.17210244
465,121,1,235861.229605822,4992180.57532264
466,98,1,236969.363850316,4994276.52812063
467,468,1,278208.639542532,4972525.2069
468,198,1,276524.421707253,4971098.7645472
469,452,1,276991.298013808,4974811.63661211
470,905,1,263724.603606125,4965639.67152274
471,1736,1,263724.603606125,4965639.67152274
472,903,1,263724.603606125,4965639.67152274
473,1117,1,248441.565089339,4998429.66823816
474,2269,1,276648.132019534,4974823.21103545
475,2080,1,276648.132019534,4974823.21103545
476,452,1,276648.132019534,4974823.21103545
477,1515,1,276648.152015867,4974823.20953233
478,550,1,276648.132019534,4974823.21103545
479,812,1,246863.096918957,4998499.49861068
480,241,1,246653.376835577,5000108.24469397
481,1640,1,282962.919865127,4969741.9208708
482,1639,1,282962.919865127,4969741.9208708
483,1569,1,253686.191051737,4993520.14289086
484,115,1,232531.17617451,4989536.69694184
485,724,1,233332.614046331,4989462.72528379
486,979,1,246486.753758621,5007232.50426892
487,1907,1,255807.562859665,4999552.2297602
488,1011,1,274833.503889128,4968087.44676614
489,943,1,274833.503889128,4968087.44676614
490,950,1,274833.503889128,4968087.44676614
491,1551,1,274370.785722128,4979347.90465059
492,26,1,248100.635264012,4969509.35237927
493,905,1,264876.63191787,4965596.25241177
494,903,1,264876.63191787,4965596.25241177
495,300,1,265124.552925994,4966200.57011763
496,354,1,266872.761675041,4970524.85922116
497,1164,1,267919.308993966,4970323.36368926
498,1557,1,267834.6313964,4975148.51889587
499,1557,1,268672.148825123,4975113.08572165
500,241,1,251564.749964309,4999951.07627647
501,1384,1,250762.675138687,5001587.12238873
502,1872,1,250790.486637881,5004772.25556366
503,2168,1,248572.892852639,5006582.15666609
504,203,1,284489.406421601,4967665.74839071
505,540,1,286008.644429227,4967280.43708084
506,1639,1,282869.270896979,4967872.89028744
507,2224,1,279615.965947742,4967430.32236364
508,2224,1,279585.497508051,4966640.86504719
509,842,1,275654.406117593,4970006.5243411
510,361,1,273192.698800478,4966901.43195581
511,735,1,263476.48093732,4965186.38663891
512,585,1,258773.946219596,4969271.1657
513,1305,1,272695.472006332,4977941.96375436
514,1551,1,274243.232082301,4976529.12435056
515,847,1,250743.438850814,4994031.69967556
516,436,1,272840.135249325,4974935.47618665
517,954,1,272628.667776264,4973416.53741886
518,952,1,272672.366290819,4973882.16602515
519,1736,1,257444.976894019,4965831.69323867
520,905,1,257444.976894019,4965831.69323867
521,903,1,257444.976894019,4965831.69323867
