cat,a_cat,b_cat,to_x,to_y
279,768,1,420099.829367712,4821636.57090379
280,1783,1,419887.425371326,4821912.70170719
281,2553,1,418565.407691047,4822821.08372602
282,1066,1,403531.505846359,4817044.12675475
283,455,1,403531.505846359,4817044.12675475
284,1717,1,407291.889909261,4823502.79694295
285,2096,1,406482.491024583,4823434.98497818
286,768,1,407929.98600666,4821803.74169787
287,2680,1,407247.591391033,4820912.07590584
288,2641,1,406430.409441008,4820214.63673364
289,1293,1,413033.600203809,4826545.70923685
290,2064,1,425371.726555811,4848927.35898098
291,656,1,424143.94586256,4845715.45577081
292,948,1,424143.94586256,4845715.45577081
293,2520,1,427101.346160351,4845684.52547542
294,948,1,427101.346160351,4845684.52547542
295,946,1,426975.161793361,4848681.76650463
296,1132,1,423799.481891983,4851126.90345286
297,655,1,423799.481891983,4851126.90345286
298,958,1,406892.274705026,4829860.15238679
299,768,1,399193.121052946,4821936.30919832
300,2198,1,396964.551127051,4821974.72587023
301,2522,1,394365.152434081,4823218.49219896
302,2198,1,393791.091317757,4822045.8212569
303,620,1,393225.977485656,4820435.43775057
304,2043,1,400652.697728665,4830767.84144364
305,1421,1,399287.287076008,4828593.56227111
306,1559,1,399287.287076008,4828593.56227111
307,919,1,399287.287076008,4828593.56227111
308,496,1,399287.287076008,4828593.56227111
309,647,1,399287.287076008,4828593.56227111
310,1132,1,423755.436090754,4847348.21788902
311,409,1,422947.174285068,4847339.16115664
312,2064,1,422901.9774,4848947.0859123
313,367,1,421208.72133096,4836071.64869283
314,774,1,403115.550768931,4825104.19205967
315,2096,1,402439.315951177,4823507.26681134
316,2255,1,435819.701581106,4851298.65907529
317,946,1,428365.027547899,4842440.36137722
318,1938,1,444560.700509299,4843883.67126836
319,1936,1,441282.582975266,4836036.58468381
320,1328,1,440096.549362344,4836219.33208516
321,1390,1,430335.065744797,4818285.20479194
322,1069,1,426623.725415008,4819939.30733954
323,320,1,425010.436560662,4821168.09965661
324,2308,1,423818.590011492,4821583.39769339
325,2240,1,434643.256940757,4817252.77736515
326,2117,1,433042.190810518,4818925.45174893
327,1820,1,431353.852677414,4844035.27927195
328,2554,1,418589.465897194,4823989.50129018
329,1497,1,423418.45454118,4822958.08161852
330,845,1,419934.544671493,4850584.14520788
