lcat,along,x,y,across,x1,y1,cos,sin,angle,culvert,overwrite
67,6740,229772.80649800063,5158758.312595988,15.0,229770.5015473182,5158743.4907471705,0.15366337882851633,0.9881232544612053,171.16071516220796,0,0
67,6750,229762.92586796166,5158759.849136155,15.0,229760.62091712918,5158745.027287361,0.15366338883177574,0.988123252905595,171.16071458217453,0,0
67,6760,229753.0452378681,5158761.385676336,15.0,229750.74028704927,5158746.56382754,0.15366338792238854,0.9881232530470141,171.16071463490482,0,0
67,6770,229743.16460778366,5158762.922216515,15.0,229740.8596569512,5158748.100367721,0.15366338883177574,0.988123252905595,171.16071458217453,0,0
67,6780,229734.1664349553,5158764.449820971,15.0,229729.35787002183,5158750.241453603,0.32057099556409463,0.9472244912390332,161.30254021678252,0,0
67,6790,229727.084417666,5158768.395920094,15.0,229717.6749023435,5158756.714266898,0.6273010214993698,0.7787768797453138,141.14872368280896,0,0
67,6800,229724.42134267866,5158774.46309141,15.0,229709.83946424318,5158770.9461579025,0.9721252290320731,0.2344622338018204,103.55992542683444,0,0
67,6810,229724.80411859986,5158782.721470504,15.0,229709.87195935828,5158784.146468884,0.9954772827729439,-0.09499989201570805,84.54868640273581,0,0
67,6820,229725.75405959584,5158792.675636409,15.0,229710.8219003528,5158794.100634774,0.9954772828692823,-0.0949998910062056,84.54868646083882,0,0
67,6830,229726.70400059086,5158802.629802304,15.0,229711.77184134923,5158804.054800685,0.9954772827756965,-0.09499989198686513,84.5486864043959,0,0
67,6840,229727.65394158685,5158812.583968218,15.0,229712.7217823438,5158814.008966584,0.9954772828692823,-0.0949998910062056,84.54868646083882,0,0
67,6850,229728.60388258184,5158822.538134119,15.0,229713.6717233388,5158823.963132484,0.9954772828692823,-0.0949998910062056,84.54868646083882,0,0
67,6860,229729.55382357683,5158832.492300014,15.0,229714.62166433525,5158833.917298394,0.9954772827729439,-0.09499989201570805,84.54868640273581,0,0
67,6870,229730.1726462196,5158842.677670377,15.0,229715.19447897287,5158843.4866857845,0.9985444831151995,-0.05393436047826206,86.90828861554735,0,0
67,6880,229730.71195694272,5158852.6625064155,15.0,229715.73378969557,5158853.471521815,0.9985444831422925,-0.05393435997665971,86.90828864432893,1,0
67,6890,229731.2512676658,5158862.647342443,15.0,229716.2731004199,5158863.456357865,0.9985444830603367,-0.053934361493994935,86.90828855726531,1,0
67,6900,229731.7905783896,5158872.632178478,15.0,229716.81241114286,5158873.441193885,0.9985444831151995,-0.05393436047826206,86.90828861554735,1,0
67,6910,229732.3298891127,5158882.617014516,15.0,229717.35172186553,5158883.426029915,0.9985444831450018,-0.05393435992649948,86.90828864720709,1,0
67,6920,229732.8691998358,5158892.601850543,15.0,229717.8910325899,5158893.410865965,0.9985444830619042,-0.053934361464974,86.90828855893051,1,0
67,6930,229732.69997731183,5158903.453960098,15.0,229717.80868973577,5158901.651308073,0.9927525050711166,0.12017680173403958,96.90230641562967,1,0
67,6940,229730.24206673802,5158914.431858962,15.0,229716.30946562646,5158908.874645068,0.9288400741045458,0.3704809262802361,111.74528030423465,0,0
67,6950,229726.05085880426,5158923.94059826,15.0,229712.60542662544,5158917.290759651,0.8963621452550384,0.44332257392759206,116.31606738122534,0,0
67,6960,229719.23536268112,5158933.606438552,15.0,229709.2502876938,5158922.412767237,0.6656716658212576,0.7462447543016647,138.26612558699819,0,0
67,6970,229709.90324817516,5158939.928451948,15.0,229703.2051726937,5158926.506984634,0.4465383654295617,0.8947644875605508,153.47819497911746,0,0
67,6980,229700.25047045804,5158943.856219462,15.0,229694.71621528594,5158929.914482852,0.3689503448061423,0.9294491073035838,158.3491031100508,0,0
67,6990,229690.95654605606,5158947.545497962,15.0,229685.4222908838,5158933.603761353,0.3689503448161232,0.9294491072996217,158.34910310943553,0,0
67,7000,229681.66262164782,5158951.234776463,15.0,229676.1283664929,5158937.293039847,0.3689503436621954,0.9294491077576802,158.34910318056927,0,0
67,7010,229672.36869724983,5158954.924054973,15.0,229666.83444208282,5158940.982318361,0.36895034446679137,0.9294491074382911,158.34910313097004,0,0
67,7020,229664.51682155766,5158958.907065162,15.0,229655.8985424242,5158946.630043342,0.5745519422296923,0.8184681213584853,144.9317395275191,0,0
67,7030,229657.60753006843,5158964.624204568,15.0,229646.70726325264,5158954.319633575,0.7266844543868374,0.68697139951566,133.39084445895477,0,0
67,7040,229652.30343579635,5158971.844831853,15.0,229639.54847099326,5158963.951108215,0.850330986871923,0.5262482425295324,121.75231239637543,0,0
67,7050,229648.91992960038,5158979.770774296,15.0,229634.52286783681,5158975.56071342,0.9598041175700962,0.2806707250417988,106.30023974333821,0,0
67,7060,229647.34844836342,5158988.248650171,15.0,229632.3501169486,5158988.024920936,0.9998887609890801,0.014915282354758898,90.8546144182295,0,0
67,7070,229647.5542823499,5158997.903055203,15.0,229632.5749687152,5158998.69055951,0.9986209089804279,-0.05250028711449005,86.99057157264218,0,0
67,7080,229648.079253211,5159007.888655451,15.0,229633.0999395759,5159008.676159751,0.9986209090071405,-0.052500286606382694,86.9905716017948,0,0
67,7090,229648.6042240719,5159017.8742556935,15.0,229633.62491043718,5159018.6617600005,0.9986209089804279,-0.05250028711449005,86.99057157264218,0,0
67,7100,229649.1291949329,5159027.859855943,15.0,229634.1498812982,5159028.64736025,0.9986209089804279,-0.05250028711449005,86.99057157264218,0,0
67,7110,229649.6541657933,5159037.845456188,15.0,229634.67485215896,5159038.632960501,0.9986209089552585,-0.05250028759324567,86.99057154517362,0,0
67,7120,229650.17913665416,5159047.83105643,15.0,229635.1998230202,5159048.618560751,0.998620908929587,-0.05250028808154817,86.99057151715732,0,0
67,7130,229650.70410751502,5159057.816656683,15.0,229635.7247938799,5159058.604160981,0.9986209090086665,-0.05250028657735731,86.99057160346013,0,0
67,7140,229651.2290783759,5159067.802256924,15.0,229636.2497647412,5159068.589761231,0.9986209089804279,-0.05250028711449005,86.99057157264218,0,0
67,7150,229651.75404923692,5159077.787857174,15.0,229636.7747356022,5159078.575361481,0.9986209089804279,-0.05250028711449005,86.99057157264218,0,0
67,7160,229652.279020098,5159087.773457423,15.0,229637.2997064629,5159088.560961721,0.9986209090086665,-0.05250028657735731,86.99057160346013,0,0
67,7170,229652.8039909589,5159097.759057664,15.0,229637.82467732418,5159098.546561971,0.9986209089804279,-0.05250028711449005,86.99057157264218,0,0
