cat,x,y
136,262639.533292922,4988603.96298231
137,246044.664605242,4996419.49311901
138,246044.612045177,4996419.57819215
139,245998.134094966,4996444.27993608
140,245998.211040169,4996444.21606561
141,257301.626355701,4994876.82566603
142,257301.526432435,4994876.82958278
143,257250.908154067,4994878.8136946
144,257251.008077333,4994878.80977785
145,260298.800866892,4988729.33070518
146,260298.700940684,4988729.33454614
147,260246.108233963,4988731.35610119
148,260246.208160171,4988731.35226023
149,243962.93038562,5005970.10139876
150,243962.928245895,5005970.00142166
151,243963.298282916,5005917.16478867
152,243963.303347227,5005917.26466035
153,254151.784908758,4998424.18486513
154,254151.684911591,4998424.18561775
155,254100.408769578,4998424.80058058
156,254100.508689408,4998424.80458402
157,257596.755204825,4988517.80642735
158,257596.750522471,4988517.70653703
159,257594.386119855,4988467.26589304
160,257594.390802209,4988467.36578336
161,265892.854117294,4992984.6021458
162,265892.814298511,4992984.69387619
163,265886.450254791,4993037.02924127
164,265886.473166818,4993036.93190146
165,266829.098107301,4991761.11063163
166,266828.99821439,4991761.11525831
167,266773.167440875,4991763.70114154
168,266773.267333787,4991763.69651486
169,269620.02217329,4989592.39735902
170,269619.979821663,4989592.48794787
171,269613.399839222,4989647.48356772
172,269613.390445474,4989647.38400991
173,254388.340746018,5003865.57962259
174,254388.241405938,5003865.59109204
175,254335.45829803,5003871.53903387
176,254335.554431611,5003871.51149599
177,244639.036185797,5000851.00508474
178,244638.978331375,5000851.08664984
179,244601.505681515,5000882.24742654
180,244601.503814684,5000882.14744397
181,255247.189767201,4999748.90206698
182,255247.187509818,4999749.0020415
183,255224.424117841,4999801.24226869
184,255224.524019222,4999801.23782864
185,234167.261953386,4990719.09596719
186,234167.361649592,4990719.10375606
187,234221.095706194,4990717.44906913
188,234221.035138611,4990717.52864028
189,257213.44237206,4993717.10993748
190,257213.342397418,4993717.11218937
191,257173.430062751,4993696.0366466
192,257173.421019074,4993696.13623682
193,243215.486189166,5007874.76709904
194,243215.386352966,5007874.77282034
195,243165.008269391,5007878.42989084
196,243165.107086365,5007878.41455443
197,258244.755437757,4996492.09078768
198,258244.75117439,4996491.9908786
199,258244.722742587,4996438.09014221
200,258244.72876933,4996438.18996043
201,257838.172913741,4994894.13277892
202,257838.170674837,4994894.03280399
203,257815.970247632,4994851.35161132
204,257816.069520557,4994851.33957444
205,257091.775825741,4991257.19858452
206,257091.875649412,4991257.19264863
207,257119.57153095,4991255.54574851
208,257119.471707279,4991255.5516844
209,243099.455471386,5002668.85541732
210,243099.355652677,5002668.86143607
211,243048.731600116,5002671.91390913
212,243048.831418824,5002671.90789037
213,256269.665595069,4991532.30007046
214,256269.758547573,4991532.26319456
215,256317.528177553,4991517.58435011
216,256317.433272998,4991517.615864
217,238416.458307634,4992564.15371924
218,238416.404560727,4992564.06939089
219,238398.036711223,4992517.98383545
220,238398.057990615,4992518.08154516
221,237832.971306571,4990977.27900861
222,237832.977492108,4990977.1792001
223,237854.278409358,4990925.85102829
224,237854.215448993,4990925.92871994
225,254402.666223552,4991830.07739638
226,254402.725115424,4991830.15821561
227,254410.500146792,4991881.80352927
228,254410.484637573,4991881.70473927
229,255212.354131854,4990193.39277192
230,255212.417179666,4990193.31515122
231,255240.694102803,4990152.17272353
232,255240.62717228,4990152.24702229
233,234371.492673312,4987777.314344
234,234371.506072,4987777.41344231
235,234376.329132489,4987826.92793193
236,234376.333997718,4987826.82805035
237,253862.019873955,4992446.793001
238,253861.920894886,4992446.80725386
239,253851.746031213,4992448.27242097
240,253851.845010282,4992448.25816811
241,247940.562577944,4995286.6047075
242,247940.563721467,4995286.70470096
243,247940.638947257,4995293.28269745
244,247940.637803735,4995293.18270399
245,249305.681648599,5000001.40910043
246,249305.781611752,5000001.406386
247,249351.587909918,4999999.65701687
248,249351.488265551,4999999.66544303
249,245948.679820674,4995353.61731294
250,245948.779718111,4995353.61278501
251,245999.07331996,4995353.07856845
252,245998.973346313,4995353.08086407
253,247558.62394841,4995506.20014995
254,247558.630574462,4995506.29993018
255,247516.058300371,4995524.77875125
256,247516.157145093,4995524.79390779
257,265169.615776846,4991312.08473543
258,265169.714781327,4991312.07066018
259,265175.192483947,4991311.07241533
260,265175.095793047,4991311.09792748
261,252928.850608959,4998280.0129079
262,252928.950545104,4998280.00933482
263,252953.906349194,4998236.21464104
264,252953.838593252,4998236.28818784
265,254066.000122333,4997495.36877182
266,254066.078628791,4997495.43071321
267,254105.140302275,4997526.55777638
268,254105.118304751,4997526.46022584
269,261315.915282605,4989928.00527779
270,261315.918489501,4989928.10522636
271,261315.42026898,4989978.58944657
272,261315.418302415,4989978.48946591
273,235221.332686616,4992633.31896679
274,235221.329934215,4992633.21900467
275,235238.201462397,4992592.69671824
276,235238.103633391,4992592.71744228
277,249130.371983281,5003264.04260406
278,249130.37158294,5003263.94260486
279,249129.09566275,5003213.07858161
280,249129.115675654,5003213.17655856
281,246436.994368989,5001707.82035594
282,246436.978404604,5001707.91907341
283,246434.19990668,5001758.86907697
284,246434.187814407,5001758.76981078
285,243004.253748948,5001664.48317344
286,243004.347459612,5001664.44826913
287,243054.635003291,5001662.83716075
288,243054.536313982,5001662.8210232
289,260303.778246502,4989932.32309422
290,260303.83631637,4989932.24168236
291,260342.054083548,4989896.95576924
292,260341.974731324,4989897.01662336
293,259390.18614969,4990241.98864257
294,259390.286121514,4990241.9862689
295,259442.875266938,4990240.09080186
296,259442.777496937,4990240.1118025
297,258706.947154211,4990761.64469267
298,258707.046695113,4990761.63512142
299,258757.813271171,4990756.10628908
300,258757.713854063,4990756.11707048
301,241628.549536808,5006052.1922514
302,241628.449627965,5006052.19652026
303,241584.341297049,5006054.08116198
304,241584.441205892,5006054.07689312
305,241977.90029843,5006040.0960526
306,241977.801043502,5006040.08386822
307,241958.818561981,5006038.35411551
308,241958.918400107,5006038.3598031
309,241666.954665251,5007556.79036329
310,241666.854765209,5007556.79483338
311,241614.031444539,5007562.95350258
312,241614.072573699,5007562.8623522
313,254616.74794515,4998236.6671142
314,254616.749329933,4998236.56712379
315,254616.726857153,4998187.00867922
316,254616.731503348,4998187.10857122
317,262987.665482752,4993132.46170268
318,262987.68321253,4993132.56011841
319,262994.484591495,4993184.94576026
320,262994.475389796,4993184.84618452
321,262054.004002218,4993188.62526661
322,262054.103738673,4993188.6180113
323,262075.863003082,4993228.58254516
324,262075.841957384,4993228.48478485
325,262743.88276445,4993187.58960899
326,262743.982000554,4993187.57727223
327,262772.831797341,4993142.10927765
328,262772.736542619,4993142.13971674
329,263556.206416374,4992260.30075402
330,263556.3063825,4992260.30335667
331,263608.459680597,4992258.97165851
332,263608.359958528,4992258.97910894
333,235836.462457171,4992181.75784801
334,235836.562345298,4992181.75311916
335,235886.572868473,4992180.23641333
336,235886.473171055,4992180.22863998
337,257678.168476085,4990077.24307565
338,257678.173688193,4990077.34293973
339,257680.79405777,4990127.54926934
340,257680.788845662,4990127.44940526
341,256970.583905395,4988536.49545422
342,256970.683851692,4988536.49217738
343,257012.812819338,4988560.30669086
344,257012.810378456,4988560.20672066
345,236983.351447341,4994300.06611748
346,236983.296242501,4994299.98273627
347,236965.75432284,4994251.98194642
348,236965.808967672,4994252.0656957
349,255186.595425763,5003055.5780953
350,255186.69487753,5003055.56763843
351,255206.575974045,5003024.41211923
352,255206.573582454,5003024.51209062
353,248452.460060056,4998452.08097394
354,248452.393774614,4998452.00609911
355,248435.877438648,4998405.4950114
356,248435.944229004,4998405.56943619
357,246653.956307263,5000133.03007853
358,246653.949979702,5000132.93027892
359,246671.65437844,5000091.44415391
360,246671.55453335,5000091.43858994
361,253686.970207546,4993495.36836113
362,253686.975179619,4993495.46823745
363,253683.019351029,4993547.74784768
364,253683.106989736,4993547.69968694
365,256006.79385752,4991771.87825257
366,256006.836822504,4991771.96855213
367,256026.227625987,4991820.30826661
368,256026.191817007,4991820.21489789
369,232598.060513373,4989471.32053977
370,232598.002685321,4989471.40212357
371,232576.595287477,4989515.58776093
372,232576.681628706,4989515.53731104
373,233342.010571085,4989486.99497764
374,233341.913782498,4989486.96983864
375,233323.025794382,4989439.79897672
376,233323.057445059,4989439.89383575
377,246451.543144995,5006588.97382143
378,246451.5437794,5006588.87382345
379,246437.730899041,5006541.40318952
380,246437.785363905,5006541.48705596
381,244763.573064755,5006574.80350667
382,244763.47910812,5006574.83774335
383,244714.865529335,5006591.57057324
384,244714.920220039,5006591.48685391
385,255832.513463088,4999552.58914698
386,255832.413481933,4999552.58720573
387,255781.89562594,4999551.13116517
388,255781.995017971,4999551.14217535
389,233070.967871049,4992686.33757812
390,233070.897191775,4992686.40832018
391,233031.31758586,4992726.02308944
392,233031.388265135,4992725.95234738
393,251566.165848317,4999975.80444886
394,251566.158924364,4999975.70468885
395,251563.322413529,4999909.49184873
396,251563.325868424,4999909.59178903
397,250770.906266252,5001612.75555928
398,250770.86682009,5001612.66366804
399,250754.969072281,5001563.4274851
400,250754.968797181,5001563.52748472
401,251871.056409946,5002001.35400406
402,251870.956440071,5002001.35645844
403,251817.815167126,5001993.51777259
404,251817.908907113,5001993.55259808
405,250771.145074603,5004794.28764978
406,250771.206206587,5004794.20851141
407,250806.199581139,5004753.008473
408,250806.11393142,5004753.06008817
409,254876.728554342,5003035.04649884
410,254876.734806744,5003035.14630318
411,254877.250368287,5003075.37043172
412,254877.28396412,5003075.27624404
413,243186.974418376,5007203.30347956
414,243186.87455345,5007203.30867537
415,243135.205387105,5007205.22346906
416,243135.30535178,5007205.22081129
417,249135.737129897,4994232.56734
418,249135.837123188,4994232.56618164
419,249191.102621399,4994231.77958218
420,249191.002696478,4994231.78345646
421,247527.768122183,4994726.00146775
422,247527.868031555,4994725.99721131
423,247566.748601092,4994724.34077939
424,247566.648691719,4994724.34503584
425,235206.601441671,4986172.60055599
426,235206.632094626,4986172.50536988
427,235192.73208073,4986161.20955921
428,235192.831968949,4986161.20483229
429,247772.193185856,5001561.2589911
430,247772.283798257,5001561.30129232
431,247820.398710423,5001579.09930136
432,247820.307595313,5001579.05809412
433,246228.472130903,5001512.72814428
434,246228.570964536,5001512.71291559
435,246278.433417604,5001513.03922935
436,246278.334491632,5001513.02461251
437,253848.539484639,4990915.39039714
438,253848.465127143,4990915.45726239
439,253792.799063181,4990936.02173255
440,253792.891590539,4990935.98380251
441,244411.449548624,5001790.4487648
442,244411.452467246,5001790.5487222
443,244412.786820919,5001836.44760406
444,244412.78391878,5001836.34764618
445,257359.854240592,4996793.57415106
446,257359.754425243,4996793.58022528
447,257306.77601145,4996796.4461708
448,257306.87593578,4996796.45006032
449,257411.737371851,4999466.32069432
450,257411.827949078,4999466.27831785
451,257459.141458937,4999446.64046944
452,257459.049174999,4999446.60195094
453,247772.823569547,4989002.99951073
454,247772.92220378,4989002.9830399
455,247822.514509626,4988994.76432197
456,247822.414725966,4988994.77089625
457,252505.83878495,4997620.85278171
458,252505.73883973,4997620.85609125
459,252452.507480049,4997622.24537849
460,252452.605912809,4997622.26301345
461,261872.296250861,4988785.19452853
462,261872.39567989,4988785.20519943
463,261922.465479176,4988788.31558708
464,261922.365499864,4988788.31762104
465,246099.844204151,4996302.02491676
466,246099.788669132,4996302.10807841
467,246078.079070934,4996347.1824287
468,246078.114618633,4996347.08909187
469,254081.431172462,4997965.66780148
470,254081.531171533,4997965.66823258
471,254132.143409204,4997964.90325428
472,254132.044153891,4997964.91543553
473,242002.08841501,5005228.05575687
474,242002.188180413,5005228.04891112
475,242016.285741928,5005178.4470214
476,242016.298369829,5005178.54622088
477,243261.252657642,5005166.6492314
478,243261.216403717,5005166.55603455
479,243233.08564261,5005122.40168781
480,243233.185052231,5005122.39083759
481,265253.763477362,4993846.22717217
482,265253.663786006,4993846.23502289
483,265227.58561663,4993886.8362584
484,265227.631740263,4993886.74753066
485,267848.680601145,4991280.77198585
486,267848.599545832,4991280.83055236
487,267814.183601635,4991326.07255846
488,267814.262018919,4991326.01050421
489,269984.618382994,4989018.01204915
490,269984.522294436,4989018.03974371
491,269934.675883825,4989032.25364409
492,269934.769770758,4989032.21921672
493,246247.0112753,5000820.33155596
494,246246.911360604,5000820.33568555
495,246196.802894246,5000821.80743019
496,246196.902861316,5000821.80486408
497,235021.863874742,4987799.00077446
498,235021.86022418,4987798.90084111
499,235020.018879342,4987748.49442714
500,235020.022529904,4987748.59436048
501,234072.440180241,4989455.65531792
502,234072.445165928,4989455.55544229
503,234081.863946159,4989402.95822562
504,234081.817396993,4989403.04673085
505,258644.829558049,4995641.55005649
506,258644.820586325,4995641.45045976
507,258636.619453441,4995588.52933215
508,258636.679879952,4995588.60901048
509,242074.334478547,5003215.51668775
510,242074.286986873,5003215.60469083
511,242048.311656302,5003263.73752555
512,242048.359147976,5003263.64952247
513,250171.799100588,4990717.78393823
514,250171.898715033,4990717.77516541
515,250237.845259624,4990711.96739919
516,250237.74564518,4990711.97617201
517,259941.824670462,4990043.15611002
518,259941.90437542,4990043.09571863
519,259985.528914569,4990010.04198492
520,259985.449209611,4990010.10237631
521,264857.929037728,4991464.4628674
522,264857.957807835,4991464.36709538
523,264872.615936864,4991413.93184583
524,264872.59684135,4991414.03000571
525,232553.217375326,4989525.01433863
526,232553.126441961,4989525.05594539
527,232507.139924799,4989542.70972055
528,232507.221299576,4989542.65159873
529,251179.34953578,4990372.79091032
530,251179.44942363,4990372.78617561
531,251221.080488588,4990403.60566598
532,251220.983508031,4990403.63005392
533,250944.0152473,5000340.24230381
534,250944.002799687,5000340.14308155
535,250942.322968285,5000322.70267076
536,250942.327984796,5000322.80254486
537,252055.84692527,5003194.57866949
538,252055.828531504,5003194.4803757
539,252073.255378833,5003128.94921633
540,252073.189528162,5003129.02447382
541,247963.660483266,5006930.82538163
542,247963.745201241,5006930.77225099
543,248017.799761587,5006911.99019489
544,248017.712831229,5006912.03962275
545,251329.299300463,4993657.29750755
546,251329.358422228,4993657.21685635
547,251356.10546622,4993610.1793397
548,251356.018758573,4993610.2291572
549,250379.099716931,4993684.54641671
550,250379.105579236,4993684.64624472
551,250382.503357564,4993738.0185302
552,250382.487590864,4993737.91978097
553,249657.023244284,4993787.14249395
554,249657.021661177,4993787.04250648
555,249664.64806581,4993737.41773689
556,249664.591801888,4993737.50040715
557,244626.894935775,5001780.87207832
558,244626.994881111,5001780.86877229
559,244676.50953418,5001779.27844448
560,244676.409847405,5001779.27053582
561,243185.983990464,5004966.84957084
562,243185.97777968,5004966.7497639
563,243154.650318145,5004925.2976378
564,243154.657793532,5004925.3968884
565,265319.040510476,4993699.20449805
566,265318.968536075,4993699.27392201
567,265276.401252374,4993723.63356265
568,265276.43550156,4993723.53961057
569,268427.122821679,4990886.11205267
570,268427.024090507,4990886.12793208
571,268374.134568213,4990896.13136813
572,268374.230352675,4990896.10263945
573,242644.339160816,5001905.8174051
574,242644.339825795,5001905.71740731
575,242645.238802037,5001852.31435138
576,242645.223757604,5001852.41321323
577,241422.696626169,5002343.56813841
578,241422.796569376,5002343.56476863
579,241475.993175022,5002341.87647501
580,241475.893418946,5002341.86949466
581,248540.129847076,5006674.56528099
582,248540.1724626,5006674.47481599
583,248578.346043439,5006557.65877901
584,248578.341507796,5006557.7586761
585,250717.823104157,4994024.23548717
586,250717.919100785,4994024.26349872
587,250767.532591044,4994038.29320506
588,250767.438344421,4994038.25977492
589,250104.516686617,4993585.80450681
590,250104.616468873,4993585.79791124
591,250157.022599911,4993582.08505522
592,250156.923969177,4993582.10154699
593,241890.818012808,5002111.38556997
594,241890.908279824,5002111.34253665
595,241942.865160369,5002106.37870308
596,241942.766044653,5002106.36543377
597,241233.313647425,5001904.92078928
598,241233.31137844,5001905.02076354
599,241234.252540187,5001954.94042316
600,241234.248207561,5001954.84051706
601,263495.599526644,4988492.08480914
602,263495.577593497,4988491.9872441
603,263539.11574159,4988483.0545221
604,263539.023168161,4988483.01670465
605,255413.083083664,4990332.06772581
606,255413.154453801,4990331.9976808
607,255456.42612695,4990304.51078878
608,255456.340681311,4990304.56274109
609,246191.656840023,5008264.30937679
610,246191.583986857,5008264.37787801
611,246176.334227094,5008313.21185763
612,246176.322180176,5008313.11258592
613,250239.019484795,5002504.74339216
614,250239.113835682,5002504.77652689
615,250290.034312733,5002504.91754697
616,250289.934448096,5002504.92274835
617,235970.461669248,4994019.86573166
618,235970.363031681,4994019.88218251
619,235920.230450343,4994016.13715842
620,235920.321602564,4994016.17828351
621,246473.826580838,5008036.28577708
622,246473.728478282,5008036.30516492
623,246422.781313554,5008045.80846449
624,246422.880858479,5008045.79893518
625,248965.221722373,5001606.14007117
626,248965.220082091,5001606.24005772
627,248965.675285909,5001659.43824215
628,248965.689692792,5001659.33928538
629,246511.619077048,5007233.48415013
630,246511.519077592,5007233.48447986
631,246461.48588244,5007221.45275934
632,246461.552297432,5007221.52751928
633,252638.530946635,4991973.16373872
634,252638.524703006,4991973.06393382
635,252633.243762149,4991921.46564022
636,252633.266332183,4991921.5630599
637,257060.453914639,4990223.22029611
638,257060.525526261,4990223.15049801
639,257110.16786665,4990218.51677912
640,257110.067991023,4990218.51179322
641,245672.174693958,4988883.94675065
642,245672.268608572,4988883.98110244
643,245731.494289082,4988932.02698983
644,245731.421858706,4988931.95804172
645,270318.601414694,5000680.85101127
646,270318.663045684,5000680.7722609
647,270336.795751846,5000656.79672045
648,270336.805211549,5000656.89627201
649,277196.079678511,4998950.20032467
650,277196.147554447,4998950.12688859
651,277207.088113483,4998901.96037239
652,277207.035971883,4998902.04570266
653,276826.454663363,5000580.54082136
654,276826.45263012,5000580.44084204
655,276845.063291913,5000540.95463576
656,276844.965486147,5000540.9754692
657,276731.261659039,4997392.13049212
658,276731.181929901,4997392.19085158
659,276687.466867884,4997421.21629651
660,276687.566129972,4997421.20417059
661,271955.945424426,4997527.48355687
662,271955.948020999,4997527.38359059
663,271954.216883844,4997476.96502708
664,271954.259269877,4997477.05559983
665,272055.038438959,4998046.40563083
666,272054.993046327,4998046.31652691
667,271961.245896669,4997948.78784891
668,271961.342752676,4997948.81272689
669,278293.242870218,4996820.47425333
670,278293.246972279,4996820.3743375
671,278337.764892742,4996798.62800713
672,278337.674693542,4996798.67118241
673,276830.464566293,4997305.06293069
674,276830.416258463,4997305.1504884
675,276804.844132351,4997345.84311263
676,276804.913254894,4997345.77084871
677,273691.134447878,5001974.66709031
678,273691.066240086,5001974.74021825
679,273664.14855125,5002018.83172255
680,273664.13603787,5002018.73250857
681,275217.716514856,4999343.54628559
682,275217.629156791,4999343.59495353
683,275170.806399335,4999364.32575663
684,275170.896013194,4999364.2813792
685,271611.668872596,4999147.92709645
686,271611.696104792,4999147.83087583
687,271636.006877466,4999107.08709905
688,271635.943768762,4999107.16467025
689,278144.950418692,4997293.37432722
690,278145.007552637,4997293.29225584
691,278172.874834755,4997252.04804901
692,278172.834662449,4997252.13962513
693,274606.222749366,5000580.67612784
694,274606.212686233,5000580.77562022
695,274594.072957982,5000628.84646281
696,274594.148487499,5000628.78092433
697,279747.491902037,4995619.86533838
698,279747.538332287,4995619.77677071
699,279770.451300605,4995575.58363665
700,279770.374103909,4995575.64720292
701,278288.641176285,4995693.2606955
702,278288.56140124,4995693.32099428
703,278244.539197935,4995728.84321725
704,278244.555549416,4995728.74456316
705,278359.078482824,4995624.65519623
706,278359.036357031,4995624.74589032
707,278324.850408572,4995673.05758815
708,278324.861059788,4995672.95815701
709,275611.771983067,4998931.24525602
710,275611.733437448,4998931.33752863
711,275580.495895724,4998974.62383271
712,275580.523125796,4998974.52761149
713,273066.866654152,5002302.02506389
714,273066.947201152,5002302.08432755
715,273069.674391889,5002317.13871317
716,273069.690569489,5002317.04003042
717,273089.432554256,5002274.00996889
718,273089.332626117,5002274.01375929
719,273066.866654152,5002302.02506389
720,273066.766678572,5002302.02285404
721,244259.348507485,5003410.07525324
722,244259.448479876,5003410.07290352
723,244278.757589247,5003409.47610523
724,244278.657667105,5003409.48005056
725,253902.317014212,4992444.35744301
726,253902.217253105,4992444.3643511
727,253862.019873955,4992446.793001
728,253862.119744708,4992446.7879184
729,253862.019873955,4992446.793001
730,253862.000080472,4992446.69497948
731,253858.731030845,4992428.75689699
732,253858.746334996,4992428.85571897
733,247940.562577944,4995286.6047075
734,247940.469070743,4995286.64015328
735,247930.018892314,4995290.43314408
736,247930.115604722,4995290.40771359
737,249351.587909918,4999999.65701687
738,249351.589645008,4999999.55703192
739,249351.614360859,4999984.92462637
740,249351.618787104,4999985.02452836
741,265175.192483947,4991311.07241533
742,265175.291920438,4991311.06181418
743,265220.542518229,4991305.55035711
744,265220.443310954,4991305.5629236
745,265175.192483947,4991311.07241533
746,265175.175627529,4991310.97384626
747,265173.244640282,4991295.94704477
748,265173.248691429,4991296.04696268
749,241979.775009086,5006048.14130649
750,241979.769744878,5006048.04144515
751,241977.90029843,5006040.0960526
752,241977.929232718,5006040.19177516
753,241977.90029843,5006040.0960526
754,241977.887431941,5006039.99688379
755,241976.367075277,5005996.43027666
756,241976.370053123,5005996.53023231
757,248703.42809376,5000018.93568746
758,248703.527433169,5000018.92421219
759,248727.393561807,5000017.30162396
760,248727.293618113,5000017.30497927
761,250615.503627474,4990396.52104835
762,250615.489188111,4990396.42209631
763,250613.941326325,4990375.366942
764,250613.941643393,4990375.4669415
765,254877.250368287,5003075.37043172
766,254877.350136642,5003075.36362913
767,254895.669847317,5003074.26413214
768,254895.569979651,5003074.26927503
769,251665.212669865,4990382.44665161
770,251665.312455884,4990382.44011323
771,251682.723293383,4990381.42189529
772,251682.623412676,4990381.42677836
773,251664.006584993,4990339.70667927
774,251664.010971723,4990339.80658301
775,251665.212669865,4990382.44665161
776,251665.217005506,4990382.34674564
777,250945.119963631,5000360.16489074
778,250945.115369472,5000360.06499633
779,250944.0152473,5000340.24230381
780,250944.023484736,5000340.34196396
781,250944.0152473,5000340.24230381
782,250944.114957806,5000340.24990744
783,250992.502570183,5000341.65005851
784,250992.402582564,5000341.648485
785,244259.348507485,5003410.07525324
786,244259.351941546,5003410.17519426
787,244260.811850829,5003452.39857102
788,244260.808389048,5003452.29863095
789,247940.460084526,4995240.48209476
790,247940.459716206,4995240.58209408
791,247940.562577944,4995286.6047075
792,247940.557372088,4995286.50484309
793,249351.587909918,4999999.65701687
794,249351.687880643,4999999.65943639
795,249356.688241575,4999999.78045673
796,249356.58827085,4999999.7780372
797,265723.34346776,4991772.49699934
798,265723.355645043,4991772.59625514
799,265726.647123042,4991812.68245585
800,265726.640491853,4991812.58267595
801,248703.42809376,5000018.93568746
802,248703.32819339,5000018.9401502
803,248678.71904285,5000019.81800911
804,248678.819001631,5000019.81513823
805,250615.503627474,4990396.52104835
806,250615.603297371,4990396.52916696
807,250650.374301349,4990397.86448813
808,250650.274413499,4990397.86922284
809,254877.250368287,5003075.37043172
810,254877.151272312,5003075.38384767
811,254857.574297883,5003077.43225534
812,254857.674103486,5003077.42602303
813,244411.449548624,5001790.4487648
814,244411.549426432,5001790.4438228
815,244425.783625978,5001789.67614511
816,244425.683842589,5001789.68272351
