cat,lcat,along,elev
527,73,525.767790905938,375.6494
528,73,526.767349443782,375.663
529,73,527.766907981626,375.6649
530,73,528.76646651947,375.6649
531,73,529.766025057314,375.6606
532,73,530.765583595158,375.6766
533,73,531.765142133002,375.6858
534,73,532.764700670846,375.6676
535,73,533.76425920869,375.6971
536,73,534.763817746534,375.7035
537,73,535.763376284378,375.708
538,73,536.762934822222,375.708
539,73,537.762493360066,375.7102
540,73,538.76205189791,375.6879
541,73,539.761610435754,375.632
542,73,540.761168973598,375.6673
543,73,541.760727511442,375.7034
544,73,542.760286049286,375.7118
545,73,543.75984458713,375.7118
546,73,544.759403124974,375.8116
547,73,545.758961662818,375.7376
548,73,546.758520200662,375.6788
549,73,547.758078738506,375.6703
550,73,548.75763727635,375.6555
551,73,549.757195814194,375.6697
552,73,550.756754352038,375.6642
553,73,551.756312889882,375.6576
554,73,552.755871427726,375.6118
555,73,553.75542996557,375.6557
556,73,554.754988503414,375.7007
557,73,555.754547041258,375.7524
558,73,556.754105579102,375.7622
559,73,557.753664116946,375.7154
560,73,558.75322265479,375.6403
561,73,559.752781192634,375.6445
562,73,560.752339730478,375.6569
563,73,561.751898268321,375.6591
564,73,562.751456806165,375.6601
565,73,563.751015344009,375.6589
566,73,564.750573881853,375.6552
567,73,565.750132419697,375.6536
568,73,566.749690957541,375.6577
569,73,567.749249495385,375.6649
570,73,568.748808033229,375.6722
571,73,569.748366571073,375.6861
572,73,570.747925108917,375.6986
573,73,571.747483646761,375.7153
574,73,572.747042184605,375.7323
575,73,573.746600722449,375.665
576,73,574.746159260293,375.665
577,73,575.745717798137,375.7216
578,73,576.745276335981,375.7094
579,73,577.744834873825,375.7094
580,73,578.744393411669,375.7002
581,73,579.743951949513,375.6922
582,73,580.743510487357,375.6812
583,73,581.743069025201,375.6788
584,73,582.742627563045,375.6712
585,73,583.742186100889,375.679
586,73,584.741744638733,375.6638
587,73,585.741303176577,375.6595
588,73,586.740861714421,375.6496
589,73,587.740420252265,375.6671
590,73,588.739978790109,375.6816
591,73,589.739537327953,375.67
592,73,590.739095865797,375.6768
593,73,591.738654403641,375.6617
594,73,592.738212941485,375.6783
595,73,593.737771479329,375.6485
596,73,594.737330017173,375.6477
597,73,595.736888555017,375.6477
598,73,596.736447092861,375.6776
599,73,597.736005630705,375.6698
600,73,598.735564168549,375.7002
601,73,599.735122706393,375.7256
602,73,600.734681244237,375.7186
603,73,601.734239782081,375.7061
604,73,602.733798319925,375.7087
605,73,603.733356857769,375.7087
606,73,604.732915395613,375.672
607,73,605.732473933457,375.6169
608,73,606.732032471301,375.556
609,73,607.731591009145,375.5794
610,73,608.731149546989,375.6029
611,73,609.730708084833,375.6285
612,73,610.730266622677,375.6472
613,73,611.729825160521,375.6627
614,73,612.729383698365,375.6646
615,73,613.728942236209,375.6616
616,73,614.728500774053,375.6476
617,73,615.728059311897,375.6405
618,73,616.727617849741,375.6238
619,73,617.727176387585,375.6238
620,73,618.726734925429,375.6326
621,73,619.726293463273,375.6523
622,73,620.725852001117,375.6523
623,73,621.725410538961,375.6657
624,73,622.724969076805,375.6713
625,73,623.724527614649,375.6676
626,73,624.724086152493,375.6685
627,73,625.723644690337,375.6576
628,73,626.723203228181,375.6562
629,73,627.722761766025,375.652
630,73,628.722320303869,375.6576
631,73,629.721878841713,375.6759
632,73,630.721437379557,375.6868
633,73,631.720995917401,375.6751
634,73,632.720554455245,375.6631
635,73,633.720112993089,375.6749
636,73,634.719671530933,375.6749
637,73,635.719230068777,375.6905
638,73,636.718788606621,375.6893
639,73,637.718347144465,375.6806
640,73,638.717905682309,375.6604
641,73,639.717464220153,375.6526
642,73,640.717022757997,375.6863
643,73,641.716581295841,375.7021
644,73,642.716139833685,375.7022
645,73,643.715698371529,375.6698
646,73,644.715256909373,375.6435
647,73,645.714815447217,375.6471
648,73,646.714373985061,375.6581
649,73,647.713932522905,375.6883
650,73,648.713491060749,375.7278
651,73,649.713049598593,375.7055
652,73,650.712608136437,375.6857
653,73,651.712166674281,375.6917
654,73,652.711725212125,375.6896
655,73,653.711283749969,375.6943
656,73,654.710842287813,375.7005
657,73,655.710400825657,375.6677
658,73,656.709959363501,375.6677
659,73,657.709517901344,375.6596
660,73,658.709076439188,375.6396
661,73,659.708634977032,375.6587
662,73,660.708193514876,375.6686
663,73,661.70775205272,375.6681
664,73,662.707310590564,375.6777
665,73,663.706869128408,375.6956
666,73,664.706427666252,375.7061
667,73,665.705986204096,375.7061
668,73,666.70554474194,375.7033
669,73,667.705103279784,375.6995
670,73,668.704661817628,375.6911
671,73,669.704220355472,375.6808
672,73,670.703778893316,375.6819
673,73,671.70333743116,375.6735
674,73,672.702895969004,375.6603
675,73,673.702454506848,375.6663
676,73,674.702013044692,375.6175
677,73,675.701571582536,375.6316
678,73,676.70113012038,375.6383
679,73,677.700688658224,375.6525
680,73,678.700247196068,375.6519
681,73,679.699805733912,375.6484
682,73,680.699364271756,375.645
683,73,681.6989228096,375.6431
684,73,682.698481347444,375.6393
685,73,683.698039885288,375.6374
686,73,684.697598423132,375.6354
687,73,685.697156960976,375.6351
688,73,686.69671549882,375.6425
689,73,687.696274036664,375.6471
690,73,688.695832574508,375.6542
691,73,689.695391112352,375.664
692,73,690.694949650196,375.669
693,73,691.69450818804,375.669
694,73,692.694066725884,375.6592
695,73,693.693625263728,375.6443
696,73,694.693183801572,375.7086
697,73,695.692742339416,375.616
698,73,696.69230087726,375.6054
699,73,697.691859415104,375.6654
700,73,698.691417952948,375.6222
701,73,699.690976490792,375.6429
702,73,700.690535028636,375.6487
703,73,701.69009356648,375.6553
704,73,702.689652104324,375.666
705,73,703.689210642168,375.669
706,73,704.688769180012,375.6698
707,73,705.688327717856,375.6682
708,73,706.6878862557,375.6649
709,73,707.687444793544,375.6688
710,73,708.687003331388,375.6711
711,73,709.686561869232,375.6821
712,73,710.686120407076,375.6936
713,73,711.68567894492,375.6962
714,73,712.685237482764,375.6962
715,73,713.684796020608,375.6966
716,73,714.684354558452,375.698
717,73,715.683913096296,375.6914
718,73,716.68347163414,375.6849
719,73,717.683030171984,375.6779
720,73,718.682588709828,375.6779
721,73,719.682147247672,375.6831
722,73,720.681705785516,375.6929
723,73,721.68126432336,375.6827
724,73,722.680822861204,375.6827
725,73,723.680381399048,375.6756
726,73,724.679939936892,375.6705
727,73,725.679498474736,375.6639
728,73,726.67905701258,375.6595
729,73,727.678615550424,375.6608
730,73,728.678174088268,375.6734
731,73,729.677732626112,375.6709
732,73,730.677291163956,375.6706
733,73,731.6768497018,375.6754
734,73,732.676408239644,375.6949
735,73,733.675966777488,375.7128
736,73,734.675525315332,375.7111
737,73,735.675083853176,375.7044
738,73,736.67464239102,375.7173
739,73,737.674200928864,375.6917
740,73,738.673759466708,375.708
741,73,739.673318004551,375.7206
742,73,740.672876542395,375.7108
743,73,741.672435080239,375.6884
744,73,742.671993618083,375.6604
745,73,743.671552155927,375.6726
746,73,744.671110693771,375.6846
747,73,745.670669231615,375.6668
748,73,746.670227769459,375.657
749,73,747.669786307303,375.657
750,73,748.669344845147,375.6523
751,73,749.668903382991,375.6681
752,73,750.668461920835,375.6686
753,73,751.668020458679,375.6653
754,73,752.667578996523,375.6683
755,73,753.667137534367,375.6675
756,73,754.666696072211,375.6539
757,73,755.666254610055,375.6473
758,73,756.665813147899,375.6473
759,73,757.665371685743,375.6477
760,73,758.664930223587,375.6138
761,73,759.664488761431,375.645
762,73,760.664047299275,375.6699
763,73,761.663605837119,375.6728
764,73,762.663164374963,375.6848
765,73,763.662722912807,375.6902
766,73,764.662281450651,375.6683
767,73,765.661839988495,375.6684
768,73,766.661398526339,375.6855
769,73,767.660957064183,375.655
770,73,768.660515602027,375.6737
771,73,769.660074139871,375.6814
772,73,770.659632677715,375.6695
773,73,771.659191215559,375.6601
774,73,772.658749753403,375.6732
775,73,773.658308291247,375.6808
776,73,774.657866829091,375.67
777,73,775.657425366935,375.6914
778,73,776.656983904779,375.7112
779,73,777.656542442623,375.6965
780,73,778.656100980467,375.7065
781,73,779.655659518311,375.7151
782,73,780.655218056155,375.7385
783,73,781.654776593999,375.7346
784,73,782.654335131843,375.7165
785,73,783.653893669687,375.7336
786,73,784.653452207531,375.7162
787,73,785.653010745375,375.7127
788,73,786.652569283219,375.7083
789,73,787.652127821063,375.7384
790,73,788.651686358907,375.7492
791,73,789.651244896751,375.7377
792,73,790.650803434595,375.7377
793,73,791.650361972439,375.7718
794,73,792.649920510283,375.7622
795,73,793.649479048127,375.8227
796,73,794.649037585971,375.8625
797,73,795.648596123815,375.8781
798,73,796.648154661659,375.9312
799,73,797.647713199503,375.9412
800,73,798.647271737347,375.9363
801,73,799.646830275191,375.9455
802,73,800.646388813035,375.9623
803,73,801.645947350879,375.9777
804,73,802.645505888723,375.9955
805,73,803.645064426567,375.9767
806,73,804.644622964411,375.9646
807,73,805.644181502255,376.002
808,73,806.643740040099,376.0086
809,73,807.643298577943,376.0208
810,73,808.642857115787,376.0229
811,73,809.642415653631,376.046
812,73,810.641974191475,376.0163
813,73,811.641532729319,376.021
814,73,812.641091267163,376.0081
815,73,813.640649805007,376.0826
816,73,814.640208342851,376.1055
817,73,815.639766880695,376.1417
818,73,816.639325418539,376.1648
819,73,817.638883956383,376.2011
820,73,818.638442494227,376.2583
821,73,819.638001032071,376.1726
822,73,820.637559569915,376.1978
823,73,821.637118107759,376.2471
824,73,822.636676645603,376.2639
825,73,823.636235183447,376.3025
826,73,824.63579372129,376.2949
827,73,825.635352259134,376.3214
828,73,826.634910796978,376.3238
829,73,827.634469334822,376.3518
830,73,828.634027872666,376.3518
831,73,829.63358641051,376.3634
832,73,830.633144948354,376.3779
833,73,831.632703486198,376.3879
834,73,832.632262024042,376.4293
835,73,833.631820561886,376.4602
836,73,834.63137909973,376.5005
837,73,835.630937637574,376.5471
838,73,836.630496175418,376.6018
839,73,837.630054713262,376.5357
840,73,838.629613251106,376.5193
841,73,839.62917178895,376.5116
842,73,840.628730326794,376.5439
843,73,841.628288864638,376.5497
844,73,842.627847402482,376.5517
845,73,843.627405940326,376.585
846,73,844.62696447817,376.5519
847,73,845.626523016014,376.5786
848,73,846.626081553858,376.5878
849,73,847.625640091702,376.5878
850,73,848.625198629546,376.627
851,73,849.62475716739,376.5873
852,73,850.624315705234,376.5937
853,73,851.623874243078,376.5715
854,73,852.623432780922,376.6166
855,73,853.622991318766,376.6496
856,73,854.62254985661,376.7129
857,73,855.622108394454,376.7158
858,73,856.621666932298,376.7159
859,73,857.621225470142,376.7918
860,73,858.620784007986,376.7329
861,73,859.62034254583,376.7594
862,73,860.619901083674,376.7462
863,73,861.619459621518,376.7778
864,73,862.619018159362,376.9582
865,73,863.618576697206,376.9206
866,73,864.61813523505,376.886
867,73,865.617693772894,376.8676
868,73,866.617252310738,376.9084
869,73,867.616810848582,376.8771
870,73,868.616369386426,376.8771
871,73,869.61592792427,376.8199
872,73,870.615486462114,376.8558
