cat,x,y
544,331288.399756496,5051926.0168755
545,330405.242292353,5056383.3920381
546,330405.234472687,5056383.2923443
547,330411.908431366,5056334.1504398
548,330411.837929425,5056334.2213586
549,330390.957461836,5056750.95875831
550,330390.952351934,5056750.85888895
551,330393.440393825,5056701.30577774
552,330393.425710975,5056701.40469393
553,330490.392097743,5057154.1674745
554,330490.319026615,5057154.09920584
555,330467.024619365,5057110.34603548
556,330467.048404225,5057110.4431657
557,330531.26590208,5057200.18062834
558,330531.191843427,5057200.11343224
559,330496.959284392,5057164.27287177
560,330497.009355485,5057164.35943323
561,335464.665667254,5053502.0961263
562,335464.748392213,5053502.03994284
563,335478.959441499,5053454.36036808
564,335478.923892305,5053454.45383601
565,337628.433196055,5053029.4970051
566,337628.446477915,5053029.39789107
567,337629.47,5053021.76
568,337629.456718139,5053021.85911404
569,338036.456619077,5056316.07793939
570,338036.555512979,5056316.09277166
571,338085.88516754,5056320.23253968
572,338085.78559924,5056320.22325779
573,337724.817874351,5051188.5085898
574,337724.781754931,5051188.41534074
575,337690.32596598,5051155.14312567
576,337690.416941449,5051155.18464029
577,337791.992520309,5051317.45556097
578,337791.936923283,5051317.37244075
579,337769.996468173,5051272.8557486
580,337770.043516372,5051272.94398956
581,337846.62917977,5051377.70316329
582,337846.556239878,5051377.63475443
583,337811.111282324,5051343.24353926
584,337811.177321945,5051343.318631
585,337963.052740326,5051763.53949479
586,337963.01244661,5051763.44797203
587,337947.810886306,5051716.28440905
588,337947.864310193,5051716.3689424
589,336214.612114929,5049501.94121427
590,336214.681619056,5049502.01311126
591,336245.676696769,5049540.31087382
592,336245.61397525,5049540.23298922
593,335562.596052134,5050473.51303209
594,335562.669327003,5050473.44498216
595,335598.306498211,5050438.82623214
596,335598.23368516,5050438.89477599
597,334908.403218194,5050817.54873007
598,334908.49246824,5050817.50362543
599,334954.431148407,5050798.92281771
600,334954.338925964,5050798.96148321
601,343992.662499454,5049923.85567175
602,343992.660570593,5049923.75569035
603,343994.368735426,5049903.50280361
604,343994.353888155,5049903.60169526
605,345262.655928298,5051107.15522331
606,345262.555970077,5051107.15811365
607,345213.124704667,5051110.58827618
608,345213.224662888,5051110.58538585
609,345587.012758886,5051098.78980148
610,345586.912976745,5051098.79639878
611,345562.245610235,5051099.72670403
612,345562.345574296,5051099.72402328
613,344442.538555335,5041974.39547972
614,344442.46298585,5041974.32998733
615,344404.384046094,5041942.61008414
