cat,orig_cat
1,2
2,34
3,61
4,42
5,53
6,43
7,17
8,1
9,2
10,5
11,7
12,10
13,12
14,14
15,17
16,18
17,18
18,19
19,20
20,24
21,27
22,29
23,31
24,35
25,35
26,35
27,39
28,41
29,45
30,46
31,49
32,50
33,51
34,52
35,55
36,56
37,57
38,3
39,6
40,15
41,4
42,21
43,22
44,25
45,25
46,26
47,9
48,9
49,28
50,30
51,32
52,33
53,38
54,36
55,38/37
56,38
57,40
58,47
59,47
60,58
61,11
62,11
63,4
64,4
65,4
66,9
67,8
68,8
69,23
70,23
71,8
72,8
73,8
74,8
75,40
76,40
77,44
78,44
79,44
80,48
81,48
82,60
83,60
84,9
85,9
