from_cat,to_x,to_y,dist
1559,241571.596672428,5224471.70830061,24.7582227438096
1568,241204.390275092,5225985.94154183,0.294800443683691
1620,219969.52342323,5222136.19749364,2.3164212024745
1636,230939.123079426,5217327.11001519,3.61399948517957
1648,232580.565428503,5218296.83949834,1.88093214894467
1649,230966.783038195,5218383.44952027,4.41931882648172
1650,228135.43887409,5226631.22852598,0.424218761987256
1664,224849.006617814,5223566.007756,4.48521242253932
1683,229524.315849552,5221703.83296615,2.22149954300723
1687,218513.283823631,5225433.75056479,2.39864285309292
1716,223132.132590493,5222011.75194399,2.92422630463668
1724,225014.584395756,5228360.1402244,3.78801232539263
1726,218356.896681108,5222205.41077118,2.59380439959465
1727,231378.857887026,5228068.94514966,5.85308692102317
1729,226468.56406832,5225106.55723417,1.56507201986262
1733,213530.097155754,5222407.02715233,0.759711998217945
1742,211924.242491279,5222467.7706541,1.28322565413104
1748,210529.213050074,5225722.11200658,1.13903687596139
1749,210561.727220459,5227323.53769653,0.494311280645932
1756,220959.312053044,5222087.55274647,3.54672777411352
1764,256245.860100472,5215697.82674785,18.9627685847637
1817,315026.595804886,5251475.20071647,0.702886917940289
9152,234644.122299033,5228725.22627505,0.724994874791888
9153,234499.211390718,5251262.6915312,3.36171990342702
9155,234732.962127876,5256156.54156232,1.32526351060385
9173,212623.992081452,5267649.48632355,2.69451383654516
9183,231536.135842179,5257077.83930133,1.15733241529009
9186,221002.0710709,5251896.01088574,12.6562269257452
9188,213125.085483412,5247390.26529471,1.81002703727585
9189,226839.35668033,5233620.42067276,4.16084553258423
9190,223592.41715646,5260659.11739875,0.816540016401297
9195,236081.322776612,5250557.37250217,8.57841917011824
9202,225285.19985083,5234855.05728076,6.70549359849353
9209,229925.210708503,5230563.89079712,0.856854945703719
9210,228830.358576561,5233042.4978308,2.65014018127513
9213,231422.401149694,5228894.69486241,0.648253828537733
9217,226454.45082649,5252464.05572737,0.704918699112054
9219,216115.546164502,5257785.14358933,19.2961675283388
9221,220239.343064495,5257583.46583799,1.02446552517053
9222,229433.903509607,5231365.06518047,41.5333511914301
9226,222470.364601506,5251838.17584164,2.90831250083094
9227,230008.302256906,5232458.33476262,0.0262656180812949
9235,218960.027312043,5231871.51421979,2.39170979153244
9236,247038.199670865,5259746.69589155,49.0804561035156
9241,217948.055719149,5247207.06277032,3.31521082078027
9250,237915.179761806,5228419.128863,1.98048807705292
9253,217834.839086293,5257693.20543174,0.266662292496491
9257,218813.429526145,5260882.73724043,0.0598107569364968
9258,214233.574687467,5267571.09128031,0.445808144058306
9260,245257.742206154,5242783.57703077,4.74451045060335
9261,230432.084265479,5237797.63145705,0.0317679531219888
9264,226658.982859989,5257295.82573103,1.97880445533247
9266,223229.031400627,5252605.54971108,6.2381080286891
11528,247338.593636256,5243476.02632047,17.4827263290963
12224,242908.867712071,5257329.16808878,15.0825880457189
15437,234873.925512945,5259374.85463581,2.3710719612537
15482,234914.919480773,5233556.78923808,4.3522921405152
16066,234691.332711225,5229519.0340075,4.03429007799216
16117,234870.304558812,5232746.03123654,3.69399344286937
16161,212055.485693539,5222462.90831809,1.34223830694359
16168,212025.995868616,5225701.82211628,5.21132176029048
16233,234095.169862893,5214804.03760063,3.39940881140612
16234,234183.066310636,5218214.06391283,4.78823616360768
16235,234365.035858643,5221447.79680948,4.90224270607255
16236,234468.254245951,5224672.58088819,4.33012766300342
16237,234529.563774142,5226284.10120148,3.32731491170512
16238,234620.540928602,5227911.77935867,6.43757896808847
16717,275351.49271516,5232740.18345495,20.2184566495363
16734,221110.832158075,5255932.56966203,15.7664560407101
16739,240131.138780939,5230884.51503363,0.520624955851973
16744,220166.154897016,5255698.71418681,3.42212991762936
16746,239488.541119466,5254163.13962753,0.36379027335458
17100,233619.487054271,5266684.64153747,1.84968250703016
17959,232914.327200953,5251977.87729338,3.79658580612303
18075,239577.244167259,5255952.69614916,1.00707474778375
18126,231690.723252857,5260301.51840006,2.77275498362185
18172,223414.982815118,5228433.18168174,2.48947111931588
18328,217709.799976759,5225479.66846626,5.88061740202713
18491,229749.557709965,5226538.58809307,2.77793890022473
18661,226814.505819015,5260522.56158602,1.74451156444236
18672,226614.681691397,5228284.07959719,4.33011234183175
18673,229817.213322429,5228145.01387153,2.13527684904035
18723,227151.94224622,5266965.70591181,3.73713531928164
18818,227841.613221145,5220200.78390213,10.3042504047722
18885,231595.990185055,5216730.38950984,0.924759753154568
18893,216749.353427835,5222270.63193286,0.244200395805091
18963,217715.413744191,5231934.17878065,2.30453320711148
18970,223348.418129774,5226826.35833124,3.86291016366333
18971,226541.606559643,5226702.38377083,2.32326200302652
19239,220338.448682196,5230076.18849165,2.843752771086
19322,226321.839651994,5221864.32367658,6.03375437199024
20271,211621.479314337,5247515.39751663,0.164055204930998
20483,221769.119366203,5244599.58656395,2.2357247764385
21285,223275.868543933,5225228.16831783,8.13681052615649
21496,238280.447437034,5253586.67659537,5.55052798932518
21497,221998.073500591,5260748.79129805,6.89216712615592
21699,228071.081988636,5225017.2939279,3.11635162771537
21701,217564.345912699,5227102.56488347,7.71850412569227
21951,242329.09999312,5256650.39308186,0.0914165135321551
22036,247091.907526654,5261331.38090437,1.06604491800968
22123,225190.063867383,5232713.34740121,8.92319616013783
22135,227869.027645232,5220170.60275143,11.4043348399659
22173,224720.589700755,5221936.63585179,11.3233889018752
22176,239647.623901341,5230922.85021379,3.25253081857306
23074,237952.764704228,5229363.61337064,2.59852148338074
23075,233075.392130167,5229602.83702792,2.43134535551667
23267,233300.851439477,5233633.4007074,1.17991817890339
23269,238143.33477858,5233401.08071023,0.672609973947711
23429,232147.584100588,5260284.17516854,0.108246234932309
23430,219840.999625624,5246288.74914785,20.8581090260026
23458,228270.319009475,5257214.18417368,0.968919499435391
23459,224843.400437076,5252535.27009799,2.87191704870606
23460,221829.267916602,5257514.88412474,0.148336139279058
23461,223438.041173143,5257437.17398579,0.110120051164628
23556,238026.491771392,5230999.80457328,6.5487873897187
23652,236346.21938159,5256082.93961015,6.31294521018804
23653,237960.499155146,5256022.06006937,0.416313255583208
23724,231465.968388698,5229679.73173342,1.78855297549341
23758,233264.124608028,5232831.35061678,8.13839291990156
23760,224948.22054347,5226769.10041009,1.67493874403948
23796,228210.97081208,5228215.95907372,0.817727406334991
23798,237586.530626449,5221198.73163407,12.4105507780895
23807,217267.825156184,5230312.40370272,35.4495890403695
23891,217387.414814527,5228728.30570926,16.1954415692384
24011,220598.942592934,5264042.04849388,4.88075633446678
24014,218840.587059937,5232098.23833817,1.23002626547873
24016,241244.701707306,5255880.35717039,13.2596309109066
24078,231316.234006439,5226463.8841522,0.060227285833592
24079,227921.819857299,5221766.09042761,1.95363563298553
24100,221533.331849378,5222062.22173655,1.44859451850979
24123,232434.517034995,5260273.2977564,1.45279918855639
24132,220218.09198612,5230204.06911524,0.306173485805256
24149,229394.70046001,5218489.04524526,3.93739016630223
24208,244413.192425946,5254026.49819632,13.8624040659932
24252,235715.963703584,5214519.05688462,21.2594239262002
24274,221768.056966983,5226891.69519849,8.75331029138381
24275,221811.45315543,5228509.96686485,3.53401188884378
