from_cat,cat
2,1
2,9
3,83
7,15
7,17
13,62
16,15
16,17
17,64
18,65
19,84
20,70
21,72
22,26
24,25
24,45
25,26
28,76
30,77
31,81
34,5
34,35
41,7
41,63
42,67
43,44
43,71
44,25
44,45
47,21
47,48
48,42
48,66
51,74
55,27
55,56
56,53
56,54
58,59
58,80
59,79
61,62
62,85
63,64
64,65
66,84
68,44
68,71
69,70
70,68
71,72
72,67
73,74
74,68
75,76
76,6
76,57
78,79
79,77
80,81
82,83
84,85
