cat,a_cat,b_cat,to_x,to_y
390,797,1,232150.422880562,5260284.05754534
391,924,1,228342.496012272,5258854.0835718
392,587,1,218720.621841531,5259269.09411779
393,1408,1,221764.228219467,5255910.47343082
394,1635,1,226591.097628543,5255691.43472163
395,1883,1,223374.038757286,5255839.65185313
396,1405,1,228067.257044807,5252392.41555583
397,1176,1,223231.519987111,5252605.42324425
398,428,1,224843.695479026,5252535.24655737
399,309,1,236664.747791585,5236700.10245004
400,201,1,216751.192579554,5222270.53576079
401,1249,1,220239.342512059,5257583.45584847
402,289,1,239755.039343733,5233319.14647435
403,1712,1,220239.342512059,5257583.45584847
404,1003,1,220239.342512059,5257583.45584847
405,1460,1,229881.013889353,5257150.9320907
406,14,1,234094.438167572,5214804.50718925
407,1348,1,240555.095312045,5229245.0702647
408,3532,1,236263.330716553,5227836.50921825
409,293,1,229673.797892214,5224927.19444805
410,65,1,228073.027179061,5225017.18015822
411,194,1,232853.911948437,5224776.56912414
412,1906,1,234470.416336915,5224672.50131966
413,2336,1,223283.495134321,5225214.7919521
414,235,1,230368.184177478,5266810.76408868
415,1461,1,230368.184177478,5266810.76408868
416,1865,1,236481.138082311,5232671.33802486
417,2110,1,233259.884742383,5232831.62128611
418,1875,1,233300.548796673,5233633.40441815
419,655,1,237341.479121319,5233434.64308079
420,71,1,228213.353138933,5228215.86355203
421,1931,1,228768.460288359,5266887.7713256
422,1906,1,234368.581105437,5221447.59133919
423,1906,1,234530.136010477,5226284.036428
424,587,1,218813.451545489,5260882.72632033
425,1537,1,232262.526505688,5260279.80778106
426,924,1,228067.257044807,5252392.41555583
427,1636,1,226452.848805894,5252464.11435438
428,431,1,218357.372409102,5222205.38191589
429,1093,1,241964.046014879,5233235.43123569
430,1743,1,239755.039343733,5233319.14647435
431,1176,1,223440.077441573,5257437.07463519
432,1408,1,221831.529742408,5257514.76463155
433,924,1,228269.278520679,5257214.22003132
434,1313,1,234734.386972995,5256156.45928477
435,2764,1,229817.013021666,5228145.01337558
436,1906,1,234620.354201014,5227911.77756353
437,369,1,237881.998198494,5227759.94042132
438,2484,1,231228.916785418,5224861.3821384
439,1592,1,232853.911948437,5224776.56912414
440,1549,1,238025.49512359,5230999.85068626
441,78,1,231379.407700054,5228068.90834502
442,194,1,232984.753181628,5227992.45392973
443,351,1,226615.739567593,5228284.02123897
444,351,1,226543.122407295,5226702.30350584
445,14,1,234368.581105437,5221447.59133919
446,1895,1,226543.122407295,5226702.30350584
447,2484,1,231317.565658408,5226463.81478052
448,1712,1,220425.063731533,5260809.06653807
449,1408,1,221999.28892219,5260748.75298367
450,1712,1,220331.004458349,5259199.43073842
451,490,1,222161.840105409,5259098.05856321
452,1635,1,226736.277565346,5258907.34984823
453,1003,1,220331.004458349,5259199.43073842
454,1249,1,220331.004458349,5259199.43073842
455,924,1,228202.232704318,5255614.17000655
456,1405,1,228202.232704318,5255614.17000655
457,1636,1,226591.097628543,5255691.43472163
458,1635,1,226452.848805894,5252464.11435438
459,2496,1,218357.372409102,5222205.38191589
460,1883,1,223440.077441573,5257437.07463519
461,1886,1,221831.529742408,5257514.76463155
