cat,a_cat,a_osm_id,a_code,a_fclass,a_name,a_ref,a_oneway,a_maxspeed,a_layer,a_bridge,a_tunnel,b_cat,to_x,to_y
98,174263,"18178471",5142,"track","Agassiz Central Trail",,"B",0,1,"T","F",1,233575.740049843,5266686.4250814
99,65845,"18046996",5115,"tertiary","280th Street North","CR 37","B",0,0,"F","F",1,255774.551480154,5215716.37184013
100,171575,"18175218",5142,"track",,,"B",0,0,"F","F",1,236481.138082311,5232671.33802486
101,524527,"713801292",5121,"unclassified","250th Street",,"B",0,0,"F","F",1,231684.042465572,5233697.21599994
102,493644,"640377047",5115,"tertiary","30th Street North","CR 5","B",0,0,"F","F",1,216968.122304827,5227117.15121505
103,65888,"18047043",5115,"tertiary","120th Street North","CR 19","B",0,0,"F","F",1,230937.636701612,5217328.44678373
104,66657,"18047947",5113,"primary","140th St North","MN 9","B",0,0,"F","F",1,234093.055617492,5214805.41710472
105,346528,"158448360",5142,"track","Agassiz Central Trail",,"B",0,0,"F","F",1,233001.442244656,5263469.81717086
106,174061,"18178148",5122,"residential","270th Street",,"B",0,0,"F","F",1,236592.573207532,5261735.70664689
107,346528,"158448360",5142,"track","Agassiz Central Trail",,"B",0,0,"F","F",1,232715.569964455,5261872.17745015
108,174329,"18178579",5122,"residential","210th Street",,"B",0,0,"F","F",1,225692.826823583,5243643.42612414
109,174155,"18178311",5122,"residential","210th Avenue",,"B",0,0,"F","F",1,224226.857907581,5246073.65094014
110,173674,"18177499",5122,"residential","230th Street",,"B",0,0,"F","F",1,228903.099465098,5243523.13321774
111,883263,"1259133300",5141,"service",,,"B",0,0,"F","F",1,219153.787310555,5225401.94681942
112,683903,"892593319",5141,"service",,,"B",0,0,"F","F",1,215002.730216231,5227195.78527906
113,174329,"18178579",5122,"residential","210th Street",,"B",0,0,"F","F",1,225603.217936696,5241240.72230601
114,69321,"18051394",5114,"secondary","Clearwater County Veterans Memorial Highway","MN 92","B",0,0,"F","F",1,320411.323771848,5257981.20719963
115,67506,"18048950",5122,"residential","211st Avenue",,"B",0,0,"F","F",1,323621.542076211,5257606.32242564
116,69098,"18051079",5122,"residential","201st Avenue",,"B",0,0,"F","F",1,322011.238870939,5257535.0788004
117,67891,"18049438",5141,"service",,,"B",0,0,"F","F",1,320230.926563605,5257780.02231327
118,978352,"1413125354",5122,"residential","130th Street",,"B",0,1,"T","F",1,213124.516481018,5247390.2714816
119,174155,"18178311",5122,"residential","210th Avenue",,"B",0,0,"F","F",1,219813.350581256,5246313.37947661
120,524528,"713801293",5121,"unclassified","250th Street",,"B",0,1,"T","F",1,231421.693556936,5228894.88426268
121,173863,"18177773",5122,"residential","180th Street",,"B",0,0,"F","F",1,220337.209307324,5230076.21541009
122,170265,"18173842",5122,"residential","170th Street",,"B",0,0,"F","F",1,218840.491985594,5232098.2306501
123,401552,"288365341",5115,"tertiary","120th Avenue",,"B",0,0,"F","F",1,218960.024677616,5231873.23797015
124,173563,"18177367",5121,"unclassified","110th Avenue",,"B",0,0,"F","F",1,220218.084265573,5230204.61787212
125,65815,"18046965",5121,"unclassified","110th Street North",,"B",0,0,"F","F",1,229671.021380296,5224927.27049691
126,303025,"99174285",5122,"residential","180th Avenue North",,"B",0,0,"F","F",1,240703.970902698,5222783.89092271
127,303024,"99174284",5121,"unclassified","40th Street North","CR 103","B",0,0,"F","F",1,218511.052878961,5225433.83348121
128,303022,"99174282",5115,"tertiary","190th Avenue North","CR 70","B",0,0,"F","F",1,223261.945315707,5225203.2533606
129,173498,"18177297",5121,"unclassified","110th Street",,"B",0,0,"F","F",1,211099.938381887,5267723.70565242
130,173427,"18177219",5122,"residential","150th Street",,"B",0,0,"F","F",1,217465.685266982,5267412.61528475
131,346525,"158448357",5142,"track",,,"B",0,0,"F","F",1,231873.061991572,5263539.96501304
132,303069,"99183417",5122,"residential","140th Avenue North",,"B",0,0,"F","F",1,255028.696569434,5215734.94685799
133,170332,"18173913",5121,"unclassified","300th Avenue",,"B",0,0,"F","F",1,241402.575137198,5259914.02188363
134,173762,"18177617",5115,"tertiary","330th Avenue",,"B",0,0,"F","F",1,251865.171610884,5264371.58885318
135,524527,"713801292",5121,"unclassified","250th Street",,"B",0,0,"F","F",1,231646.413170883,5232884.24667539
136,173930,"18177897",5122,"residential","310th Street",,"B",0,0,"F","F",1,241964.046014879,5233235.43123569
137,173371,"18177159",5115,"tertiary","County Road 10",,"B",0,0,"F","F",1,222559.731810607,5245375.73098315
138,173371,"18177159",5115,"tertiary","County Road 10",,"B",0,0,"F","F",1,222491.1218622,5243966.963323
139,174436,"18178780",5115,"tertiary","County Road 26",,"B",0,0,"F","F",1,241769.930999888,5229194.69582387
140,67260,"18048641",5121,"unclassified","130th Street North",,"B",0,0,"F","F",1,232983.259619501,5227992.5262306
141,302767,"98654179",5115,"tertiary","70th Street North","CR 11","B",0,0,"F","F",1,223412.689179279,5228433.28033942
142,734591,"944795001",5142,"track","220th Street",,"B",0,0,"F","F",1,228768.460288359,5266887.7713256
143,506132,"677692881",5122,"residential","190th Street",,"B",0,0,"F","F",1,223950.671166292,5267116.03522031
144,67955,"18049516",5142,"track",,,"B",0,0,"F","F",1,317247.398801592,5257226.98805382
145,64082,"18044952",5121,"unclassified","North 90th Street","CR 73","B",0,0,"F","F",1,226315.992390455,5221871.03647996
146,66452,"18047714",5121,"unclassified","160th Street North",,"B",0,0,"F","F",1,237575.772943131,5221310.75593812
147,67260,"18048641",5121,"unclassified","130th Street North",,"B",0,0,"F","F",1,232916.671972636,5226391.11199399
148,64455,"18045393",5121,"unclassified",,,"B",0,0,"F","F",1,232578.486419661,5218296.91498792
149,66978,"18048300",5122,"residential","100th Street North",,"B",0,0,"F","F",1,227832.599630467,5220210.63691247
150,65815,"18046965",5121,"unclassified","110th Street North",,"B",0,0,"F","F",1,229392.304532608,5218491.5867941
151,171863,"18175537",5142,"track",,,"B",0,0,"F","F",1,225092.654923699,5232941.18203082
152,427309,"367462252",5121,"unclassified","130th Avenue",,"B",0,0,"F","F",1,225037.151550974,5233217.00806979
153,401552,"288365341",5115,"tertiary","120th Avenue",,"B",0,0,"F","F",1,225145.997263381,5231599.67460188
154,173470,"18177266",5122,"residential","235th Avenue",,"B",0,0,"F","F",1,219959.074384989,5250339.33876947
155,170521,"18174115",5141,"service",,,"B",0,0,"F","F",1,215819.346688746,5244850.02417504
156,170257,"18173834",5122,"residential","170th Street",,"B",0,0,"F","F",1,219430.576927415,5244700.59126304
157,590012,"772233085",5113,"primary",,"US 75","B",0,0,"F","F",1,212040.650307662,5224092.86731709
158,173427,"18177219",5122,"residential","150th Street",,"B",0,0,"F","F",1,217420.888643698,5265787.87829572
159,174413,"18178729",5122,"residential","145th Street",,"B",0,0,"F","F",1,216312.906313981,5259382.28275775
160,506129,"677692878",5122,"residential","170th Street",,"B",0,0,"F","F",1,220331.004458349,5259199.43073842
161,171598,"18175242",5141,"service",,,"B",0,0,"F","F",1,222161.840105409,5259098.05856321
162,780994,"1051913084",5142,"track","160th Street",,"B",0,0,"F","F",1,218719.111528485,5259269.16489845
163,978360,"1413125438",5142,"track","140th Street",,"B",0,0,"F","F",1,215501.219326773,5259421.03449311
164,171603,"18175247",5141,"service",,,"B",0,0,"F","F",1,221138.104281444,5255935.64995289
165,174107,"18178227",5115,"tertiary","250th Avenue",,"B",0,0,"F","F",1,237556.446906683,5252003.67152381
166,506127,"677691970",5113,"primary","260th Street","MN 9","B",0,1,"T","F",1,234500.009727263,5251262.05661258
167,506115,"677691952",5122,"residential","190th Street",,"B",0,0,"F","F",1,223231.519987111,5252605.42324425
168,781346,"1052720313",5142,"track","280th Street",,"B",0,0,"F","F",1,236664.747791585,5236700.10245004
169,171867,"18175544",5141,"service",,,"B",0,0,"F","F",1,230712.454878066,5237504.52056498
170,67097,"18048432",5115,"tertiary","170th Avenue Northwest","CR 36","B",0,0,"F","F",1,210927.747491779,5222527.57033446
171,67060,"18048392",5115,"tertiary","10th Street Northwest","CR 100","B",0,0,"F","F",1,211920.086750728,5222467.91461032
172,66415,"18047671",5141,"service","200th Avenue Northwest",,"B",0,0,"F","F",1,210346.924662331,5227344.51524991
173,680788,"892209466",5141,"service",,,"B",0,0,"F","F",1,212307.046191083,5227303.18229828
174,173674,"18177499",5122,"residential","230th Street",,"B",0,0,"F","F",1,228799.108466737,5241114.55937613
175,610391,"807279193",5142,"track","290th Street",,"B",0,1,"T","F",1,237914.180022738,5228419.48902808
176,506137,"677692886",5122,"residential","220th Street",,"B",0,1,"T","F",1,228269.224588933,5257214.22276411
177,174436,"18178780",5115,"tertiary","County Road 26",,"B",0,0,"F","F",1,241807.842189465,5230014.34490919
